"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"21","AckRequestProcessor.java","0","49","0","6","0","7","0","23","0","6","NO"
"21","AclParser.java","0","73","0","73","0","73","0","2","0","2","NO"
"21","AddAuthCommand.java","0","58","0","58","0","58","0","2","0","2","YES"
"21","AdminServer.java","1","37","37","37","37","37","2","2","0","0","YES"
"21","AdminServerFactory.java","1","57","57","57","57","57","2","2","0","0","NO"
"21","AndOp.java","0","30","0","30","0","30","0","2","0","2","NO"
"21","Arg.java","0","33","0","33","0","33","0","2","0","2","NO"
"21","AsyncCallback.java","1","288","228","16","230","26","2","39","2","18","NO"
"21","AtomicFileOutputStream.java","1","104","0","52","1","52","2","4","6","8","NO"
"21","AtomicFileWritingIdiom.java","1","81","81","81","81","81","2","2","6","6","NO"
"21","AuthenticationProvider.java","0","74","0","11","0","12","0","19","0","2","NO"
"21","AuthFastLeaderElection.java","2","884","3","26","7","111","6","66","6","38","YES"
"21","BasicDataEncryptionManager.java","1","45","0","22","45","45","2","4","0","2","YES"
"21","BinaryInputArchive.java","0","114","0","13","0","14","0","25","0","12","YES"
"21","BinaryOutputArchive.java","0","132","0","14","0","16","0","25","0","6","NO"
"21","ByteBufferInputStream.java","1","74","0","10","3","11","2","21","6","10","NO"
"21","ByteBufferOutputStream.java","0","46","0","23","0","23","0","4","0","6","NO"
"21","CGenerator.java","0","117","0","11","0","13","0","26","0","4","YES"
"21","CliCommand.java","1","112","4","56","13","60","2","4","2","4","YES"
"21","ClientCnxn.java","1","1398","-3","20","2","52","4","171","6","176","YES"
"21","ClientCnxnSocket.java","0","157","0","26","0","27","0","12","0","10","YES"
"21","ClientCnxnSocketNIO.java","1","389","5","28","6","36","2","28","4","42","YES"
"21","ClientWatchManager.java","0","36","0","9","0","10","0","8","0","8","NO"
"21","CloseCommand.java","0","42","0","42","0","42","0","2","0","2","YES"
"21","Command.java","1","62","62","62","62","62","2","2","0","0","NO"
"21","CommandBase.java","1","60","60","60","60","60","2","2","0","0","NO"
"21","CommandOutputter.java","1","32","32","32","32","32","2","2","0","0","NO"
"21","CommandResponse.java","1","101","101","101","101","101","2","2","0","0","NO"
"21","Commands.java","1","445","222","222","227","227","4","4","2","2","YES"
"21","CommitProcessor.java","3","333","7","11","18","26","6","70","12","46","YES"
"21","CommonNames.java","0","27","0","3","0","4","0","16","0","2","NO"
"21","ConfigUtils.java","0","54","0","54","0","54","0","2","0","0","YES"
"21","ConnectionBean.java","0","156","0","9","0","12","0","34","0","26","YES"
"21","ConnectionMXBean.java","0","89","0","9","0","10","0","18","0","4","NO"
"21","ConnectStringParser.java","0","81","0","41","0","42","0","4","0","4","NO"
"21","CppGenerator.java","0","113","0","13","0","14","0","23","0","4","YES"
