"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"10","Abortable.java","1","37","37","37","37","37","1","1","0","0","0"
"10","Abortables.java","1","165","165","165","165","165","1","1","0","0","0"
"10","AbstractFeatureProvider.java","1","93","93","93","93","93","1","1","0","0","0"
"10","AccessControlManager.java","1","67","67","67","67","67","1","1","0","0","0"
"10","Allocator.java","1","92","92","92","92","92","1","1","0","0","0"
"10","AppendOnlyStreamReader.java","1","179","179","179","179","179","1","1","0","0","0"
"10","AppendOnlyStreamWriter.java","1","97","97","97","97","97","1","1","0","0","0"
"10","AsyncAbortable.java","1","52","52","52","52","52","1","1","0","0","0"
"10","AsyncCloseable.java","1","54","54","54","54","54","1","1","0","0","0"
"10","AsyncDeleteable.java","1","31","31","31","31","31","1","1","0","0","0"
"10","AsyncFailureInjector.java","1","116","116","116","116","116","1","1","0","0","0"
"10","AsyncLogReader.java","1","63","63","63","63","63","1","1","0","0","0"
"10","AsyncLogWriter.java","1","63","63","63","63","63","1","1","0","0","0"
"10","AsyncNotification.java","1","27","27","27","27","27","1","1","0","0","0"
"10","AsyncRandomFailureInjector.java","1","158","158","158","158","158","1","1","0","0","0"
"10","BKAbstractLogWriter.java","1","498","498","498","498","498","1","1","0","0","0"
"10","BKAsyncLogReaderDLSN.java","1","617","617","617","617","617","1","1","0","0","0"
"10","BKAsyncLogWriter.java","1","474","474","474","474","474","1","1","0","0","0"
"10","BKDistributedLogManager.java","1","1326","1326","1326","1326","1326","1","1","0","0","0"
"10","BKDistributedLogNamespace.java","1","970","970","970","970","970","1","1","0","0","0"
"10","BKDLConfig.java","1","360","360","360","360","360","1","1","0","0","0"
"10","BKDLUtils.java","1","89","89","89","89","89","1","1","0","0","0"
"10","BKExceptionStatsLogger.java","1","99","99","99","99","99","1","1","0","0","0"
"10","BKLogHandler.java","1","1188","1188","1188","1188","1188","1","1","0","0","0"
"10","BKLogReadHandler.java","1","369","369","369","369","369","1","1","0","0","0"
"10","BKLogSegmentEntryWriter.java","1","55","55","55","55","55","1","1","0","0","0"
"10","BKLogSegmentWriter.java","1","1167","1167","1167","1167","1167","1","1","0","0","0"
"10","BKLogWriteHandler.java","1","1187","1187","1187","1187","1187","1","1","0","0","0"
"10","BKSyncLogReaderDLSN.java","1","234","234","234","234","234","1","1","0","0","0"
"10","BKSyncLogWriter.java","1","102","102","102","102","102","1","1","0","0","0"
"10","BKTransmitPacket.java","1","81","81","81","81","81","1","1","0","0","0"
"10","BookKeeperAccessor.java","1","36","36","36","36","36","1","1","0","0","0"
