"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"20","AckRequestProcessor.java","0","49","0","6","0","7","0","23","0","6","0"
"20","AclParser.java","0","73","0","73","0","73","0","2","0","2","0"
"20","AddAuthCommand.java","0","58","0","58","0","58","0","2","0","2","1"
"20","AndOp.java","0","30","0","30","0","30","0","2","0","2","0"
"20","Arg.java","0","33","0","33","0","33","0","2","0","2","0"
"20","AsyncCallback.java","2","61","5","4","5","15","4","37","4","16","0"
"20","AtomicFileOutputStream.java","0","104","0","104","0","104","0","2","0","2","1"
"20","AuthenticationProvider.java","0","74","0","11","0","12","0","19","0","2","0"
"20","AuthFastLeaderElection.java","0","875","0","29","0","122","0","60","0","32","1"
"20","BasicDataEncryptionManager.java","0","45","0","45","0","45","0","2","0","2","1"
"20","BinaryInputArchive.java","1","114","-4","13","6","14","2","25","6","12","1"
"20","BinaryOutputArchive.java","0","132","0","14","0","16","0","25","0","6","0"
"20","ByteBufferInputStream.java","0","74","0","11","0","11","0","19","0","4","1"
"20","ByteBufferOutputStream.java","0","46","0","23","0","23","0","4","0","6","0"
"20","CGenerator.java","0","117","0","11","0","13","0","26","0","4","1"
"20","CliCommand.java","0","108","0","108","0","108","0","2","0","2","1"
"20","ClientCnxn.java","4","1404","23","21","28","54","14","167","24","170","1"
"20","ClientCnxnSocket.java","0","157","0","26","0","27","0","12","0","10","1"
"20","ClientCnxnSocketNIO.java","1","385","10","29","10","38","2","26","4","38","1"
"20","ClientWatchManager.java","0","36","0","9","0","10","0","8","0","8","0"
"20","CloseCommand.java","0","42","0","42","0","42","0","2","0","2","1"
"20","CommitProcessor.java","3","313","48","12","75","26","6","64","6","34","1"
"20","CommonNames.java","0","27","0","3","0","4","0","16","0","2","0"
"20","ConfigUtils.java","1","54","54","54","54","54","2","2","0","0","1"
"20","ConnectionBean.java","0","156","0","9","0","12","0","34","0","26","1"
"20","ConnectionMXBean.java","0","89","0","9","0","10","0","18","0","4","0"
"20","ConnectStringParser.java","1","81","3","41","6","42","2","4","2","4","0"
"20","CppGenerator.java","0","113","0","13","0","14","0","23","0","4","1"
"20","CreateCommand.java","1","78","4","38","10","41","2","4","2","4","1"
"20","CreateMode.java","1","83","2","28","4","29","2","6","4","6","0"
"20","Credentials.java","0","43","0","43","0","43","0","2","0","2","0"
"20","CSharpGenerator.java","0","48","0","48","0","48","0","2","0","2","0"
"20","CsvInputArchive.java","0","184","0","24","0","25","0","23","0","8","0"
"20","CsvOutputArchive.java","0","135","0","16","0","17","0","25","0","8","0"
"20","DatadirCleanupManager.java","0","173","0","86","0","91","0","4","0","6","1"
"20","DataEncryptionManager.java","0","36","0","36","0","36","0","2","0","2","0"
"20","DataNode.java","0","157","0","7","0","12","0","51","0","30","1"
"20","DataTree.java","4","1244","12","21","19","31","12","140","8","98","1"
"20","DataTreeBean.java","0","55","0","5","0","10","0","22","0","6","0"
"20","DataTreeMXBean.java","0","43","0","5","0","7","0","16","0","2","0"
