"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"8","AckRequestProcessor.java","0","48","0","6","0","7","0","21","0","4","NO"
"8","AsyncCallback.java","1","52","18","12","84","18","2","27","2","8","NO"
"8","AuthenticationProvider.java","0","74","0","11","0","12","0","19","0","2","NO"
"8","AuthFastLeaderElection.java","1","872","10","34","10","142","2","50","4","18","YES"
"8","BasicDataEncryptionManager.java","1","45","45","45","45","45","2","2","2","2","YES"
"8","BinaryInputArchive.java","0","118","0","15","0","15","0","23","0","6","YES"
"8","BinaryOutputArchive.java","0","132","0","15","0","17","0","23","0","2","NO"
"8","BKException.java","1","205","58","51","95","60","2","8","2","8","YES"
"8","Bookie.java","2","479","76","59","120","73","4","16","4","20","YES"
"8","BookieClient.java","1","161","-237","26","74","93","2","12","2","14","NO"
"8","BookieException.java","0","73","0","73","0","73","0","2","0","2","NO"
"8","BookieProtocol.java","1","68","0","23","18","29","2","6","2","6","NO"
"8","BookieServer.java","2","188","4","31","28","40","4","12","4","12","YES"
"8","BookieWatcher.java","1","184","184","184","184","184","2","2","2","2","NO"
"8","BookKeeper.java","1","317","-238","39","271","146","2","16","2","16","NO"
"8","BookkeeperInternalCallbacks.java","1","52","52","52","52","52","2","2","2","2","NO"
"8","BufferedChannel.java","1","142","142","142","142","142","2","2","2","2","NO"
"8","ByteBufferInputStream.java","0","65","0","11","0","12","0","17","0","0","YES"
"8","CGenerator.java","1","117","35","11","42","13","2","26","2","4","YES"
"8","ClientCnxn.java","3","1188","12","28","17","63","10","111","18","86","YES"
"8","ClientWatchManager.java","0","36","0","11","0","13","0","6","0","4","YES"
"8","CommitProcessor.java","0","171","0","10","0","26","0","46","0","18","YES"
"8","CommonNames.java","0","27","0","3","0","4","0","16","0","2","NO"
"8","ConnectionBean.java","1","156","6","10","11","13","4","30","8","22","YES"
"8","ConnectionMXBean.java","0","89","0","9","0","10","0","18","0","4","NO"
"8","CppGenerator.java","1","113","35","13","42","14","2","23","2","4","YES"
"8","CRC32DigestManager.java","1","45","45","45","45","45","2","2","2","2","NO"
"8","CreateMode.java","0","81","0","81","0","81","0","2","0","0","YES"
"8","CsvInputArchive.java","1","188","0","26","1","27","2","21","2","4","NO"
"8","CsvOutputArchive.java","0","135","0","17","0","18","0","23","0","4","NO"
"8","DataEncryptionManager.java","1","36","36","36","36","36","2","2","2","2","NO"
"8","DataNode.java","0","153","0","8","0","13","0","45","0","20","YES"
"8","DataNodeV1.java","0","117","0","117","0","117","0","2","0","0","NO"
"8","DataTree.java","2","1067","9","28","13","40","4","90","2","40","YES"
"8","DataTreeBean.java","0","63","0","6","0","11","0","20","0","4","NO"
"8","DataTreeMXBean.java","0","43","0","5","0","7","0","16","0","2","NO"
"8","DataTreeV1.java","1","525","0","131","1","135","2","8","2","6","NO"
"8","DigestAuthenticationProvider.java","1","125","0","12","1","29","2","29","2","8","NO"
"8","DigestManager.java","1","146","146","146","146","146","2","2","2","2","NO"
"8","DistributedQueue.java","0","281","0","281","0","281","0","2","0","2","NO"
"8","DistributionSchedule.java","1","55","55","55","55","55","2","2","2","2","NO"
"8","Election.java","1","25","1","2","1","3","2","22","4","6","NO"
"8","EntryLogger.java","1","238","238","238","238","238","2","2","2","2","NO"
"8","Environment.java","0","90","0","45","0","45","0","4","0","4","NO"
"8","FastLeaderElection.java","2","754","42","21","92","49","4","70","6","66","YES"
"8","FatJarMain.java","0","114","0","114","0","114","0","2","0","0","NO"
"8","FileInfo.java","1","102","102","102","102","102","2","2","2","2","NO"
"8","FileSnap.java","1","225","6","22","12","27","4","20","6","34","YES"
"8","FileTxnLog.java","3","544","11","36","12","53","8","30","14","46","YES"
"8","FileTxnSnapLog.java","2","267","4","17","4","20","4","30","6","32","YES"
"8","FinalRequestProcessor.java","3","343","3","11","7","25","8","80","10","48","YES"
"8","Follower.java","2","153","0","8","1","60","4","72","8","42","YES"
"8","FollowerBean.java","0","45","0","2","0","6","0","16","0","2","NO"
"8","FollowerMXBean.java","0","37","0","1","0","5","0","16","0","2","NO"
"8","FollowerRequestProcessor.java","0","99","0","6","0","7","0","44","0","14","YES"
"8","FollowerZooKeeperServer.java","1","146","1","6","3","12","4","65","6","30","NO"
"8","Index.java","0","35","0","5","0","5","0","19","0","2","NO"
"8","InputArchive.java","0","39","0","6","0","6","0","19","0","2","NO"
"8","IPAuthenticationProvider.java","0","106","0","14","0","16","0","21","0","2","YES"
"8","JavaGenerator.java","0","52","0","7","0","8","0","21","0","2","NO"
"8","JAXBContextResolver.java","0","65","0","65","0","65","0","2","0","2","NO"
"8","JBoolean.java","0","38","0","5","0","5","0","22","0","2","NO"
"8","JBuffer.java","1","96","0","13","3","14","2","21","2","4","NO"
"8","JByte.java","0","31","0","4","0","5","0","19","0","2","NO"
"8","JCompType.java","0","48","0","7","0","8","0","19","0","2","NO"
"8","JDouble.java","0","36","0","5","0","5","0","19","0","2","NO"
"8","JField.java","0","89","0","14","0","14","0","19","0","2","NO"
"8","JFile.java","0","72","0","10","0","11","0","21","0","2","NO"
"8","JFloat.java","0","36","0","5","0","5","0","19","0","2","NO"
"8","JInt.java","0","31","0","4","0","5","0","19","0","2","NO"
"8","JLineZNodeCompletor.java","0","76","0","76","0","76","0","2","0","2","NO"
"8","JLong.java","0","35","0","5","0","5","0","19","0","2","NO"
"8","JMap.java","1","93","0","13","2","13","2","21","2","4","NO"
"8","JRecord.java","1","483","8","46","86","60","4","31","4","6","YES"
"8","JString.java","0","42","0","6","0","6","0","19","0","2","NO"
"8","JType.java","0","127","0","20","0","20","0","19","0","2","NO"
"8","JVector.java","1","96","0","12","2","13","2","23","2","4","NO"
"8","KeeperException.java","0","596","0","37","0","54","0","35","0","20","YES"
"8","KeeperExceptionMapper.java","0","78","0","78","0","78","0","2","0","2","NO"
"8","Leader.java","2","647","-1","26","2","37","6","68","10","38","YES"
"8","LeaderBean.java","1","48","0","4","1","6","2","20","2","6","NO"
"8","LeaderElection.java","3","247","6","13","17","33","6","51","12","30","YES"
"8","LeaderElectionBean.java","0","38","0","4","0","6","0","16","0","2","NO"
"8","LeaderElectionMXBean.java","0","28","0","3","0","4","0","16","0","2","NO"
"8","LeaderMXBean.java","0","33","0","4","0","5","0","16","0","2","NO"
"8","LeaderZooKeeperServer.java","1","159","3","6","9","9","4","56","6","36","YES"
"8","Learner.java","1","338","0","169","5","171","2","4","4","6","YES"
"8","LearnerHandler.java","3","456","3","4","6","9","8","16","10","20","YES"
"8","LearnerSessionTracker.java","1","83","3","1","7","4","2","4","0","2","YES"
"8","LearnerSyncRequest.java","0","31","0","0","0","3","0","2","0","2","NO"
"8","LearnerZooKeeperServer.java","1","128","-3","43","6","49","4","6","6","8","YES"
"8","LedgerCache.java","1","409","409","409","409","409","2","2","2","2","NO"
"8","LedgerCreateOp.java","1","147","147","147","147","147","2","2","2","2","YES"
"8","LedgerDescriptor.java","1","120","-29","30","40","47","2","8","2","10","NO"
"8","LedgerEntry.java","1","71","18","23","42","33","2","6","2","6","NO"
"8","LedgerEntryPage.java","1","136","136","136","136","136","2","2","2","2","NO"
"8","LedgerHandle.java","1","404","-356","45","360","133","2","18","2","22","YES"
"8","LedgerInputStream.java","1","156","4","52","17","60","4","6","6","8","NO"
"8","LedgerMetadata.java","1","162","162","162","162","162","2","2","2","2","NO"
"8","LedgerOpenOp.java","1","123","123","123","123","123","2","2","2","2","YES"
"8","LedgerOutputStream.java","1","133","-1","44","29","54","2","6","2","6","NO"
"8","LedgerRecoveryOp.java","1","151","151","151","151","151","2","2","2","2","YES"
"8","LocalBookKeeper.java","2","188","9","31","14","35","8","12","12","18","YES"
"8","LocalPeerBean.java","1","77","16","12","16","13","2","20","2","6","YES"
"8","LocalPeerMXBean.java","1","70","12","11","12","12","2","18","2","4","YES"
"8","LockListener.java","0","35","0","35","0","35","0","2","0","2","NO"
"8","LogFormatter.java","1","97","31","10","40","12","2","25","6","10","YES"
"8","LoggerFactory.java","1","35","35","35","35","35","2","2","2","2","NO"
"8","MacDigestManager.java","1","61","61","61","61","61","2","2","2","2","NO"
"8","Main.java","1","49","-1","24","6","28","2","4","2","4","NO"
"8","ManagedUtil.java","0","65","0","32","0","33","0","4","0","4","YES"
"8","MarkerFileChannel.java","1","133","133","133","133","133","2","2","2","2","NO"
"8","MathUtils.java","1","35","35","35","35","35","2","2","2","2","NO"
"8","MBeanRegistry.java","0","175","0","17","0","20","0","20","0","6","YES"
"8","MySqlClient.java","1","124","0","62","1","62","2","4","2","4","NO"
"8","NIOServerCnxn.java","3","1502","39","31","73","72","14","117","18","114","YES"
"8","NIOServerFactory.java","1","466","-9","116","26","126","2","8","2","10","YES"
"8","NodeListener.java","1","34","34","34","34","34","2","2","2","2","NO"
"8","NodeViewerACL.java","1","169","169","169","169","169","2","2","2","2","NO"
"8","NodeViewerData.java","1","132","132","132","132","132","2","2","2","2","YES"
"8","NodeViewerMetaData.java","1","168","168","168","168","168","2","2","2","2","NO"
"8","NodeViewersChangeListener.java","1","34","34","34","34","34","2","2","2","2","NO"
"8","Observer.java","2","132","0","44","1","45","4","6","8","10","YES"
"8","ObserverBean.java","0","41","0","41","0","41","0","2","0","2","YES"
"8","ObserverMXBean.java","0","34","0","34","0","34","0","2","0","2","NO"
"8","ObserverRequestProcessor.java","0","111","0","111","0","111","0","2","0","2","YES"
"8","ObserverZooKeeperServer.java","1","105","1","35","3","36","4","6","6","8","YES"
"8","OrderedSafeExecutor.java","1","89","89","89","89","89","2","2","2","2","NO"
"8","OutputArchive.java","0","43","0","6","0","6","0","21","0","2","NO"
"8","Pair.java","1","108","108","108","108","108","2","2","2","2","NO"
"8","ParseException.java","0","189","0","33","0","33","0","17","0","0","NO"
"8","PathTrie.java","1","255","0","63","2","64","2","8","2","10","YES"
"8","PathUtils.java","0","93","0","93","0","93","0","2","0","0","YES"
"8","PendingAddOp.java","1","124","124","124","124","124","2","2","2","2","YES"
"8","PendingReadOp.java","1","131","131","131","131","131","2","2","2","2","YES"
"8","PerChannelBookieClient.java","1","513","513","513","513","513","2","2","2","2","YES"
"8","PrepRequestProcessor.java","2","461","0","13","3","32","6","100","6","72","YES"
"8","Profiler.java","0","36","0","3","0","9","0","24","0","2","NO"
"8","ProposalRequestProcessor.java","0","74","0","4","0","8","0","44","0","16","YES"
"8","ProtocolSupport.java","0","173","0","173","0","173","0","2","0","2","NO"
"8","ProviderRegistry.java","0","69","0","5","0","16","0","26","0","6","YES"
"8","PurgeTxnLog.java","0","119","0","11","0","31","0","27","0","6","YES"
"8","QuorumBean.java","0","40","0","5","0","6","0","16","0","2","NO"
"8","QuorumCnxManager.java","3","602","5","16","13","48","6","74","8","68","YES"
"8","QuorumHierarchical.java","0","245","0","81","0","87","0","6","0","12","YES"
"8","QuorumMaj.java","0","52","0","26","0","26","0","4","0","6","NO"
"8","QuorumMXBean.java","0","31","0","3","0","4","0","16","0","2","NO"
"8","QuorumPeer.java","4","853","7","19","12","64","18","111","28","78","YES"
"8","QuorumPeerConfig.java","2","310","7","9","22","36","6","64","8","46","YES"
"8","QuorumPeerMain.java","3","135","0","9","2","16","8","28","14","36","YES"
"8","QuorumStats.java","0","62","0","5","0","9","0","24","0","4","NO"
"8","QuorumVerifier.java","0","30","0","15","0","15","0","4","0","6","NO"
"8","QuorumZooKeeperServer.java","1","56","56","56","56","56","2","2","2","2","YES"
"8","Quotas.java","0","62","0","62","0","62","0","2","0","2","NO"
"8","Rcc.java","0","473","0","74","0","76","0","19","0","0","NO"
"8","RccConstants.java","0","80","0","14","0","14","0","17","0","0","NO"
"8","RccTokenManager.java","0","750","0","132","0","132","0","17","0","0","NO"
"8","Record.java","0","29","0","4","0","4","0","19","0","2","NO"
"8","RecordReader.java","0","84","0","13","0","14","0","19","0","2","NO"
