"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"4","AbstractBenchmark.java","0","96","0","24","0","36","0","4","0","1","NO"
"4","AbstractConfiguration.java","0","57","0","18","0","18","0","12","0","9","NO"
"4","AbstractHChannelManager.java","0","562","0","281","0","281","0","2","0","0","NO"
"4","AbstractResponseHandler.java","0","141","0","141","0","141","0","1","0","0","NO"
"4","AbstractSubscribeResponseHandler.java","0","340","0","113","0","121","0","3","0","5","NO"
"4","AbstractSubscriptionManager.java","1","724","6","38","8","46","1","19","3","15","NO"
"4","AbstractTopicManager.java","1","184","56","34","79","39","1","7","2","5","YES"
"4","AbstractZkLedgerManager.java","1","271","0","19","1","32","1","14","3","17","YES"
"4","ActiveSubscriber.java","0","345","0","173","0","173","0","2","0","2","YES"
"4","AllToAllTopologyFilter.java","0","68","0","23","0","25","0","3","0","0","NO"
"4","AlreadyStartDeliveryException.java","0","33","0","33","0","33","0","1","0","2","NO"
"4","AsyncCallback.java","0","126","0","18","0","35","0","7","0","3","NO"
"4","Auditor.java","1","459","3","76","4","88","2","6","3","6","YES"
"4","AuditorElector.java","1","296","3","42","3","54","1","7","3","6","YES"
"4","AutoRecoveryMain.java","0","246","0","41","0","44","0","6","0","3","NO"
"4","BaseHandler.java","0","61","0","20","0","25","0","3","0","0","NO"
"4","BenchBookie.java","0","194","0","64","0","68","0","3","0","2","NO"
"4","BenchmarkPublisher.java","1","127","3","21","4","22","1","6","3","5","NO"
"4","BenchmarkSubscriber.java","1","134","6","16","8","19","1","8","3","5","NO"
"4","BenchmarkUtils.java","0","172","0","34","0","36","0","5","0","2","NO"
"4","BenchmarkWorker.java","0","42","0","21","0","21","0","2","0","0","NO"
"4","BenchReadThroughputLatency.java","1","246","2","82","4","86","1","3","3","4","NO"
"4","BenchThroughputLatency.java","1","414","2","59","5","71","1","7","3","7","YES"
"4","BinaryArithmeticFunction.java","1","166","166","166","166","166","1","1","0","0","NO"
"4","BinaryExprFunction.java","1","46","46","46","46","46","1","1","0","0","NO"
"4","BKException.java","0","294","0","29","0","30","0","10","0","4","YES"
"4","BKMBeanInfo.java","0","25","0","25","0","25","0","1","0","0","NO"
"4","BKMBeanRegistry.java","0","81","0","27","0","28","0","3","0","2","NO"
"4","BKStats.java","0","224","0","112","0","112","0","2","0","1","NO"
"4","Bookie.java","2","1124","3","20","4","41","2","54","6","69","YES"
"4","BookieBean.java","0","46","0","23","0","24","0","2","0","1","NO"
"4","BookieBenchmark.java","0","96","0","16","0","22","0","6","0","3","NO"
"4","BookieClient.java","1","250","2","17","3","20","1","14","3","19","NO"
"4","BookieException.java","1","142","3","17","4","22","1","8","3","7","NO"
"4","BookieLedgerIndexer.java","0","123","0","41","0","43","0","3","0","2","NO"
"4","BookieMXBean.java","0","28","0","14","0","15","0","2","0","1","NO"
"4","BookieNettyServer.java","2","171","85","85","86","86","2","2","4","4","NO"
"4","BookieProtocol.java","2","312","77","28","85","30","2","11","4","10","NO"
"4","BookieProtoEncoding.java","2","175","87","87","92","92","2","2","4","4","NO"
"4","BookieRequestHandler.java","2","274","137","137","138","138","2","2","4","4","NO"
"4","BookieServer.java","2","321","-121","9","7","22","2","33","5","40","NO"
"4","BookieServerBean.java","2","76","-4","18","1","21","2","4","5","6","NO"
"4","BookieServerMXBean.java","1","48","-5","24","0","26","1","2","3","3","NO"
"4","BookieShell.java","1","883","48","147","49","150","1","6","2","5","NO"
"4","BookieWatcher.java","2","288","2","22","3","25","2","13","5","12","YES"
"4","BookKeeper.java","0","584","0","22","0","45","0","26","0","25","YES"
"4","BookKeeperAdmin.java","1","713","6","28","8","49","2","25","5","22","YES"
"4","BookkeeperBenchmark.java","1","85","1","14","2","19","1","6","3","4","NO"
"4","BookKeeperConstants.java","0","41","0","20","0","21","0","2","0","2","NO"
"4","BookkeeperInternalCallbacks.java","0","119","0","24","0","25","0","5","0","1","NO"
"4","BookkeeperPersistenceManager.java","1","1137","1","63","2","89","1","18","3","19","NO"
"4","BookKeeperTools.java","0","83","0","10","0","93","0","8","0","2","NO"
"4","BufferedChannel.java","0","162","0","32","0","35","0","5","0","1","NO"
"4","BytesMessageImpl.java","1","592","592","592","592","592","1","1","0","0","NO"
"4","ByteStringInterner.java","0","35","0","17","0","21","0","2","0","0","NO"
"4","CacheKey.java","0","67","0","33","0","34","0","2","0","0","NO"
