"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"12","AckRequestProcessor.java","1","49","1","6","3","7","2","23","2","6","0"
"12","AndOp.java","0","30","0","30","0","30","0","2","0","2","0"
"12","Arg.java","0","33","0","33","0","33","0","2","0","2","0"
"12","AsyncCallback.java","1","52","-114","4","0","16","2","33","0","12","0"
"12","AuthenticationProvider.java","0","74","0","11","0","12","0","19","0","2","0"
"12","AuthFastLeaderElection.java","4","875","-1","29","3","122","8","60","12","32","1"
"12","BasicDataEncryptionManager.java","0","45","0","45","0","45","0","2","0","2","1"
"12","BinaryInputArchive.java","0","118","0","15","0","15","0","23","0","6","1"
"12","BinaryOutputArchive.java","1","132","0","14","5","16","2","25","4","6","0"
"12","ByteBufferInputStream.java","1","74","9","11","9","11","2","19","4","4","0"
"12","ByteBufferOutputStream.java","2","46","23","23","23","23","4","4","6","6","0"
"12","CGenerator.java","0","117","0","11","0","13","0","26","0","4","1"
"12","ClientCnxn.java","4","1177","24","21","32","58","16","143","24","130","1"
"12","ClientCnxnSocket.java","3","153","3","30","6","32","6","10","8","8","1"
"12","ClientCnxnSocketNIO.java","5","306","2","30","9","36","16","20","28","28","1"
"12","ClientWatchManager.java","1","36","1","9","3","10","2","8","4","8","0"
"12","CommitProcessor.java","3","167","-2","8","4","21","8","58","6","28","1"
"12","CommonNames.java","0","27","0","3","0","4","0","16","0","2","0"
"12","ConnectionBean.java","1","156","1","9","3","12","2","34","2","26","1"
"12","ConnectionMXBean.java","0","89","0","9","0","10","0","18","0","4","0"
"12","ConnectStringParser.java","0","79","0","79","0","79","0","2","0","2","0"
"12","CppGenerator.java","0","113","0","13","0","14","0","23","0","4","1"
"12","CreateMode.java","1","81","1","41","3","42","2","4","2","2","1"
"12","Credentials.java","0","43","0","43","0","43","0","2","0","2","0"
"12","CSharpGenerator.java","0","48","0","48","0","48","0","2","0","2","0"
"12","CsvInputArchive.java","1","184","-4","24","0","25","2","23","4","8","0"
"12","CsvOutputArchive.java","1","135","0","16","4","17","2","25","4","8","0"
"12","DatadirCleanupManager.java","1","173","86","86","91","91","4","4","6","6","1"
"12","DataEncryptionManager.java","0","36","0","36","0","36","0","2","0","2","0"
"12","DataNode.java","2","157","1","7","4","12","6","51","10","30","1"
"12","DataTree.java","6","1151","5","23","19","35","26","118","40","82","1"
"12","DataTreeBean.java","0","55","0","5","0","10","0","22","0","6","0"
"12","DataTreeMXBean.java","0","43","0","5","0","7","0","16","0","2","0"
"12","DigestAuthenticationProvider.java","1","126","1","10","3","26","2","33","2","12","0"
"12","DigestLoginModule.java","1","54","55","55","55","55","2","2","0","0","0"
"12","DistributedQueue.java","1","282","1","141","3","142","2","4","2","4","0"
"12","Election.java","1","25","0","2","1","3","2","24","2","8","0"
"12","Endpoint.java","0","65","0","65","0","65","0","2","0","2","0"
"12","Environment.java","2","90","0","22","1","23","4","8","6","10","0"
"12","EqualsOp.java","0","40","0","40","0","40","0","2","0","2","0"
"12","FastLeaderElection.java","4","801","7","18","31","49","12","88","14","90","1"
"12","FatJarMain.java","0","114","0","114","0","114","0","2","0","0","0"
"12","FileLoader.java","1","54","0","27","1","27","2","4","2","4","0"
"12","FileSnap.java","1","225","1","20","4","25","2","22","2","36","1"
"12","FileTxnLog.java","4","594","6","24","8","36","14","48","22","76","1"
"12","FileTxnSnapLog.java","4","309","7","14","17","18","12","44","16","52","1"
"12","FilterException.java","0","20","0","20","0","20","0","2","0","2","0"
"12","FilterOp.java","1","68","0","34","1","34","2","4","2","4","0"
"12","FilterParser.java","1","118","0","59","1","59","2","4","2","4","0"
"12","FinalRequestProcessor.java","4","380","6","10","12","23","12","94","12","62","1"
"12","Follower.java","5","151","0","6","3","49","10","88","14","62","1"
"12","FollowerBean.java","0","45","0","2","0","6","0","16","0","2","0"
"12","FollowerMXBean.java","0","37","0","1","0","5","0","16","0","2","0"
"12","FollowerRequestProcessor.java","3","102","1","5","2","6","6","52","10","26","1"
"12","FollowerZooKeeperServer.java","2","144","-1","6","5","11","6","73","4","36","0"
"12","Fs.java","1","63","0","31","1","32","2","4","2","4","0"
"12","GraphData.java","1","77","1","38","4","40","2","4","2","4","0"
"12","GreaterThanOp.java","0","63","0","63","0","63","0","2","0","2","0"
"12","HostPort.java","0","46","0","46","0","46","0","2","0","2","0"
"12","HostPortSet.java","0","46","0","46","0","46","0","2","0","2","0"
"12","HostProvider.java","0","55","0","55","0","55","0","2","0","2","1"
"12","HTTPBasicAuth.java","0","79","0","79","0","79","0","2","0","2","0"
"12","Index.java","0","35","0","5","0","5","0","19","0","2","0"
"12","InputArchive.java","0","39","0","6","0","6","0","19","0","2","0"
"12","IPAuthenticationProvider.java","0","106","0","13","0","15","0","23","0","4","1"
"12","JavaGenerator.java","0","52","0","7","0","8","0","21","0","2","0"
"12","JAXBContextResolver.java","0","65","0","65","0","65","0","2","0","2","0"
"12","JBoolean.java","0","45","0","5","0","5","0","24","0","4","0"
"12","JBuffer.java","1","96","0","11","1","12","2","25","2","8","0"
"12","JByte.java","0","31","0","4","0","4","0","21","0","4","0"
"12","JCompType.java","0","60","0","8","0","8","0","21","0","4","0"
"12","JDouble.java","0","36","0","5","0","5","0","21","0","4","0"
"12","JField.java","0","126","0","16","0","16","0","21","0","4","0"
"12","JFile.java","0","76","0","9","0","10","0","23","0","4","0"
"12","JFloat.java","0","36","0","5","0","5","0","21","0","4","0"
"12","JInt.java","0","31","0","4","0","4","0","21","0","4","0"
"12","JLineZNodeCompletor.java","1","76","0","38","1","38","2","4","2","4","0"
"12","JLong.java","0","35","0","5","0","5","0","21","0","4","0"
"12","JMap.java","0","135","0","15","0","16","0","23","0","6","0"
"12","JRecord.java","2","685","-1","46","5","58","4","39","2","14","1"
"12","JsonGenerator.java","0","201","0","100","0","104","0","4","0","4","0"
"12","JsonServlet.java","0","77","0","77","0","77","0","2","0","2","0"
"12","JString.java","0","42","0","6","0","6","0","21","0","4","0"
"12","JType.java","0","184","0","23","0","24","0","21","0","4","0"
"12","JVector.java","0","138","0","14","0","15","0","25","0","6","0"
"12","KeeperException.java","2","630","17","35","17","50","4","39","2","22","1"
"12","KeeperExceptionMapper.java","0","78","0","78","0","78","0","2","0","2","0"
"12","KerberosName.java","1","377","377","377","377","377","2","2","0","0","1"
"12","Leader.java","6","746","8","21","19","32","20","94","30","78","1"
"12","LeaderBean.java","0","48","0","4","0","6","0","20","0","6","0"
"12","LeaderElection.java","4","264","3","10","9","27","10","65","16","52","0"
"12","LeaderElectionAware.java","1","34","34","34","34","34","2","2","2","2","0"
"12","LeaderElectionBean.java","0","38","0","4","0","6","0","16","0","2","0"
"12","LeaderElectionMXBean.java","0","28","0","3","0","4","0","16","0","2","0"
"12","LeaderElectionSupport.java","1","415","415","415","415","415","2","2","2","2","0"
"12","LeaderMXBean.java","0","33","0","4","0","5","0","16","0","2","0"
"12","LeaderOffer.java","1","76","76","76","76","76","2","2","2","2","0"
"12","LeaderZooKeeperServer.java","1","156","-2","6","5","8","4","62","2","40","1"
"12","Learner.java","4","433","7","33","14","38","12","26","16","36","1"
"12","LearnerHandler.java","5","550","9","6","21","16","16","38","28","56","1"
"12","LearnerSessionTracker.java","1","87","4","2","4","4","2","6","2","4","1"
"12","LearnerSyncRequest.java","0","31","0","0","0","3","0","2","0","2","0"
"12","LearnerZooKeeperServer.java","1","127","-1","25","2","30","2","10","0","10","1"
"12","LessThanOp.java","0","63","0","63","0","63","0","2","0","2","0"
"12","LocalPeerBean.java","0","72","0","11","0","12","0","22","0","8","1"
"12","LocalPeerMXBean.java","0","70","0","11","0","12","0","18","0","4","1"
"12","LockListener.java","1","35","0","17","1","18","2","4","2","4","0"
"12","Log4JEntry.java","1","36","0","18","1","18","2","4","2","4","0"
"12","Log4JSource.java","1","343","1","114","4","115","2","6","2","6","0"
"12","LogEntry.java","0","42","0","42","0","42","0","2","0","2","0"
"12","LogFormatter.java","3","94","-1","8","1","10","6","31","8","18","1"
"12","LoggerFactory.java","1","33","-2","16","2","18","2","4","2","4","0"
"12","Login.java","2","351","116","116","167","167","6","6","8","8","1"
"12","LogIterator.java","1","24","0","12","1","12","2","4","2","4","0"
"12","LogServer.java","1","60","0","30","1","30","2","4","2","4","0"
"12","LogSkipList.java","1","86","1","43","4","44","2","4","2","4","0"
"12","LogSource.java","0","30","0","30","0","30","0","2","0","2","0"
"12","ManagedUtil.java","1","64","-1","21","1","22","2","6","4","8","1"
"12","MBeanRegistry.java","2","194","9","16","14","19","4","24","6","12","1"
"12","MeasureThroughput.java","1","93","0","46","1","47","2","4","2","4","0"
"12","MergedLogSource.java","1","198","1","99","3","100","2","4","2","4","0"
"12","MultiResponse.java","2","149","74","74","75","75","4","4","4","4","0"
"12","MultiTransactionRecord.java","2","144","71","71","72","72","4","4","4","4","0"
"12","NettyServerCnxn.java","3","766","5","127","6","128","10","12","12","14","1"
"12","NettyServerCnxnFactory.java","3","374","6","75","7","76","6","10","2","4","1"
"12","NIOServerCnxn.java","3","1041","5","20","6","70","12","137","14","140","1"
"12","NIOServerCnxnFactory.java","3","294","6","73","7","74","6","8","2","4","1"
"12","NodeListener.java","0","34","0","34","0","34","0","2","0","2","0"
"12","NodeViewerACL.java","0","169","0","169","0","169","0","2","0","2","0"
"12","NodeViewerData.java","0","132","0","132","0","132","0","2","0","2","1"
"12","NodeViewerMetaData.java","0","168","0","168","0","168","0","2","0","2","0"
"12","NodeViewersChangeListener.java","0","34","0","34","0","34","0","2","0","2","0"
"12","NotOp.java","0","28","0","28","0","28","0","2","0","2","0"
"12","NumberArg.java","0","25","0","26","0","26","0","2","0","2","0"
"12","NumEvents.java","1","78","1","39","3","40","2","4","2","4","0"
"12","Observer.java","2","121","-3","15","5","19","6","16","8","22","1"
"12","ObserverBean.java","0","41","0","41","0","41","0","2","0","2","1"
