"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"18","AckRequestProcessor.java","0","49","0","6","0","7","0","23","0","6","0"
"18","AclParser.java","0","73","0","73","0","73","0","2","0","2","0"
"18","AddAuthCommand.java","0","58","0","58","0","58","0","2","0","2","1"
"18","AndOp.java","0","30","0","30","0","30","0","2","0","2","0"
"18","Arg.java","0","33","0","33","0","33","0","2","0","2","0"
"18","AsyncCallback.java","0","52","0","4","0","16","0","33","0","12","0"
"18","AtomicFileOutputStream.java","0","104","0","104","0","104","0","2","0","2","1"
"18","AuthenticationProvider.java","0","74","0","11","0","12","0","19","0","2","0"
"18","AuthFastLeaderElection.java","0","875","0","29","0","122","0","60","0","32","1"
"18","BasicDataEncryptionManager.java","0","45","0","45","0","45","0","2","0","2","1"
"18","BinaryInputArchive.java","0","118","0","15","0","15","0","23","0","6","1"
"18","BinaryOutputArchive.java","0","132","0","14","0","16","0","25","0","6","0"
"18","ByteBufferInputStream.java","0","74","0","11","0","11","0","19","0","4","1"
"18","ByteBufferOutputStream.java","0","46","0","23","0","23","0","4","0","6","0"
"18","CGenerator.java","0","117","0","11","0","13","0","26","0","4","1"
"18","CliCommand.java","0","108","0","108","0","108","0","2","0","2","1"
"18","ClientCnxn.java","1","1242","60","21","98","56","2","153","2","146","1"
"18","ClientCnxnSocket.java","1","157","4","26","6","27","2","12","2","10","1"
"18","ClientCnxnSocketNIO.java","1","373","68","34","80","40","2","22","2","30","1"
"18","ClientWatchManager.java","0","36","0","9","0","10","0","8","0","8","0"
"18","CloseCommand.java","0","42","0","42","0","42","0","2","0","2","1"
"18","CommitProcessor.java","0","167","0","8","0","21","0","58","0","28","1"
"18","CommonNames.java","0","27","0","3","0","4","0","16","0","2","0"
"18","ConnectionBean.java","0","156","0","9","0","12","0","34","0","26","1"
"18","ConnectionMXBean.java","0","89","0","9","0","10","0","18","0","4","0"
"18","ConnectStringParser.java","0","79","0","79","0","79","0","2","0","2","0"
"18","CppGenerator.java","0","113","0","13","0","14","0","23","0","4","1"
"18","CreateCommand.java","0","73","0","73","0","73","0","2","0","2","1"
"18","CreateMode.java","0","81","0","41","0","42","0","4","0","2","1"
"18","Credentials.java","0","43","0","43","0","43","0","2","0","2","0"
"18","CSharpGenerator.java","0","48","0","48","0","48","0","2","0","2","0"
"18","CsvInputArchive.java","0","184","0","24","0","25","0","23","0","8","0"
"18","CsvOutputArchive.java","0","135","0","16","0","17","0","25","0","8","0"
"18","DatadirCleanupManager.java","0","173","0","86","0","91","0","4","0","6","1"
"18","DataEncryptionManager.java","0","36","0","36","0","36","0","2","0","2","0"
"18","DataNode.java","0","157","0","7","0","12","0","51","0","30","1"
"18","DataTree.java","0","1172","0","22","0","33","0","128","0","90","1"
"18","DataTreeBean.java","0","55","0","5","0","10","0","22","0","6","0"
"18","DataTreeMXBean.java","0","43","0","5","0","7","0","16","0","2","0"
"18","DeleteAllCommand.java","0","65","0","65","0","65","0","2","0","2","1"
"18","DeleteCommand.java","0","80","0","80","0","80","0","2","0","2","1"
"18","DelQuotaCommand.java","0","137","0","137","0","137","0","2","0","2","1"
"18","DigestAuthenticationProvider.java","0","126","0","10","0","26","0","33","0","12","0"
"18","DigestLoginModule.java","0","54","0","55","0","55","0","2","0","0","0"
"18","DistributedQueue.java","0","282","0","141","0","142","0","4","0","4","0"
"18","Election.java","0","25","0","2","0","3","0","24","0","8","0"
"18","Endpoint.java","0","65","0","65","0","65","0","2","0","2","0"
