"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"11","AbstractConfiguration.java","4","304","15","15","15","16","6","20","7","19","0"
"11","AbstractDNSToSwitchMapping.java","1","128","0","42","1","43","1","3","1","4","0"
"11","AbstractHierarchicalLedgerManager.java","1","192","192","192","192","192","1","1","2","2","0"
"11","AbstractZkLedgerManager.java","4","498","5","18","9","26","6","27","8","36","0"
"11","AlertStatsLogger.java","1","72","72","72","72","72","1","1","1","1","0"
"11","AsyncCallback.java","1","149","13","16","13","30","1","9","1","6","0"
"11","Auditor.java","4","613","20","28","28","40","5","21","5","25","0"
"11","AuditorElector.java","2","354","2","25","4","32","3","14","4","16","0"
"11","AuthCallbacks.java","1","26","26","26","26","26","1","1","1","1","0"
"11","AuthHandler.java","3","365","6","6","27","27","6","6","10","10","0"
"11","AuthProviderFactoryFactory.java","1","100","100","100","100","100","1","1","1","1","0"
"11","AuthToken.java","1","40","40","40","40","40","1","1","1","1","0"
"11","AutoRecoveryMain.java","0","285","0","18","0","21","0","15","0","12","0"
"11","BenchBookie.java","2","201","3","22","11","27","2","9","4","8","0"
"11","BenchReadThroughputLatency.java","1","247","0","41","5","44","1","6","2","7","0"
"11","BenchThroughputLatency.java","1","415","0","37","9","46","1","11","2","11","0"
"11","BKException.java","2","378","4","20","4","21","3","18","4","14","0"
"11","BKStats.java","0","224","0","112","0","112","0","2","0","1","0"
"11","Bookie.java","8","1458","11","14","34","33","13","96","15","108","0"
"11","BookieAuthProvider.java","1","81","81","81","81","81","1","1","1","1","0"
"11","BookieClient.java","4","438","25","13","33","22","4","30","4","34","0"
"11","BookieConnectionPeer.java","1","27","27","27","27","27","1","1","1","1","0"
"11","BookieCriticalThread.java","0","41","0","41","0","41","0","1","0","0","0"
"11","BookieException.java","0","142","0","17","0","22","0","8","0","7","0"
"11","BookieInfoReader.java","3","250","83","83","86","86","3","3","2","2","0"
"11","BookieLedgerIndexer.java","1","126","4","21","5","23","1","6","2","6","0"
"11","BookieNettyServer.java","3","361","28","24","58","38","5","13","7","14","0"
"11","BookieProtocol.java","3","342","-1","17","6","21","7","18","11","21","0"
"11","BookieProtoEncoding.java","2","427","8","34","31","51","6","10","8","14","0"
"11","BookieRequestHandler.java","1","74","-6","9","22","39","1","8","2","8","0"
"11","BookieRequestProcessor.java","5","258","13","23","19","45","6","11","5","9","0"
"11","BookieServer.java","5","384","2","7","11","16","6","53","8","55","0"
"11","BookieShell.java","7","2196","42","63","47","69","11","32","10","31","0"
"11","BookiesListener.java","0","25","0","25","0","25","0","1","0","2","0"
"11","BookieSocketAddress.java","2","99","0","30","1","31","2","3","3","3","0"
"11","BookieThread.java","0","50","0","25","0","30","0","2","0","1","0"
"11","BookieWatcher.java","4","387","3","13","8","20","5","23","5","23","0"
"11","BookKeeper.java","7","1147","23","24","37","43","9","46","9","49","0"
"11","BookKeeperAdmin.java","4","962","2","19","10","34","8","43","10","43","0"
"11","BookKeeperClientStats.java","2","46","4","11","4","11","2","4","1","2","0"
"11","BookKeeperConstants.java","1","50","2","12","2","12","1","4","1","4","0"
"11","BookkeeperInternalCallbacks.java","4","220","17","18","21","20","5","12","5","8","0"
"11","BookKeeperPrincipal.java","1","65","65","65","65","65","1","1","1","1","0"
"11","BookkeeperProtocol.java","5","10994","1208","1723","2138","2498","5","6","3","5","0"
"11","BookKeeperServerStats.java","4","110","6","15","20","23","4","7","2","3","0"
"11","BookKeeperTools.java","0","80","0","8","0","76","0","10","0","2","0"
"11","BoundExponentialBackoffRetryPolicy.java","0","37","0","37","0","37","0","1","0","0","0"
"11","BufferedChannel.java","0","184","0","20","0","31","0","9","0","5","0"
"11","BufferedChannelBase.java","0","50","0","50","0","50","0","1","0","0","0"
"11","BufferedReadChannel.java","0","93","0","93","0","93","0","1","0","0","0"
"11","CacheableFeatureProvider.java","1","77","77","77","77","77","1","1","1","1","0"
"11","CacheCallback.java","0","31","0","31","0","31","0","1","0","1","0"
"11","CachedDNSToSwitchMapping.java","1","137","-1","45","0","46","1","3","1","4","0"
"11","CachingStatsLogger.java","1","92","92","92","92","92","1","1","3","3","0"
"11","CachingStatsProvider.java","1","50","50","50","50","50","1","1","3","3","0"
"11","CheckpointSource.java","0","75","0","37","0","38","0","2","0","4","0"
"11","CheckpointSourceList.java","2","101","51","51","51","51","2","2","4","4","0"
"11","CleanupLedgerManager.java","0","205","0","68","0","69","0","3","0","5","0"
"11","ClientAuthProvider.java","1","85","85","85","85","85","1","1","1","1","0"
"11","ClientConfiguration.java","9","1009","20","26","23","28","13","40","17","44","0"
"11","ClientConnectionPeer.java","1","27","27","27","27","27","1","1","1","1","0"
"11","CodahaleMetricsProvider.java","2","134","0","22","1","23","2","6","1","6","0"
"11","CodahaleOpStatsLogger.java","0","70","0","23","0","25","0","3","0","3","0"
"11","CodahaleStatsLogger.java","1","99","9","49","9","49","1","2","3","4","0"
"11","CommonConfigurationKeys.java","0","28","0","28","0","28","0","1","0","2","0"
"11","CompactableLedgerStorage.java","0","55","0","0","0","0","0","0","0","0","0"
"11","ConcurrentLongHashMap.java","1","445","445","445","445","445","1","1","0","0","0"
"11","ConcurrentLongHashSet.java","1","379","379","379","379","379","1","1","0","0","0"
"11","ConcurrentLongLongHashMap.java","1","651","651","651","651","651","1","1","0","0","0"
"11","ConcurrentLongLongPairHashMap.java","1","495","495","495","495","495","1","1","0","0","0"
"11","ConcurrentOpenHashMap.java","1","444","444","444","444","444","1","1","0","0","0"
"11","ConcurrentOpenHashSet.java","1","375","375","375","375","375","1","1","0","0","0"
"11","Configurable.java","0","43","0","43","0","43","0","1","0","2","0"
"11","ConnectionPeer.java","1","57","57","57","57","57","1","1","1","1","0"
"11","Cookie.java","3","485","15","30","24","40","3","16","4","14","0"
"11","Counter.java","0","45","0","45","0","45","0","1","0","1","0"
