"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"1","AckRequestProcessor.java","2","41","7","7","8","8","17","17","0","0","NO"
"1","AsyncCallback.java","3","47","7","7","8","8","19","19","0","0","NO"
"1","AuthenticationProvider.java","2","73","12","12","13","13","17","17","0","0","NO"
"1","AuthFastLeaderElection.java","6","809","44","44","185","185","36","36","4","4","NO"
"1","BinaryInputArchive.java","2","119","18","18","18","18","19","19","0","0","NO"
"1","BinaryOutputArchive.java","3","135","17","17","18","18","21","21","0","0","NO"
"1","ByteBufferInputStream.java","2","65","11","11","12","12","17","17","0","0","NO"
"1","CGenerator.java","3","80","10","10","11","11","22","22","0","0","NO"
"1","ClientCnxn.java","6","928","39","39","94","94","65","65","18","18","YES"
"1","ClientWatchManager.java","2","36","11","11","13","13","6","6","4","4","NO"
"1","CommitProcessor.java","5","171","13","13","33","33","36","36","4","4","YES"
"1","CommonNames.java","2","27","3","3","4","4","14","14","0","0","NO"
"1","ConnectionBean.java","3","101","11","11","12","12","18","18","2","2","YES"
"1","ConnectionMXBean.java","2","62","8","8","9","9","14","14","0","0","NO"
"1","ConnectionObserver.java","2","35","5","5","6","6","14","14","0","0","NO"
"1","CppGenerator.java","2","75","11","11","12","12","19","19","0","0","NO"
"1","CreateMode.java","1","81","81","81","81","81","2","2","0","0","NO"
"1","CsvInputArchive.java","2","189","33","33","33","33","17","17","0","0","NO"
"1","CsvOutputArchive.java","4","136","19","19","19","19","21","21","2","2","NO"
"1","DataNode.java","4","113","10","10","12","12","31","31","6","6","YES"
"1","DataNodeV1.java","1","117","117","117","117","117","2","2","0","0","NO"
"1","DataTree.java","5","719","31","31","36","36","60","60","12","12","NO"
"1","DataTreeBean.java","2","80","8","8","10","10","18","18","2","2","NO"
"1","DataTreeMXBean.java","2","42","6","6","6","6","14","14","0","0","NO"
"1","DataTreeObserver.java","2","48","6","6","8","8","14","14","0","0","NO"
"1","DataTreeV1.java","1","524","524","524","524","524","2","2","0","0","NO"
"1","DigestAuthenticationProvider.java","3","115","14","14","35","35","23","23","0","0","NO"
"1","Election.java","4","24","2","2","3","3","20","20","2","2","NO"
"1","EventInfo.java","2","27","4","4","4","4","14","14","0","0","NO"
"1","FastLeaderElection.java","6","564","29","29","62","62","38","38","18","18","NO"
"1","FileSnap.java","3","144","28","28","31","31","10","10","16","16","YES"
"1","FileTxnLog.java","2","437","109","109","110","110","8","8","16","16","YES"
"1","FileTxnSnapLog.java","3","222","55","55","57","57","8","8","6","6","YES"
"1","FinalRequestProcessor.java","6","239","15","15","36","36","46","46","10","10","NO"
"1","Follower.java","6","341","21","21","82","82","46","46","8","8","NO"
"1","FollowerBean.java","2","26","3","3","4","4","14","14","0","0","NO"
"1","FollowerHandler.java","6","356","22","22","57","57","45","45","6","6","NO"
"1","FollowerMXBean.java","2","24","3","3","4","4","14","14","0","0","NO"
"1","FollowerRequestProcessor.java","5","97","8","8","9","9","34","34","4","4","NO"
"1","FollowerSessionTracker.java","3","77","10","10","12","12","21","21","0","0","NO"
"1","FollowerSyncRequest.java","2","31","16","16","16","16","4","4","4","4","NO"
"1","FollowerZooKeeperServer.java","6","160","9","9","13","13","47","47","8","8","YES"
"1","HostAuthenticationProvider.java","2","61","9","9","10","10","19","19","0","0","NO"
"1","Index.java","2","36","6","6","6","6","17","17","0","0","NO"
"1","InputArchive.java","2","41","7","7","7","7","17","17","0","0","NO"
"1","IPAuthenticationProvider.java","2","104","16","16","17","17","19","19","0","0","NO"
"1","JavaGenerator.java","2","56","8","8","9","9","19","19","0","0","NO"
"1","JBoolean.java","3","39","5","5","6","6","20","20","0","0","NO"
"1","JBuffer.java","2","97","17","17","17","17","17","17","0","0","NO"
"1","JByte.java","2","32","5","5","5","5","17","17","0","0","NO"
"1","JCompType.java","2","50","8","8","8","8","17","17","0","0","NO"
"1","JDouble.java","2","37","6","6","6","6","17","17","0","0","NO"
"1","JField.java","2","90","15","15","16","16","17","17","0","0","NO"
"1","JFile.java","2","68","10","10","11","11","19","19","0","0","NO"
"1","JFloat.java","2","36","6","6","6","6","17","17","0","0","NO"
"1","JInt.java","2","32","5","5","5","5","17","17","0","0","NO"
"1","JLong.java","2","36","6","6","6","6","17","17","0","0","NO"
"1","JMap.java","2","91","16","16","16","16","17","17","0","0","NO"
"1","JRecord.java","4","458","54","54","56","56","25","25","0","0","NO"
"1","JString.java","2","43","7","7","7","7","17","17","0","0","NO"
"1","JType.java","2","128","22","22","22","22","17","17","0","0","NO"
"1","JVector.java","3","96","15","15","15","15","19","19","0","0","NO"
"1","KeeperException.java","2","303","31","31","36","36","23","23","0","0","YES"
"1","Leader.java","6","570","39","39","47","47","42","42","10","10","NO"
"1","LeaderBean.java","2","27","3","3","4","4","14","14","0","0","NO"
"1","LeaderElection.java","5","175","15","15","37","37","35","35","6","6","NO"
"1","LeaderElectionBean.java","2","39","5","5","6","6","14","14","0","0","NO"
"1","LeaderElectionMXBean.java","2","31","4","4","5","5","14","14","0","0","NO"
"1","LeaderMXBean.java","2","24","3","3","4","4","14","14","0","0","NO"
"1","LeaderZooKeeperServer.java","5","80","7","7","9","9","32","32","4","4","YES"
"1","LocalPeerBean.java","3","48","6","6","7","7","16","16","2","2","NO"
"1","LocalPeerMXBean.java","2","31","4","4","5","5","14","14","0","0","NO"
"1","LogFormatter.java","3","65","9","9","10","10","21","21","2","2","NO"
"1","ManagedQuorumPeer.java","3","203","18","18","26","26","22","22","6","6","NO"
"1","ManagedQuorumPeerMain.java","2","119","29","29","37","37","8","8","6","6","NO"
"1","ManagedZooKeeperServer.java","3","113","11","11","16","16","20","20","4","4","NO"
"1","ManagedZooKeeperServerMain.java","2","72","23","23","26","26","6","6","4","4","NO"
"1","MBeanRegistry.java","3","158","19","19","20","20","16","16","0","0","YES"
"1","NIOServerCnxn.java","5","786","51","51","127","127","45","45","8","8","YES"
"1","ObservableComponent.java","2","31","4","4","5","5","14","14","0","0","NO"
"1","ObservableDataTree.java","3","104","13","13","14","14","16","16","2","2","NO"
"1","ObservableFollower.java","2","71","10","10","11","11","14","14","0","0","NO"
"1","ObservableFollowerZooKeeperServer.java","2","50","6","6","7","7","16","16","2","2","NO"
"1","ObservableLeader.java","2","74","10","10","11","11","14","14","0","0","NO"
"1","ObservableLeaderZooKeeperServer.java","2","50","6","6","7","7","16","16","2","2","NO"
"1","ObservableNIOServerCnxn.java","2","77","11","11","12","12","14","14","0","0","NO"
"1","ObservableQuorumPeer.java","3","104","9","9","13","13","22","22","6","6","NO"
"1","ObservableZooKeeperServer.java","3","51","5","5","7","7","20","20","4","4","NO"
"1","ObserverManager.java","2","86","12","12","13","13","14","14","0","0","NO"
"1","OutputArchive.java","3","44","7","7","7","7","19","19","0","0","NO"
"1","ParseException.java","2","189","33","33","33","33","17","17","0","0","NO"
"1","PrepRequestProcessor.java","6","414","22","22","54","54","54","54","12","12","YES"
"1","Profiler.java","3","36","3","3","10","10","22","22","0","0","NO"
"1","ProposalRequestProcessor.java","5","69","6","6","10","10","30","30","4","4","NO"
"1","ProviderRegistry.java","4","71","6","6","17","17","24","24","2","2","NO"
"1","PurgeTxnLog.java","3","85","9","9","29","29","25","25","2","2","YES"
"1","QuorumBean.java","2","40","5","5","6","6","14","14","0","0","NO"
"1","QuorumCnxManager.java","5","508","33","33","89","89","30","30","4","4","NO"
"1","QuorumMXBean.java","2","30","4","4","5","5","14","14","0","0","NO"
"1","QuorumPeer.java","6","531","25","25","104","104","59","59","14","14","YES"
"1","QuorumPeerConfig.java","4","207","12","12","46","46","34","34","4","4","NO"
"1","QuorumPeerMain.java","2","99","33","33","35","35","6","6","6","6","NO"
"1","QuorumPeerObserver.java","2","63","9","9","10","10","14","14","0","0","NO"
"1","QuorumStats.java","3","73","7","7","10","10","20","20","0","0","NO"
"1","Rcc.java","2","473","74","74","76","76","19","19","0","0","NO"
"1","RccConstants.java","2","80","14","14","14","14","17","17","0","0","NO"
"1","RccTokenManager.java","2","750","132","132","132","132","17","17","0","0","NO"
"1","Record.java","2","30","5","5","5","5","17","17","0","0","NO"
"1","RecordReader.java","2","89","15","15","15","15","17","17","0","0","NO"
"1","RecordWriter.java","2","106","18","18","18","18","17","17","0","0","NO"
"1","RemotePeerBean.java","2","41","5","5","7","7","14","14","0","0","NO"
"1","RemotePeerMXBean.java","2","30","4","4","5","5","14","14","0","0","NO"
"1","Request.java","6","178","14","14","16","16","34","34","6","6","NO"
"1","RequestProcessor.java","2","34","5","5","6","6","17","17","0","0","NO"
"1","SendAckRequestProcessor.java","3","49","5","5","7","7","26","26","0","0","NO"
"1","SerializeUtils.java","1","95","95","95","95","95","2","2","2","2","NO"
"1","ServerAdminClient.java","4","281","29","29","67","67","27","27","0","0","NO"
"1","ServerBean.java","2","35","5","5","6","6","14","14","0","0","NO"
"1","ServerCnxn.java","3","71","9","9","10","10","23","23","0","0","YES"
"1","ServerConfig.java","3","63","5","5","13","13","22","22","0","0","YES"
"1","ServerMXBean.java","2","30","4","4","5","5","14","14","0","0","NO"
"1","ServerObserver.java","2","35","5","5","6","6","14","14","0","0","NO"
"1","ServerStats.java","3","126","14","14","15","15","18","18","0","0","NO"
"1","SessionTracker.java","2","53","8","8","9","9","19","19","0","0","NO"
"1","SessionTrackerImpl.java","5","198","15","15","18","18","37","37","2","2","NO"
"1","SimpleCharStream.java","2","412","72","72","72","72","17","17","0","0","NO"
"1","SnapShot.java","2","54","27","27","28","28","4","4","4","4","NO"
"1","SyncRequestProcessor.java","5","119","13","13","50","50","35","35","6","6","YES"
"1","Token.java","2","90","15","15","16","16","17","17","0","0","NO"
"1","TokenMgrError.java","2","136","24","24","24","24","17","17","0","0","NO"
"1","TraceFormatter.java","3","108","16","16","18","18","19","19","2","2","NO"
"1","TxnLog.java","1","103","104","104","104","104","2","2","2","2","NO"
"1","UpgradeMain.java","1","163","163","163","163","163","2","2","0","0","NO"
"1","UpgradeSnapShot.java","1","30","30","30","30","30","2","2","0","0","NO"
"1","UpgradeSnapShotV1.java","1","291","291","291","291","291","2","2","0","0","NO"
"1","Util.java","3","275","91","91","101","101","6","6","8","8","YES"
"1","Utils.java","3","251","39","39","39","39","19","19","2","2","YES"
"1","VerGen.java","3","108","9","9","19","19","24","24","0","0","YES"
"1","Version.java","2","71","5","5","10","10","26","26","0","0","NO"
"1","Vote.java","4","63","5","5","8","8","22","22","6","6","NO"
"1","WatchedEvent.java","1","73","36","36","37","37","4","4","0","0","NO"
"1","Watcher.java","2","97","10","10","14","14","23","23","4","4","NO"
"1","WatchManager.java","3","102","9","9","11","11","29","29","0","0","NO"
"1","XmlInputArchive.java","2","226","39","39","40","40","17","17","0","0","NO"
"1","XmlOutputArchive.java","3","227","35","35","36","36","19","19","0","0","NO"
"1","ZKMBeanInfo.java","2","33","4","4","5","5","14","14","0","0","NO"
"1","ZooDefs.java","3","101","11","11","12","12","26","26","2","2","YES"
"1","ZooKeeper.java","6","927","36","36","94","94","73","73","24","24","YES"
"1","ZooKeeperMain.java","2","209","35","35","37","37","12","12","8","8","NO"
"1","ZooKeeperObserverManager.java","2","55","8","8","9","9","14","14","0","0","NO"
"1","ZooKeeperObserverNotifier.java","2","69","9","9","11","11","14","14","0","0","NO"
"1","ZooKeeperServer.java","6","549","28","28","159","159","62","62","12","12","YES"
"1","ZooKeeperServerBean.java","3","106","13","13","14","14","16","16","2","2","YES"
"1","ZooKeeperServerMain.java","2","72","36","36","38","38","4","4","4","4","YES"
"1","ZooKeeperServerMXBean.java","2","67","9","9","10","10","14","14","0","0","NO"
"1","ZooTrace.java","3","83","8","8","17","17","20","20","2","2","NO"
"2","AckRequestProcessor.java","0","41","0","7","0","8","0","17","0","0","NO"
"2","AsyncCallback.java","0","47","0","7","0","8","0","19","0","0","NO"
"2","AuthenticationProvider.java","0","73","0","12","0","13","0","17","0","0","NO"
"2","AuthFastLeaderElection.java","0","809","0","44","0","185","0","36","0","4","NO"
"2","BinaryInputArchive.java","0","119","0","18","0","18","0","19","0","0","NO"
"2","BinaryOutputArchive.java","0","135","0","17","0","18","0","21","0","0","NO"
"2","ByteBufferInputStream.java","0","65","0","11","0","12","0","17","0","0","NO"
"2","CGenerator.java","0","80","0","10","0","11","0","22","0","0","NO"
"2","ClientCnxn.java","1","941","13","39","89","94","2","67","6","24","NO"
"2","ClientWatchManager.java","0","36","0","11","0","13","0","6","0","4","NO"
"2","CommitProcessor.java","0","171","0","13","0","33","0","36","0","4","YES"
"2","CommonNames.java","0","27","0","3","0","4","0","14","0","0","NO"
"2","ConnectionBean.java","0","101","0","11","0","12","0","18","0","2","YES"
"2","ConnectionMXBean.java","0","62","0","8","0","9","0","14","0","0","NO"
"2","ConnectionObserver.java","0","35","0","5","0","6","0","14","0","0","NO"
"2","CppGenerator.java","0","75","0","11","0","12","0","19","0","0","NO"
"2","CreateMode.java","0","81","0","81","0","81","0","2","0","0","NO"
"2","CsvInputArchive.java","0","189","0","33","0","33","0","17","0","0","NO"
"2","CsvOutputArchive.java","0","136","0","19","0","19","0","21","0","2","NO"
"2","DataNode.java","1","113","0","9","1","11","2","33","4","10","NO"
"2","DataNodeV1.java","0","117","0","117","0","117","0","2","0","0","NO"
"2","DataTree.java","0","719","0","31","0","36","0","60","0","12","NO"
"2","DataTreeBean.java","0","80","0","8","0","10","0","18","0","2","NO"
"2","DataTreeMXBean.java","0","42","0","6","0","6","0","14","0","0","NO"
"2","DataTreeObserver.java","0","48","0","6","0","8","0","14","0","0","NO"
"2","DataTreeV1.java","0","524","0","524","0","524","0","2","0","0","NO"
"2","DigestAuthenticationProvider.java","0","115","0","14","0","35","0","23","0","0","NO"
"2","Election.java","0","24","0","2","0","3","0","20","0","2","NO"
"2","Environment.java","1","90","90","90","90","90","2","2","2","2","NO"
"2","EventInfo.java","0","27","0","4","0","4","0","14","0","0","NO"
"2","FastLeaderElection.java","0","564","0","29","0","62","0","38","0","18","NO"
"2","FileSnap.java","0","144","0","28","0","31","0","10","0","16","YES"
"2","FileTxnLog.java","0","437","0","109","0","110","0","8","0","16","YES"
"2","FileTxnSnapLog.java","0","222","0","55","0","57","0","8","0","6","YES"
"2","FinalRequestProcessor.java","0","239","0","15","0","36","0","46","0","10","NO"
"2","Follower.java","0","341","0","21","0","82","0","46","0","8","NO"
"2","FollowerBean.java","0","26","0","3","0","4","0","14","0","0","NO"
"2","FollowerHandler.java","0","356","0","22","0","57","0","45","0","6","NO"
"2","FollowerMXBean.java","0","24","0","3","0","4","0","14","0","0","NO"
