"PROJECT","#TRAIN_RELEASES","FEATURE_SELECTION","SAMPLING","COST_SENSITIVE","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"bookkeeper","mean","Best_First_Bidirectional","Under_Sampling","None","Naive Bayes","0.1821982776440103","0.3859065040650406","0.4348139750707145","0.7180916417225298","29.0","43.8","226.0","28.8"
"bookkeeper","mean","Best_First_Bidirectional","Under_Sampling","None","IBK","0.12991986886452964","0.27285692634064584","0.48499552651028904","0.6089824002190187","29.6","76.8","193.0","28.2"
"bookkeeper","mean","Best_First_Bidirectional","Under_Sampling","None","Random Forest","0.2195036917396223","0.3303780548101807","0.5593308520747545","0.6998111456564761","33.2","70.2","199.6","24.6"
