"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","20","Best_First_Bidirectional","Naive Bayes","0.3156584992343033","0.8181818181818182","0.3103448275862069","0.7163009404388715","36.0","8.0","201.0","80.0"
"zookeeper","20","Best_First_Bidirectional","IBK","0.253969756490049","0.6938775510204082","0.29310344827586204","0.7194769839960402","34.0","15.0","194.0","82.0"
"zookeeper","20","Best_First_Bidirectional","Random Forest","0.1924414889840737","0.6122448979591837","0.25862068965517243","0.6905419897706649","30.0","19.0","190.0","86.0"
"zookeeper","20","Best_First_Bidirectional+Under_Sampling","Naive Bayes","0.32441901202849477","0.7454545454545455","0.35344827586206895","0.7161565748226365","41.0","14.0","195.0","75.0"
"zookeeper","20","Best_First_Bidirectional+Under_Sampling","IBK","0.27979854504756585","0.6133333333333333","0.39655172413793105","0.6841280316779409","46.0","29.0","180.0","70.0"
"zookeeper","20","Best_First_Bidirectional+Under_Sampling","Random Forest","0.3088170137350466","0.625","0.43103448275862066","0.7024212176208546","50.0","30.0","179.0","66.0"
"zookeeper","20","Best_First_Bidirectional+Over_Sampling","Naive Bayes","0.3214712988810435","0.7547169811320755","0.3448275862068966","0.7132898861573997","40.0","13.0","196.0","76.0"
"zookeeper","20","Best_First_Bidirectional+Over_Sampling","IBK","0.21473644701963446","0.6226415094339622","0.28448275862068967","0.6995339052961558","33.0","20.0","189.0","83.0"
"zookeeper","20","Best_First_Bidirectional+Over_Sampling","Random Forest","0.18550146192045291","0.5689655172413793","0.28448275862068967","0.6732181158224715","33.0","25.0","184.0","83.0"
"zookeeper","20","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.32416820702402954","0.7166666666666667","0.3706896551724138","0.6446749711268768","43.0","17.0","192.0","73.0"
"zookeeper","20","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.23664565940326954","0.631578947368421","0.3103448275862069","0.6049331793433427","36.0","21.0","188.0","80.0"
"zookeeper","20","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.3515670463047636","0.5892857142857143","0.5689655172413793","0.6744349117307376","66.0","46.0","163.0","50.0"
"zookeeper","20","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.32416820702402954","0.7166666666666667","0.3706896551724138","0.7163009404388715","43.0","17.0","192.0","73.0"
"zookeeper","20","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","IBK","0.23664565940326954","0.631578947368421","0.3103448275862069","0.7194769839960402","36.0","21.0","188.0","80.0"
"zookeeper","20","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.3314805899601734","0.627906976744186","0.46551724137931033","0.7062365946213496","54.0","32.0","177.0","62.0"
"zookeeper","20","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.2819934420129765","0.6842105263157895","0.33620689655172414","0.6250412473189243","39.0","18.0","191.0","77.0"
"zookeeper","20","Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.1912978767935629","0.5789473684210527","0.28448275862068967","0.584825111367761","33.0","24.0","185.0","83.0"
"zookeeper","20","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.3264180936475038","0.5503875968992248","0.6120689655172413","0.6672785018973767","71.0","58.0","151.0","45.0"
"zookeeper","20","Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.2819934420129765","0.6842105263157895","0.33620689655172414","0.6965022273552219","39.0","18.0","191.0","77.0"
"zookeeper","20","Sensitive_Learning_CFP_1_CFN_10","IBK","0.1912978767935629","0.5789473684210527","0.28448275862068967","0.6903770004949679","33.0","24.0","185.0","83.0"
"zookeeper","20","Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.30873807696524497","0.611764705882353","0.4482758620689655","0.709804487708299","52.0","33.0","176.0","64.0"
"zookeeper","20","Over_Sampling","Naive Bayes","0.2849117550676468","0.7037037037037037","0.3275862068965517","0.7018437551559149","38.0","16.0","193.0","78.0"
"zookeeper","20","Over_Sampling","IBK","0.19591313112801256","0.5625","0.3103448275862069","0.6718157069790464","36.0","28.0","181.0","80.0"
"zookeeper","20","Over_Sampling","Random Forest","0.31794333683105963","0.6818181818181818","0.3879310344827586","0.7013075400098994","45.0","21.0","188.0","71.0"
"zookeeper","20","Under_Sampling","Naive Bayes","0.28178484107579477","0.7115384615384616","0.31896551724137934","0.7005650882692624","37.0","15.0","194.0","79.0"
"zookeeper","20","Under_Sampling","IBK","0.2862064510572327","0.574468085106383","0.46551724137931033","0.6853035802672827","54.0","40.0","169.0","62.0"
"zookeeper","20","Under_Sampling","Random Forest","0.35731235718052384","0.6547619047619048","0.47413793103448276","0.736079029863059","55.0","29.0","180.0","61.0"
"zookeeper","20","None","Naive Bayes","0.2847338902430365","0.7346938775510204","0.3103448275862069","0.6965022273552219","36.0","13.0","196.0","80.0"
"zookeeper","20","None","IBK","0.19362389401245275","0.5925925925925926","0.27586206896551724","0.69039762415443","32.0","22.0","187.0","84.0"
"zookeeper","20","None","Random Forest","0.2665036674816627","0.6923076923076923","0.3103448275862069","0.7043598416102953","36.0","16.0","193.0","80.0"
