"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","19","Under_Sampling","Naive Bayes","0.3678184110970997","0.8363636363636363","0.38333333333333336","0.7477564102564103","46.0","9.0","173.0","74.0"
"zookeeper","19","Under_Sampling","IBK","0.2732267003743497","0.6329113924050633","0.4166666666666667","0.7275641025641025","50.0","29.0","153.0","70.0"
"zookeeper","19","Under_Sampling","Random Forest","0.35938947676403177","0.7142857142857143","0.4583333333333333","0.7432234432234432","55.0","22.0","160.0","65.0"
