"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","8","Best_First_Bidirectional","Naive Bayes","0.2705583974551863","0.7105263157894737","0.3103448275862069","0.7184286146400484","27.0","11.0","141.0","60.0"
"zookeeper","8","Best_First_Bidirectional","IBK","0.13812479033881242","0.5106382978723404","0.27586206896551724","0.5974364791288567","24.0","23.0","129.0","63.0"
"zookeeper","8","Best_First_Bidirectional","Random Forest","0.0639542920333595","0.5714285714285714","0.09195402298850575","0.6771400483968542","8.0","6.0","146.0","79.0"
"zookeeper","8","Best_First_Bidirectional+Under_Sampling","Naive Bayes","0.27047651348143115","0.6744186046511628","0.3333333333333333","0.7086358136721113","29.0","14.0","138.0","58.0"
"zookeeper","8","Best_First_Bidirectional+Under_Sampling","IBK","0.10317249744153428","0.43023255813953487","0.42528735632183906","0.5434815486993345","37.0","49.0","103.0","50.0"
"zookeeper","8","Best_First_Bidirectional+Under_Sampling","Random Forest","0.15634791575774404","0.4852941176470588","0.3793103448275862","0.6525635208711433","33.0","35.0","117.0","54.0"
"zookeeper","8","Best_First_Bidirectional+Over_Sampling","Naive Bayes","0.27047651348143115","0.6744186046511628","0.3333333333333333","0.7104885057471264","29.0","14.0","138.0","58.0"
"zookeeper","8","Best_First_Bidirectional+Over_Sampling","IBK","0.13517447905835367","0.5","0.28735632183908044","0.5837870538415003","25.0","25.0","127.0","62.0"
"zookeeper","8","Best_First_Bidirectional+Over_Sampling","Random Forest","0.11183491452804617","0.53125","0.19540229885057472","0.6474213551119177","17.0","15.0","137.0","70.0"
"zookeeper","8","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.3641795931731675","0.6964285714285714","0.4482758620689655","0.6682168784029038","39.0","17.0","135.0","48.0"
"zookeeper","8","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.11529343259992497","0.48","0.27586206896551724","0.5524047186932849","24.0","26.0","126.0","63.0"
"zookeeper","8","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.28434977068566875","0.5465116279069767","0.5402298850574713","0.6418254688445251","47.0","39.0","113.0","40.0"
"zookeeper","8","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.3641795931731675","0.6964285714285714","0.4482758620689655","0.7184286146400484","39.0","17.0","135.0","48.0"
"zookeeper","8","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","IBK","0.11529343259992497","0.48","0.27586206896551724","0.5974364791288567","24.0","26.0","126.0","63.0"
"zookeeper","8","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.2509643201542913","0.5714285714285714","0.41379310344827586","0.694078947368421","36.0","27.0","125.0","51.0"
"zookeeper","8","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.2786209242018449","0.6904761904761905","0.3333333333333333","0.6239035087719298","29.0","13.0","139.0","58.0"
"zookeeper","8","Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.14601266850739014","0.4915254237288136","0.3333333333333333","0.5679824561403509","29.0","30.0","122.0","58.0"
"zookeeper","8","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.2730827721051488","0.5142857142857142","0.6206896551724138","0.64258166969147","54.0","51.0","101.0","33.0"
"zookeeper","8","Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.2786209242018449","0.6904761904761905","0.3333333333333333","0.7058000604960678","29.0","13.0","139.0","58.0"
"zookeeper","8","Sensitive_Learning_CFP_1_CFN_10","IBK","0.14601266850739014","0.4915254237288136","0.3333333333333333","0.5915759225650332","29.0","30.0","122.0","58.0"
"zookeeper","8","Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.2881472430120666","0.5542168674698795","0.5287356321839081","0.6789171203871749","46.0","37.0","115.0","41.0"
"zookeeper","8","Over_Sampling","Naive Bayes","0.20446980504041834","0.6388888888888888","0.26436781609195403","0.6962341197822142","23.0","13.0","139.0","64.0"
"zookeeper","8","Over_Sampling","IBK","0.17294304441639868","0.5172413793103449","0.3448275862068966","0.5604582577132486","30.0","28.0","124.0","57.0"
"zookeeper","8","Over_Sampling","Random Forest","0.18941834831270132","0.5813953488372093","0.28735632183908044","0.665192075015124","25.0","18.0","134.0","62.0"
"zookeeper","8","Under_Sampling","Naive Bayes","0.21184540298113708","0.7","0.2413793103448276","0.7089382940108893","21.0","9.0","143.0","66.0"
"zookeeper","8","Under_Sampling","IBK","0.22233281016728565","0.5121951219512195","0.4827586206896552","0.5927858439201452","42.0","40.0","112.0","45.0"
"zookeeper","8","Under_Sampling","Random Forest","0.19287742727761156","0.49382716049382713","0.45977011494252873","0.6645114942528736","40.0","41.0","111.0","47.0"
"zookeeper","8","None","Naive Bayes","0.22012523150189595","0.7241379310344828","0.2413793103448276","0.7058000604960678","21.0","8.0","144.0","66.0"
"zookeeper","8","None","IBK","0.1685425449187575","0.5178571428571429","0.3333333333333333","0.5915759225650332","29.0","27.0","125.0","58.0"
"zookeeper","8","None","Random Forest","0.21331167443252258","0.625","0.28735632183908044","0.6715819721718088","25.0","15.0","137.0","62.0"
