"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","18","Best_First_Bidirectional","Naive Bayes","0.22942016566695234","0.9259259259259259","0.21367521367521367","0.676923076923077","25.0","2.0","168.0","92.0"
"zookeeper","18","Best_First_Bidirectional","IBK","0.05319587628865974","0.8571428571428571","0.05128205128205128","0.6976872800402212","6.0","1.0","169.0","111.0"
"zookeeper","18","Best_First_Bidirectional","Random Forest","0.07299741602067181","0.8888888888888888","0.06837606837606838","0.6252136752136752","8.0","1.0","169.0","109.0"
"zookeeper","18","Best_First_Bidirectional+Under_Sampling","Naive Bayes","0.2596172927002128","0.90625","0.24786324786324787","0.6973604826546003","29.0","3.0","167.0","88.0"
"zookeeper","18","Best_First_Bidirectional+Under_Sampling","IBK","0.08486238532110102","0.5365853658536586","0.18803418803418803","0.6342383107088989","22.0","19.0","151.0","95.0"
"zookeeper","18","Best_First_Bidirectional+Under_Sampling","Random Forest","0.14485812146695987","0.6136363636363636","0.23076923076923078","0.6783810960281549","27.0","17.0","153.0","90.0"
"zookeeper","18","Best_First_Bidirectional+Over_Sampling","Naive Bayes","0.261835448404511","0.8823529411764706","0.2564102564102564","0.673001508295626","30.0","4.0","166.0","87.0"
"zookeeper","18","Best_First_Bidirectional+Over_Sampling","IBK","0.02546689303904924","0.5454545454545454","0.05128205128205128","0.693614881850176","6.0","5.0","165.0","111.0"
"zookeeper","18","Best_First_Bidirectional+Over_Sampling","Random Forest","0.03536460616688588","0.5833333333333334","0.05982905982905983","0.584439416792358","7.0","5.0","165.0","110.0"
"zookeeper","18","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.2844897616179724","0.85","0.2905982905982906","0.6276520864756159","34.0","6.0","164.0","83.0"
"zookeeper","18","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.01858833844804925","0.5","0.05128205128205128","0.5079939668174962","6.0","6.0","164.0","111.0"
"zookeeper","18","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.16636291149333654","0.7586206896551724","0.18803418803418803","0.5734288587229763","22.0","7.0","163.0","95.0"
"zookeeper","18","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.2844897616179724","0.85","0.2905982905982906","0.676923076923077","34.0","6.0","164.0","83.0"
"zookeeper","18","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","IBK","0.01858833844804925","0.5","0.05128205128205128","0.6976872800402212","6.0","6.0","164.0","111.0"
"zookeeper","18","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.1065375302663438","0.7142857142857143","0.1282051282051282","0.6871292106586224","15.0","6.0","164.0","102.0"
"zookeeper","18","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.27805884514287327","0.9117647058823529","0.26495726495726496","0.6236551030668678","31.0","3.0","167.0","86.0"
"zookeeper","18","Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.046231214892803664","0.75","0.05128205128205128","0.5197586726998492","6.0","2.0","168.0","111.0"
"zookeeper","18","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.22239968057496523","0.8928571428571429","0.21367521367521367","0.5980140774258421","25.0","3.0","167.0","92.0"
"zookeeper","18","Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.27805884514287327","0.9117647058823529","0.26495726495726496","0.6907491201608849","31.0","3.0","167.0","86.0"
"zookeeper","18","Sensitive_Learning_CFP_1_CFN_10","IBK","0.046231214892803664","0.75","0.05128205128205128","0.718552036199095","6.0","2.0","168.0","111.0"
"zookeeper","18","Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.12466959072820744","0.875","0.11965811965811966","0.691553544494721","14.0","2.0","168.0","103.0"
"zookeeper","18","Over_Sampling","Naive Bayes","0.2596172927002128","0.90625","0.24786324786324787","0.6881598793363499","29.0","3.0","167.0","88.0"
"zookeeper","18","Over_Sampling","IBK","0.046231214892803664","0.75","0.05128205128205128","0.7270487682252388","6.0","2.0","168.0","111.0"
"zookeeper","18","Over_Sampling","Random Forest","0.06602363012694581","0.8","0.06837606837606838","0.6077928607340372","8.0","2.0","168.0","109.0"
"zookeeper","18","Under_Sampling","Naive Bayes","0.26665152461529734","0.9354838709677419","0.24786324786324787","0.6874560080442433","29.0","2.0","168.0","88.0"
"zookeeper","18","Under_Sampling","IBK","0.22017423457239693","0.75","0.2564102564102564","0.6386877828054298","30.0","10.0","160.0","87.0"
"zookeeper","18","Under_Sampling","Random Forest","0.22476083286437806","0.7837837837837838","0.24786324786324787","0.662569130216189","29.0","8.0","162.0","88.0"
"zookeeper","18","None","Naive Bayes","0.2082303580665554","0.9565217391304348","0.18803418803418803","0.6907491201608849","22.0","1.0","169.0","95.0"
"zookeeper","18","None","IBK","0.05319587628865974","0.8571428571428571","0.05128205128205128","0.718552036199095","6.0","1.0","169.0","111.0"
"zookeeper","18","None","Random Forest","0.06311207834602824","0.875","0.05982905982905983","0.6460281548516843","7.0","1.0","169.0","110.0"
