"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","7","Best_First_Bidirectional","Naive Bayes","0.36139783609003867","0.7551020408163265","0.4111111111111111","0.7345804988662131","37.0","12.0","135.0","53.0"
"zookeeper","7","Best_First_Bidirectional","IBK","0.22681673599217025","0.5892857142857143","0.36666666666666664","0.6376795162509449","33.0","23.0","124.0","57.0"
"zookeeper","7","Best_First_Bidirectional","Random Forest","0.2275034038866195","0.6078431372549019","0.34444444444444444","0.7031368102796675","31.0","20.0","127.0","59.0"
"zookeeper","7","Best_First_Bidirectional+Under_Sampling","Naive Bayes","0.395334710241769","0.7288135593220338","0.4777777777777778","0.7515495086923658","43.0","16.0","131.0","47.0"
"zookeeper","7","Best_First_Bidirectional+Under_Sampling","IBK","0.31319661168078466","0.5612244897959183","0.6111111111111112","0.635071806500378","55.0","43.0","104.0","35.0"
"zookeeper","7","Best_First_Bidirectional+Under_Sampling","Random Forest","0.23300970873786409","0.5217391304347826","0.5333333333333333","0.7040438397581255","48.0","44.0","103.0","42.0"
"zookeeper","7","Best_First_Bidirectional+Over_Sampling","Naive Bayes","0.33774753978860417","0.6779661016949152","0.4444444444444444","0.7264550264550265","40.0","19.0","128.0","50.0"
"zookeeper","7","Best_First_Bidirectional+Over_Sampling","IBK","0.2213513834461465","0.5507246376811594","0.4222222222222222","0.6224489795918368","38.0","31.0","116.0","52.0"
"zookeeper","7","Best_First_Bidirectional+Over_Sampling","Random Forest","0.18770923003347673","0.5303030303030303","0.3888888888888889","0.6841269841269841","35.0","31.0","116.0","55.0"
"zookeeper","7","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.3849964614295824","0.6666666666666666","0.5333333333333333","0.6850340136054421","48.0","24.0","123.0","42.0"
"zookeeper","7","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.2147878787878788","0.5666666666666667","0.37777777777777777","0.600453514739229","34.0","26.0","121.0","56.0"
"zookeeper","7","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.3329725048711843","0.5535714285714286","0.6888888888888889","0.6743764172335601","62.0","50.0","97.0","28.0"
"zookeeper","7","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.3849964614295824","0.6666666666666666","0.5333333333333333","0.7345804988662131","48.0","24.0","123.0","42.0"
"zookeeper","7","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","IBK","0.2147878787878788","0.5666666666666667","0.37777777777777777","0.6376795162509449","34.0","26.0","121.0","56.0"
"zookeeper","7","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.3073291366906476","0.5638297872340425","0.5888888888888889","0.7128117913832199","53.0","41.0","106.0","37.0"
"zookeeper","7","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.327306660445585","0.6103896103896104","0.5222222222222223","0.6590702947845805","47.0","30.0","117.0","43.0"
"zookeeper","7","Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.17657878602084623","0.5454545454545454","0.3333333333333333","0.5816326530612245","30.0","25.0","122.0","60.0"
"zookeeper","7","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.31436837029893916","0.5384615384615384","0.7","0.6663265306122449","63.0","54.0","93.0","27.0"
"zookeeper","7","Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.327306660445585","0.6103896103896104","0.5222222222222223","0.706386999244142","47.0","30.0","117.0","43.0"
"zookeeper","7","Sensitive_Learning_CFP_1_CFN_10","IBK","0.17657878602084623","0.5454545454545454","0.3333333333333333","0.6387755102040816","30.0","25.0","122.0","60.0"
"zookeeper","7","Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.291283641599291","0.5445544554455446","0.6111111111111112","0.7088057445200302","55.0","46.0","101.0","35.0"
"zookeeper","7","Over_Sampling","Naive Bayes","0.30735509011203127","0.6551724137931034","0.4222222222222222","0.7157974300831443","38.0","20.0","127.0","52.0"
"zookeeper","7","Over_Sampling","IBK","0.2070383359535613","0.5573770491803278","0.37777777777777777","0.6170445956160242","34.0","27.0","120.0","56.0"
"zookeeper","7","Over_Sampling","Random Forest","0.25887661797886236","0.5797101449275363","0.4444444444444444","0.7059334845049131","40.0","29.0","118.0","50.0"
"zookeeper","7","Under_Sampling","Naive Bayes","0.2710605152786099","0.6","0.43333333333333335","0.6871504157218443","39.0","26.0","121.0","51.0"
"zookeeper","7","Under_Sampling","IBK","0.19764920689261678","0.5057471264367817","0.4888888888888889","0.6108465608465609","44.0","43.0","104.0","46.0"
"zookeeper","7","Under_Sampling","Random Forest","0.24677509814918686","0.5263157894736842","0.5555555555555556","0.689795918367347","50.0","45.0","102.0","40.0"
"zookeeper","7","None","Naive Bayes","0.28346837586165186","0.6229508196721312","0.4222222222222222","0.7062358276643991","38.0","23.0","124.0","52.0"
"zookeeper","7","None","IBK","0.18838965218467613","0.5686274509803921","0.32222222222222224","0.6387755102040816","29.0","22.0","125.0","61.0"
"zookeeper","7","None","Random Forest","0.2688748173404774","0.6206896551724138","0.4","0.7026077097505669","36.0","22.0","125.0","54.0"
