"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","5","Best_First_Bidirectional","Naive Bayes","0.3038260456273765","0.8529411764705882","0.3372093023255814","0.7687401219236848","29.0","5.0","98.0","57.0"
"zookeeper","5","Best_First_Bidirectional","IBK","0.1849544801149977","0.7692307692307693","0.23255813953488372","0.6527432829081057","20.0","6.0","97.0","66.0"
"zookeeper","5","Best_First_Bidirectional","Random Forest","0.19381195554220473","0.8260869565217391","0.22093023255813954","0.7274779860013547","19.0","4.0","99.0","67.0"
"zookeeper","5","Best_First_Bidirectional+Under_Sampling","Naive Bayes","0.32527652601392865","0.7551020408163265","0.43023255813953487","0.7293971551140213","37.0","12.0","91.0","49.0"
"zookeeper","5","Best_First_Bidirectional+Under_Sampling","IBK","0.1935186253027333","0.59375","0.4418604651162791","0.6448408218559494","38.0","26.0","77.0","48.0"
"zookeeper","5","Best_First_Bidirectional+Under_Sampling","Random Forest","0.31895850284784383","0.7142857142857143","0.46511627906976744","0.7230187401219237","40.0","16.0","87.0","46.0"
"zookeeper","5","Best_First_Bidirectional+Over_Sampling","Naive Bayes","0.33301964474767676","0.7954545454545454","0.4069767441860465","0.7640550914427636","35.0","9.0","94.0","51.0"
"zookeeper","5","Best_First_Bidirectional+Over_Sampling","IBK","0.19872215919269112","0.7586206896551724","0.2558139534883721","0.6732332354933394","22.0","7.0","96.0","64.0"
"zookeeper","5","Best_First_Bidirectional+Over_Sampling","Random Forest","0.1882605583392985","0.7333333333333333","0.2558139534883721","0.6997629261684353","22.0","8.0","95.0","64.0"
"zookeeper","5","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.3578207381370827","0.7916666666666666","0.4418604651162791","0.6723865432377512","38.0","10.0","93.0","48.0"
"zookeeper","5","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.1849544801149977","0.7692307692307693","0.23255813953488372","0.5871528561752088","20.0","6.0","97.0","66.0"
"zookeeper","5","Best_First_Bidirectional+Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.3576242871133129","0.7076923076923077","0.5348837209302325","0.6752088507563784","46.0","19.0","84.0","40.0"
"zookeeper","5","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.3578207381370827","0.7916666666666666","0.4418604651162791","0.7687401219236848","38.0","10.0","93.0","48.0"
"zookeeper","5","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","IBK","0.1849544801149977","0.7692307692307693","0.23255813953488372","0.6527432829081057","20.0","6.0","97.0","66.0"
"zookeeper","5","Best_First_Bidirectional+Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.3225806451612902","0.7777777777777778","0.4069767441860465","0.751975615263039","35.0","10.0","93.0","51.0"
"zookeeper","5","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Naive Bayes","0.30662721893491124","0.8157894736842105","0.36046511627906974","0.646251975615263","31.0","7.0","96.0","55.0"
"zookeeper","5","Sensitive_Classifier_Threshold_CFP_1_CFN_10","IBK","0.16908269961977193","0.6764705882352942","0.26744186046511625","0.580322871980131","23.0","11.0","92.0","63.0"
"zookeeper","5","Sensitive_Classifier_Threshold_CFP_1_CFN_10","Random Forest","0.38182131175761747","0.7101449275362319","0.5697674418604651","0.6877963422894559","49.0","20.0","83.0","37.0"
"zookeeper","5","Sensitive_Learning_CFP_1_CFN_10","Naive Bayes","0.30662721893491124","0.8157894736842105","0.36046511627906974","0.7338564009934523","31.0","7.0","96.0","55.0"
"zookeeper","5","Sensitive_Learning_CFP_1_CFN_10","IBK","0.16908269961977193","0.6764705882352942","0.26744186046511625","0.6446714834048318","23.0","11.0","92.0","63.0"
"zookeeper","5","Sensitive_Learning_CFP_1_CFN_10","Random Forest","0.33567662565905104","0.7708333333333334","0.43023255813953487","0.7534996613230978","37.0","11.0","92.0","49.0"
"zookeeper","5","Over_Sampling","Naive Bayes","0.3052294557097119","0.8333333333333334","0.3488372093023256","0.7400090313840596","30.0","6.0","97.0","56.0"
"zookeeper","5","Over_Sampling","IBK","0.21873154600212602","0.7","0.32558139534883723","0.6455746218107925","28.0","12.0","91.0","58.0"
"zookeeper","5","Over_Sampling","Random Forest","0.19872215919269112","0.7586206896551724","0.2558139534883721","0.7083991871754346","22.0","7.0","96.0","64.0"
"zookeeper","5","Under_Sampling","Naive Bayes","0.2543933054393306","0.8571428571428571","0.27906976744186046","0.7302438473696093","24.0","4.0","99.0","62.0"
"zookeeper","5","Under_Sampling","IBK","0.2719484850227102","0.6417910447761194","0.5","0.6119891623391285","43.0","24.0","79.0","43.0"
"zookeeper","5","Under_Sampling","Random Forest","0.3499197431781702","0.6857142857142857","0.5581395348837209","0.7351546624520208","48.0","22.0","81.0","38.0"
"zookeeper","5","None","Naive Bayes","0.278453829634932","0.8666666666666667","0.3023255813953488","0.7338564009934523","26.0","4.0","99.0","60.0"
"zookeeper","5","None","IBK","0.16908269961977193","0.6764705882352942","0.26744186046511625","0.6446714834048318","23.0","11.0","92.0","63.0"
"zookeeper","5","None","Random Forest","0.18162136155881645","0.8181818181818182","0.20930232558139536","0.725333032287198","18.0","4.0","99.0","68.0"
