@relation dataset-9-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
9,1,96,0,19,1,29,1,5,1,2,0
9,1,57,0,15,1,16,1,14,1,12,0
9,0,128,0,64,0,64,0,2,0,3,0
9,1,560,-2,186,1,187,1,3,1,1,0
9,1,141,0,70,1,71,1,2,1,1,0
9,1,329,-11,82,1,91,1,4,1,6,0
9,1,719,-6,35,1,44,1,20,1,16,0
9,0,283,0,35,0,41,0,8,0,6,0
9,1,459,26,22,26,31,1,21,1,28,0
9,0,344,0,115,0,118,0,3,0,3,0
9,0,68,0,23,0,25,0,3,0,0,0
9,0,33,0,33,0,33,0,1,0,2,0
9,0,136,0,17,0,32,0,8,0,5,0
9,1,504,3,31,5,44,1,16,1,20,0
9,0,348,0,31,0,39,0,11,0,12,0
9,1,276,9,18,16,21,1,15,1,12,0
9,0,61,0,20,0,25,0,3,0,0,0
9,1,194,3,27,4,31,1,7,1,4,0
9,1,130,3,18,3,20,1,7,1,6,0
9,1,134,0,15,1,17,1,9,1,6,0
9,0,172,0,34,0,36,0,5,0,2,0
9,0,42,0,21,0,21,0,2,0,0,0
9,0,247,0,49,0,52,0,5,0,5,0
9,0,415,0,41,0,50,0,10,0,9,0
9,0,166,0,166,0,166,0,1,0,0,0
9,0,46,0,46,0,46,0,1,0,0,0
9,1,356,9,23,9,24,3,15,3,10,0
9,0,25,0,25,0,25,0,1,0,0,0
9,0,81,0,27,0,28,0,3,0,2,0
9,0,224,0,112,0,112,0,2,0,1,0
9,1,1242,8,15,17,33,1,83,1,93,0
9,0,46,0,23,0,24,0,2,0,1,0
9,1,97,1,9,2,14,2,10,2,6,0
9,2,309,-5,11,3,20,3,26,2,30,0
9,0,41,0,41,0,41,0,1,0,0,0
9,0,142,0,17,0,22,0,8,0,7,0
9,0,122,0,24,0,26,0,5,0,4,0
9,0,28,0,14,0,15,0,2,0,1,0
9,0,180,0,22,0,26,0,8,0,7,0
9,0,312,0,28,0,30,0,11,0,10,0
9,0,297,0,74,0,83,0,4,0,6,0
9,0,81,0,11,0,42,0,7,0,6,0
9,0,174,0,34,0,76,0,5,0,4,0
9,0,366,0,7,0,17,0,47,0,47,0
9,0,74,0,14,0,17,0,5,0,6,0
9,0,48,0,24,0,26,0,2,0,3,0
9,2,1569,16,74,24,81,2,21,3,21,0
9,0,25,0,25,0,25,0,1,0,2,0
9,0,90,0,90,0,90,0,1,0,0,0
9,0,50,0,25,0,30,0,2,0,1,0
9,1,302,9,16,14,24,1,18,0,18,0
9,2,912,23,24,40,44,4,37,4,40,0
9,1,822,2,23,9,40,1,35,1,33,0
9,0,85,0,14,0,19,0,6,0,4,0
9,0,39,0,19,0,19,0,2,0,1,0
9,0,47,0,16,0,16,0,3,0,3,0
9,0,134,0,19,0,20,0,7,0,3,0
9,1,1137,0,60,1,84,1,19,1,20,0
9,0,4297,0,4297,0,4297,0,1,0,2,0
9,0,84,0,28,0,28,0,3,0,1,0
9,0,80,0,8,0,76,0,10,0,2,0
9,0,37,0,37,0,37,0,1,0,0,0
9,0,184,0,20,0,31,0,9,0,5,0
9,0,50,0,50,0,50,0,1,0,0,0
9,0,93,0,93,0,93,0,1,0,0,0
9,0,592,0,592,0,592,0,1,0,0,0
9,0,35,0,17,0,21,0,2,0,0,0
9,0,31,0,31,0,31,0,1,0,1,0
9,0,138,0,69,0,69,0,2,0,3,0
9,0,67,0,33,0,34,0,2,0,0,0
9,1,91,0,15,1,17,1,6,1,3,0
9,0,43,0,21,0,23,0,2,0,0,0
9,0,165,0,41,0,46,0,4,0,1,0
9,0,25,0,25,0,25,0,1,0,2,0
9,0,27,0,13,0,14,0,2,0,0,0
9,0,81,0,27,0,27,0,3,0,4,0
9,0,119,0,40,0,41,0,3,0,0,0
9,0,75,0,37,0,38,0,2,0,4,0
9,1,165,0,55,1,55,1,3,1,3,0
9,1,205,0,68,3,69,1,3,1,5,0
9,0,38,0,38,0,38,0,1,0,0,0
9,0,65,0,16,0,20,0,4,0,0,0
9,1,154,21,28,21,31,3,27,3,27,0
9,0,22,0,22,0,22,0,1,0,0,0
9,0,95,0,95,0,95,0,1,0,0,0
9,1,71,-6,35,1,38,1,2,1,1,0
9,0,133,0,33,0,34,0,4,0,5,0
9,0,70,0,23,0,25,0,3,0,3,0
9,0,90,0,90,0,90,0,1,0,1,0
9,0,28,0,28,0,28,0,1,0,2,0
9,0,45,0,45,0,45,0,1,0,0,0
9,0,43,0,43,0,43,0,1,0,2,0
9,0,429,0,429,0,429,0,1,0,0,0
9,0,70,0,70,0,70,0,1,0,0,0
9,0,65,0,22,0,22,0,3,0,0,0
9,0,440,0,33,0,44,0,13,0,10,0
9,0,45,0,45,0,45,0,1,0,1,0
