@relation dataset-16-training
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
1,2,41,7,7,8,8,17,17,0,0,0
1,3,47,7,7,8,8,19,19,0,0,1
1,2,73,12,12,13,13,17,17,0,0,0
1,6,809,44,44,185,185,36,36,4,4,1
1,2,119,18,18,18,18,19,19,0,0,0
1,3,135,17,17,18,18,21,21,0,0,0
1,2,65,11,11,12,12,17,17,0,0,0
1,3,80,10,10,11,11,22,22,0,0,0
1,6,928,39,39,94,94,65,65,18,18,1
1,2,36,11,11,13,13,6,6,4,4,1
1,5,171,13,13,33,33,36,36,4,4,1
1,2,27,3,3,4,4,14,14,0,0,0
1,3,101,11,11,12,12,18,18,2,2,1
1,2,62,8,8,9,9,14,14,0,0,1
1,2,35,5,5,6,6,14,14,0,0,0
1,2,75,11,11,12,12,19,19,0,0,0
1,1,81,81,81,81,81,2,2,0,0,0
1,2,189,33,33,33,33,17,17,0,0,0
1,4,136,19,19,19,19,21,21,2,2,0
1,4,113,10,10,12,12,31,31,6,6,1
1,1,117,117,117,117,117,2,2,0,0,0
1,5,719,31,31,36,36,60,60,12,12,1
1,2,80,8,8,10,10,18,18,2,2,0
1,2,42,6,6,6,6,14,14,0,0,0
1,2,48,6,6,8,8,14,14,0,0,0
1,1,524,524,524,524,524,2,2,0,0,0
1,3,115,14,14,35,35,23,23,0,0,0
1,4,24,2,2,3,3,20,20,2,2,1
1,2,27,4,4,4,4,14,14,0,0,0
1,6,564,29,29,62,62,38,38,18,18,1
1,3,144,28,28,31,31,10,10,16,16,1
1,2,437,109,109,110,110,8,8,16,16,1
1,3,222,55,55,57,57,8,8,6,6,1
1,6,239,15,15,36,36,46,46,10,10,1
1,6,341,21,21,82,82,46,46,8,8,1
1,2,26,3,3,4,4,14,14,0,0,0
1,6,356,22,22,57,57,45,45,6,6,0
1,2,24,3,3,4,4,14,14,0,0,0
1,5,97,8,8,9,9,34,34,4,4,0
1,3,77,10,10,12,12,21,21,0,0,0
1,2,31,16,16,16,16,4,4,4,4,0
1,6,160,9,9,13,13,47,47,8,8,1
1,2,61,9,9,10,10,19,19,0,0,0
1,2,36,6,6,6,6,17,17,0,0,0
1,2,41,7,7,7,7,17,17,0,0,0
1,2,104,16,16,17,17,19,19,0,0,0
1,2,56,8,8,9,9,19,19,0,0,0
1,3,39,5,5,6,6,20,20,0,0,0
1,2,97,17,17,17,17,17,17,0,0,0
1,2,32,5,5,5,5,17,17,0,0,0
1,2,50,8,8,8,8,17,17,0,0,0
