@relation dataset-4-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
0,41,0,7,0,8,0,17,0,0,0
0,34,0,34,0,34,0,2,0,2,0
0,47,0,7,0,8,0,19,0,0,1
0,74,0,11,0,12,0,19,0,2,0
0,803,0,42,0,175,0,38,0,6,1
0,119,0,18,0,18,0,19,0,0,1
0,135,0,17,0,18,0,21,0,0,0
0,117,0,117,0,117,0,2,0,2,1
0,309,0,309,0,309,0,2,0,2,0
0,308,0,308,0,308,0,2,0,2,1
0,225,0,225,0,225,0,2,0,2,1
0,63,0,63,0,63,0,2,0,2,1
0,162,0,162,0,162,0,2,0,2,0
0,631,0,631,0,631,0,2,0,2,1
0,65,0,11,0,12,0,17,0,0,0
0,80,0,10,0,11,0,22,0,0,1
0,309,0,152,0,154,0,4,0,4,1
0,101,0,101,0,101,0,2,0,2,0
0,963,0,34,0,82,0,77,0,40,1
0,36,0,11,0,13,0,6,0,4,1
1,170,2,11,3,28,2,42,2,12,1
0,27,0,3,0,4,0,16,0,2,0
0,109,0,9,0,12,0,22,0,8,1
0,62,0,7,0,8,0,16,0,2,1
0,75,0,11,0,12,0,19,0,0,1
0,81,0,81,0,81,0,2,0,0,1
0,189,0,33,0,33,0,17,0,0,0
0,136,0,19,0,19,0,21,0,2,0
0,118,0,8,0,12,0,37,0,14,1
0,117,0,117,0,117,0,2,0,0,0
0,963,0,34,0,39,0,70,0,24,1
0,63,0,6,0,11,0,20,0,4,0
0,43,0,5,0,7,0,16,0,2,0
0,525,0,175,0,179,0,6,0,4,0
0,116,0,13,0,33,0,25,0,2,1
0,24,0,2,0,3,0,20,0,2,1
0,90,0,90,0,90,0,2,0,2,0
0,27,0,27,0,27,0,2,0,2,0
0,589,0,25,0,56,0,46,0,24,1
0,114,0,114,0,114,0,2,0,0,0
0,168,0,24,0,26,0,14,0,24,1
1,449,9,74,18,77,2,12,2,22,1
1,250,1,31,2,32,2,16,2,18,1
1,244,3,13,4,32,2,54,2,18,1
1,368,5,20,18,79,2,52,2,14,1
0,45,0,2,0,6,0,16,0,2,0
1,369,3,20,14,51,2,51,2,12,1
0,37,0,1,0,5,0,16,0,2,0
0,96,0,7,0,8,0,38,0,8,1
0,77,0,10,0,12,0,21,0,0,1
0,31,0,16,0,16,0,4,0,4,0
0,221,0,10,0,13,0,55,0,18,0
0,63,0,8,0,10,0,21,0,2,0
0,36,0,6,0,6,0,17,0,0,0
0,41,0,7,0,7,0,17,0,0,0
0,106,0,14,0,16,0,21,0,2,1
0,56,0,8,0,9,0,19,0,0,0
0,39,0,5,0,6,0,20,0,0,0
0,97,0,17,0,17,0,17,0,0,0
0,32,0,5,0,5,0,17,0,0,0
0,50,0,8,0,8,0,17,0,0,0
0,37,0,6,0,6,0,17,0,0,0
0,90,0,15,0,16,0,17,0,0,0
0,68,0,10,0,11,0,19,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,32,0,5,0,5,0,17,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,91,0,16,0,16,0,17,0,0,0
0,458,0,54,0,56,0,25,0,0,1
0,43,0,7,0,7,0,17,0,0,0
