@relation dataset-12-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {YES,NO}
@data
1,49,1,6,3,7,2,23,2,6,NO
0,30,0,30,0,30,0,2,0,2,NO
0,33,0,33,0,33,0,2,0,2,NO
1,52,-114,4,0,16,2,33,0,12,NO
0,74,0,11,0,12,0,19,0,2,NO
4,875,-1,29,3,122,8,60,12,32,YES
0,45,0,45,0,45,0,2,0,2,YES
0,118,0,15,0,15,0,23,0,6,YES
1,132,0,14,5,16,2,25,4,6,NO
1,74,9,11,9,11,2,19,4,4,NO
2,46,23,23,23,23,4,4,6,6,NO
0,117,0,11,0,13,0,26,0,4,YES
4,1177,24,21,32,58,16,143,24,130,YES
3,153,3,30,6,32,6,10,8,8,YES
5,306,2,30,9,36,16,20,28,28,YES
1,36,1,9,3,10,2,8,4,8,NO
3,167,-2,8,4,21,8,58,6,28,YES
0,27,0,3,0,4,0,16,0,2,NO
1,156,1,9,3,12,2,34,2,26,YES
0,89,0,9,0,10,0,18,0,4,NO
0,79,0,79,0,79,0,2,0,2,NO
0,113,0,13,0,14,0,23,0,4,YES
1,81,1,41,3,42,2,4,2,2,YES
0,43,0,43,0,43,0,2,0,2,NO
0,48,0,48,0,48,0,2,0,2,NO
1,184,-4,24,0,25,2,23,4,8,NO
1,135,0,16,4,17,2,25,4,8,NO
1,173,86,86,91,91,4,4,6,6,YES
0,36,0,36,0,36,0,2,0,2,NO
2,157,1,7,4,12,6,51,10,30,YES
6,1151,5,23,19,35,26,118,40,82,YES
0,55,0,5,0,10,0,22,0,6,NO
0,43,0,5,0,7,0,16,0,2,NO
1,126,1,10,3,26,2,33,2,12,NO
1,54,55,55,55,55,2,2,0,0,NO
1,282,1,141,3,142,2,4,2,4,NO
1,25,0,2,1,3,2,24,2,8,NO
0,65,0,65,0,65,0,2,0,2,NO
2,90,0,22,1,23,4,8,6,10,NO
0,40,0,40,0,40,0,2,0,2,NO
4,801,7,18,31,49,12,88,14,90,YES
0,114,0,114,0,114,0,2,0,0,NO
1,54,0,27,1,27,2,4,2,4,NO
1,225,1,20,4,25,2,22,2,36,YES
4,594,6,24,8,36,14,48,22,76,YES
4,309,7,14,17,18,12,44,16,52,YES
0,20,0,20,0,20,0,2,0,2,NO
1,68,0,34,1,34,2,4,2,4,NO
1,118,0,59,1,59,2,4,2,4,NO
4,380,6,10,12,23,12,94,12,62,YES
5,151,0,6,3,49,10,88,14,62,YES
0,45,0,2,0,6,0,16,0,2,NO
0,37,0,1,0,5,0,16,0,2,NO
3,102,1,5,2,6,6,52,10,26,YES
2,144,-1,6,5,11,6,73,4,36,NO
1,63,0,31,1,32,2,4,2,4,NO
1,77,1,38,4,40,2,4,2,4,NO
0,63,0,63,0,63,0,2,0,2,NO
0,46,0,46,0,46,0,2,0,2,NO
0,46,0,46,0,46,0,2,0,2,NO
0,55,0,55,0,55,0,2,0,2,YES
0,79,0,79,0,79,0,2,0,2,NO
0,35,0,5,0,5,0,19,0,2,NO
0,39,0,6,0,6,0,19,0,2,NO
0,106,0,13,0,15,0,23,0,4,YES
0,52,0,7,0,8,0,21,0,2,NO
0,65,0,65,0,65,0,2,0,2,NO
0,45,0,5,0,5,0,24,0,4,NO
1,96,0,11,1,12,2,25,2,8,NO
0,31,0,4,0,4,0,21,0,4,NO
0,60,0,8,0,8,0,21,0,4,NO
0,36,0,5,0,5,0,21,0,4,NO
0,126,0,16,0,16,0,21,0,4,NO
0,76,0,9,0,10,0,23,0,4,NO
0,36,0,5,0,5,0,21,0,4,NO
0,31,0,4,0,4,0,21,0,4,NO
1,76,0,38,1,38,2,4,2,4,NO
0,35,0,5,0,5,0,21,0,4,NO
0,135,0,15,0,16,0,23,0,6,NO
2,685,-1,46,5,58,4,39,2,14,YES
0,201,0,100,0,104,0,4,0,4,NO
0,77,0,77,0,77,0,2,0,2,NO
0,42,0,6,0,6,0,21,0,4,NO
0,184,0,23,0,24,0,21,0,4,NO
0,138,0,14,0,15,0,25,0,6,NO
2,630,17,35,17,50,4,39,2,22,YES
0,78,0,78,0,78,0,2,0,2,NO
1,377,377,377,377,377,2,2,0,0,YES
6,746,8,21,19,32,20,94,30,78,YES
0,48,0,4,0,6,0,20,0,6,NO
4,264,3,10,9,27,10,65,16,52,NO
1,34,34,34,34,34,2,2,2,2,NO
0,38,0,4,0,6,0,16,0,2,NO
0,28,0,3,0,4,0,16,0,2,NO
1,415,415,415,415,415,2,2,2,2,NO
0,33,0,4,0,5,0,16,0,2,NO
1,76,76,76,76,76,2,2,2,2,NO
1,156,-2,6,5,8,4,62,2,40,YES
4,433,7,33,14,38,12,26,16,36,YES
5,550,9,6,21,16,16,38,28,56,YES
1,87,4,2,4,4,2,6,2,4,YES
0,31,0,0,0,3,0,2,0,2,NO
1,127,-1,25,2,30,2,10,0,10,YES
0,63,0,63,0,63,0,2,0,2,NO
0,72,0,11,0,12,0,22,0,8,YES
0,70,0,11,0,12,0,18,0,4,YES
1,35,0,17,1,18,2,4,2,4,NO
1,36,0,18,1,18,2,4,2,4,NO
1,343,1,114,4,115,2,6,2,6,NO
0,42,0,42,0,42,0,2,0,2,NO
3,94,-1,8,1,10,6,31,8,18,YES
1,33,-2,16,2,18,2,4,2,4,NO
2,351,116,116,167,167,6,6,8,8,YES
1,24,0,12,1,12,2,4,2,4,NO
1,60,0,30,1,30,2,4,2,4,NO
1,86,1,43,4,44,2,4,2,4,NO
0,30,0,30,0,30,0,2,0,2,NO
