@relation dataset-15-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
15,0,49,0,6,0,7,0,23,0,6,0
15,0,30,0,30,0,30,0,2,0,2,0
15,0,33,0,33,0,33,0,2,0,2,0
15,0,52,0,4,0,16,0,33,0,12,0
15,0,74,0,11,0,12,0,19,0,2,0
15,0,875,0,29,0,122,0,60,0,32,1
15,0,45,0,45,0,45,0,2,0,2,1
15,0,118,0,15,0,15,0,23,0,6,1
15,0,132,0,14,0,16,0,25,0,6,0
15,0,74,0,11,0,11,0,19,0,4,1
15,0,46,0,23,0,23,0,4,0,6,0
15,0,117,0,11,0,13,0,26,0,4,1
15,1,1171,-6,21,9,57,2,145,4,134,1
15,0,153,0,30,0,32,0,10,0,8,1
15,0,306,0,30,0,36,0,20,0,28,1
15,0,36,0,9,0,10,0,8,0,8,0
15,0,167,0,8,0,21,0,58,0,28,1
15,0,27,0,3,0,4,0,16,0,2,0
15,0,156,0,9,0,12,0,34,0,26,1
15,0,89,0,9,0,10,0,18,0,4,0
15,0,79,0,79,0,79,0,2,0,2,0
15,0,113,0,13,0,14,0,23,0,4,1
15,0,81,0,41,0,42,0,4,0,2,1
15,0,43,0,43,0,43,0,2,0,2,0
15,0,48,0,48,0,48,0,2,0,2,0
15,0,184,0,24,0,25,0,23,0,8,0
15,0,135,0,16,0,17,0,25,0,8,0
15,0,173,0,86,0,91,0,4,0,6,1
15,0,36,0,36,0,36,0,2,0,2,0
15,0,157,0,7,0,12,0,51,0,30,1
15,1,1180,0,22,3,33,2,126,2,90,1
15,0,55,0,5,0,10,0,22,0,6,0
15,0,43,0,5,0,7,0,16,0,2,0
15,0,126,0,10,0,26,0,33,0,12,0
15,0,54,0,55,0,55,0,2,0,0,0
15,0,282,0,141,0,142,0,4,0,4,0
15,0,25,0,2,0,3,0,24,0,8,0
15,0,65,0,65,0,65,0,2,0,2,0
15,0,90,0,22,0,23,0,8,0,10,0
15,0,40,0,40,0,40,0,2,0,2,0
15,1,804,3,17,30,48,2,90,0,90,1
15,0,114,0,114,0,114,0,2,0,0,0
15,0,54,0,27,0,27,0,4,0,4,0
15,0,225,0,20,0,25,0,22,0,36,1
15,1,595,1,23,6,35,2,50,0,76,1
15,1,293,0,11,7,17,2,50,0,58,1
15,0,20,0,20,0,20,0,2,0,2,0
15,0,68,0,34,0,34,0,4,0,4,0
15,0,118,0,59,0,59,0,4,0,4,0
15,1,372,-8,10,5,23,2,96,4,66,1
15,0,151,0,6,0,49,0,88,0,62,1
15,0,45,0,2,0,6,0,16,0,2,0
15,0,37,0,1,0,5,0,16,0,2,0
15,0,102,0,5,0,6,0,52,0,26,1
15,0,144,0,6,0,11,0,73,0,36,0
15,0,72,0,72,0,72,0,2,0,4,1
15,0,63,0,31,0,32,0,4,0,4,0
15,0,77,0,38,0,40,0,4,0,4,0
15,0,63,0,63,0,63,0,2,0,2,0
15,0,46,0,46,0,46,0,2,0,2,0
15,0,46,0,46,0,46,0,2,0,2,0
15,0,55,0,55,0,55,0,2,0,2,1
15,0,79,0,79,0,79,0,2,0,2,0
15,0,80,0,80,0,80,0,2,0,4,0
15,0,35,0,5,0,5,0,19,0,2,0
15,0,39,0,6,0,6,0,19,0,2,0
15,0,106,0,13,0,15,0,23,0,4,1
15,0,52,0,7,0,8,0,21,0,2,0
15,0,65,0,65,0,65,0,2,0,2,0
15,0,45,0,5,0,5,0,24,0,4,0
15,0,96,0,11,0,12,0,25,0,8,0
15,0,31,0,4,0,4,0,21,0,4,0
15,0,60,0,8,0,8,0,21,0,4,0
15,0,36,0,5,0,5,0,21,0,4,0
15,0,126,0,16,0,16,0,21,0,4,0
15,0,76,0,9,0,10,0,23,0,4,0
15,0,36,0,5,0,5,0,21,0,4,0
15,0,31,0,4,0,4,0,21,0,4,0
15,0,76,0,38,0,38,0,4,0,4,0
15,0,35,0,5,0,5,0,21,0,4,0
15,0,135,0,15,0,16,0,23,0,6,0
15,0,685,0,46,0,58,0,39,0,14,1
15,0,201,0,100,0,104,0,4,0,4,0
15,0,77,0,77,0,77,0,2,0,2,0
15,0,42,0,6,0,6,0,21,0,4,0
15,0,184,0,23,0,24,0,21,0,4,0
15,0,138,0,14,0,15,0,25,0,6,0
15,1,632,3,33,3,48,2,41,4,26,1
15,0,78,0,78,0,78,0,2,0,2,0
15,1,377,0,188,1,189,2,4,2,2,1
15,4,743,-1,18,14,29,10,108,6,88,1
15,0,48,0,4,0,6,0,20,0,6,0
15,0,264,0,10,0,27,0,65,0,52,0
15,0,34,0,34,0,34,0,2,0,2,0
15,0,38,0,4,0,6,0,16,0,2,0
15,0,28,0,3,0,4,0,16,0,2,0
15,0,415,0,415,0,415,0,2,0,2,0
15,0,33,0,4,0,5,0,16,0,2,0
15,0,76,0,76,0,76,0,2,0,2,0
15,1,160,4,6,5,8,2,64,4,44,1
15,1,434,1,31,4,35,2,28,4,40,1
15,1,560,10,6,19,16,2,40,0,56,1
15,0,87,0,2,0,4,0,6,0,4,1
15,0,31,0,0,0,3,0,2,0,2,0
15,1,130,3,21,4,25,2,12,4,14,1
15,0,63,0,63,0,63,0,2,0,2,0
15,0,72,0,11,0,12,0,22,0,8,1
15,0,70,0,11,0,12,0,18,0,4,1
15,0,35,0,17,0,18,0,4,0,4,0
15,0,36,0,18,0,18,0,4,0,4,0
15,0,343,0,114,0,115,0,6,0,6,1
15,0,42,0,42,0,42,0,2,0,2,0
15,0,94,0,8,0,10,0,31,0,18,1
15,0,33,0,16,0,18,0,4,0,4,0
15,1,353,3,88,5,126,2,8,4,12,1
15,0,24,0,12,0,12,0,4,0,4,0
15,0,60,0,30,0,30,0,4,0,4,0
15,0,86,0,43,0,44,0,4,0,4,0
15,0,30,0,30,0,30,0,2,0,2,0
15,0,64,0,21,0,22,0,6,0,8,1
15,0,194,0,16,0,19,0,24,0,12,1
15,0,93,0,46,0,47,0,4,0,4,0
15,0,198,0,99,0,100,0,4,0,4,0
15,0,149,0,74,0,75,0,4,0,4,0
15,0,144,0,71,0,72,0,4,0,4,0
15,1,767,1,85,1,86,2,18,0,14,1
15,1,373,-1,46,0,48,2,16,0,4,1
15,1,1042,1,19,2,67,2,143,0,140,1
15,1,291,-3,41,3,45,2,14,0,4,1
15,0,34,0,34,0,34,0,2,0,2,0
15,0,169,0,169,0,169,0,2,0,2,0
15,0,128,0,64,0,67,0,4,0,6,1
15,0,168,0,168,0,168,0,2,0,2,0
15,0,34,0,34,0,34,0,2,0,2,0
15,0,28,0,28,0,28,0,2,0,2,0
15,0,25,0,26,0,26,0,2,0,2,0
15,0,78,0,39,0,40,0,4,0,4,1
15,0,121,0,15,0,19,0,16,0,22,1
15,0,41,0,41,0,41,0,2,0,2,1
15,0,34,0,34,0,34,0,2,0,2,0
15,0,115,0,23,0,24,0,10,0,14,1
15,0,104,0,20,0,23,0,10,0,10,1
15,0,275,0,137,0,138,0,4,0,4,1
15,1,167,0,83,8,87,2,4,4,4,0
15,0,30,0,30,0,30,0,2,0,2,0
15,0,43,0,5,0,6,0,23,0,6,0
15,0,108,0,36,0,48,0,6,0,4,0
15,0,256,0,51,0,52,0,10,0,12,1
15,0,93,0,31,0,48,0,6,0,2,1
15,1,646,1,12,4,29,2,136,2,106,1
15,0,80,0,4,0,7,0,52,0,26,1
15,0,174,0,87,0,88,0,4,0,4,0
15,0,70,0,5,0,15,0,28,0,8,1
15,0,117,0,9,0,25,0,33,0,14,1
15,0,40,0,5,0,6,0,16,0,2,0
15,0,796,0,16,0,46,0,96,0,94,1
15,0,244,0,48,0,53,0,10,0,18,1
15,0,52,0,17,0,17,0,6,0,8,0
15,0,31,0,3,0,4,0,16,0,2,0
15,1,1015,4,17,17,55,2,145,0,124,1
