@relation dataset-9-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {YES,NO}
@data
0,48,0,6,0,7,0,21,0,4,NO
1,52,12,12,12,17,2,29,2,10,NO
0,74,0,11,0,12,0,19,0,2,NO
0,872,0,34,0,142,0,50,0,18,YES
0,45,0,45,0,45,0,2,0,2,YES
0,118,0,15,0,15,0,23,0,6,YES
0,132,0,15,0,17,0,23,0,2,NO
0,205,0,51,0,60,0,8,0,8,YES
1,483,4,53,8,66,2,18,2,22,YES
0,161,0,26,0,93,0,12,0,14,NO
0,73,0,73,0,73,0,2,0,2,NO
0,68,0,23,0,29,0,6,0,6,NO
0,188,0,31,0,40,0,12,0,12,YES
0,184,0,184,0,184,0,2,0,2,NO
1,361,44,40,52,136,2,18,2,18,NO
0,52,0,52,0,52,0,2,0,2,NO
1,152,10,76,10,76,2,4,2,4,NO
0,65,0,11,0,12,0,17,0,0,YES
0,117,0,11,0,13,0,26,0,4,YES
0,1188,0,28,0,63,0,111,0,86,YES
0,36,0,11,0,13,0,6,0,4,YES
0,171,0,10,0,26,0,46,0,18,YES
0,27,0,3,0,4,0,16,0,2,NO
0,156,0,10,0,13,0,30,0,22,YES
0,89,0,9,0,10,0,18,0,4,NO
0,113,0,13,0,14,0,23,0,4,YES
0,45,0,45,0,45,0,2,0,2,NO
0,81,0,81,0,81,0,2,0,0,YES
1,48,48,48,48,48,2,2,2,2,NO
0,188,0,26,0,27,0,21,0,4,NO
0,135,0,17,0,18,0,23,0,4,NO
0,36,0,36,0,36,0,2,0,2,NO
0,153,0,8,0,13,0,45,0,20,YES
0,117,0,117,0,117,0,2,0,0,NO
0,1067,0,28,0,40,0,90,0,40,YES
0,63,0,6,0,11,0,20,0,4,NO
0,43,0,5,0,7,0,16,0,2,NO
0,525,0,131,0,135,0,8,0,6,NO
0,125,0,12,0,29,0,29,0,8,NO
0,146,0,146,0,146,0,2,0,2,NO
0,281,0,281,0,281,0,2,0,2,NO
0,55,0,55,0,55,0,2,0,2,NO
0,25,0,2,0,3,0,22,0,6,NO
1,439,201,219,214,226,2,4,2,4,NO
0,90,0,45,0,45,0,4,0,4,NO
1,754,0,20,3,47,2,72,6,72,YES
0,114,0,114,0,114,0,2,0,0,NO
1,112,10,56,10,56,2,4,2,4,NO
0,225,0,22,0,27,0,20,0,34,YES
0,544,0,36,0,53,0,30,0,46,YES
0,267,0,17,0,20,0,30,0,32,YES
0,343,0,11,0,25,0,80,0,48,YES
0,153,0,8,0,60,0,72,0,42,YES
0,45,0,2,0,6,0,16,0,2,NO
0,37,0,1,0,5,0,16,0,2,NO
0,99,0,6,0,7,0,44,0,14,YES
0,146,0,6,0,12,0,65,0,30,NO
0,35,0,5,0,5,0,19,0,2,NO
0,39,0,6,0,6,0,19,0,2,NO
0,106,0,14,0,16,0,21,0,2,YES
0,52,0,7,0,8,0,21,0,2,NO
0,65,0,65,0,65,0,2,0,2,NO
1,45,8,5,9,5,2,24,2,4,NO
1,96,0,12,1,13,2,23,2,6,NO
1,31,0,4,1,4,2,21,2,4,NO
1,60,12,8,14,8,2,21,2,4,NO
1,36,0,5,1,5,2,21,2,4,NO
1,126,38,16,38,16,2,21,2,4,NO
1,76,4,9,4,10,2,23,2,4,NO
1,36,0,5,1,5,2,21,2,4,NO
1,31,0,4,1,4,2,21,2,4,NO
0,76,0,76,0,76,0,2,0,2,NO
1,35,0,5,1,5,2,21,2,4,NO
1,135,42,15,45,16,2,23,2,6,NO
1,686,102,52,103,64,4,35,6,12,YES
1,42,0,6,1,6,2,21,2,4,NO
1,184,57,23,60,24,2,21,2,4,NO
1,138,43,14,45,15,2,25,2,6,NO
0,596,0,37,0,54,0,35,0,20,YES
0,78,0,78,0,78,0,2,0,2,NO
0,647,0,26,0,37,0,68,0,38,YES
0,48,0,4,0,6,0,20,0,6,NO
1,247,0,12,2,31,2,53,6,36,NO
0,38,0,4,0,6,0,16,0,2,NO
0,28,0,3,0,4,0,16,0,2,NO
0,33,0,4,0,5,0,16,0,2,NO
0,159,0,6,0,9,0,56,0,36,YES
1,338,0,112,1,114,2,6,4,10,YES
0,456,0,4,0,9,0,16,0,20,YES
0,83,0,1,0,4,0,4,0,2,YES
0,31,0,0,0,3,0,2,0,2,NO
0,128,0,43,0,49,0,6,0,8,YES
1,483,74,241,74,241,2,4,2,4,NO
0,147,0,147,0,147,0,2,0,2,YES
1,72,72,72,72,72,2,2,2,2,NO
0,120,0,30,0,47,0,8,0,10,NO
0,71,0,23,0,33,0,6,0,6,NO
0,136,0,136,0,136,0,2,0,2,NO
0,404,0,45,0,133,0,18,0,22,YES
0,156,0,52,0,60,0,6,0,8,NO
0,162,0,162,0,162,0,2,0,2,NO
0,123,0,123,0,123,0,2,0,2,YES
0,133,0,44,0,54,0,6,0,6,NO
0,151,0,151,0,151,0,2,0,2,YES
0,188,0,31,0,35,0,12,0,18,YES
0,77,0,12,0,13,0,20,0,6,YES
0,70,0,11,0,12,0,18,0,4,YES
0,35,0,35,0,35,0,2,0,2,NO
0,97,0,10,0,12,0,25,0,10,YES
0,35,0,35,0,35,0,2,0,2,NO
0,61,0,61,0,61,0,2,0,2,NO
0,49,0,24,0,28,0,4,0,4,NO
0,65,0,32,0,33,0,4,0,4,YES
0,133,0,133,0,133,0,2,0,2,NO
0,35,0,35,0,35,0,2,0,2,NO
0,175,0,17,0,20,0,20,0,6,YES
0,124,0,62,0,62,0,4,0,4,NO
1,1636,135,33,333,77,2,119,4,118,YES
0,466,0,116,0,126,0,8,0,10,YES
0,34,0,34,0,34,0,2,0,2,NO
0,169,0,169,0,169,0,2,0,2,NO
0,132,0,132,0,132,0,2,0,2,YES
0,168,0,168,0,168,0,2,0,2,NO
0,34,0,34,0,34,0,2,0,2,NO
0,132,0,44,0,45,0,6,0,10,YES
0,41,0,41,0,41,0,2,0,2,YES
0,34,0,34,0,34,0,2,0,2,NO
0,111,0,111,0,111,0,2,0,2,YES
0,105,0,35,0,36,0,6,0,8,YES
0,89,0,89,0,89,0,2,0,2,NO
0,43,0,6,0,6,0,21,0,2,NO
0,108,0,108,0,108,0,2,0,2,NO
0,189,0,33,0,33,0,17,0,0,NO
0,255,0,63,0,64,0,8,0,10,YES
0,93,0,93,0,93,0,2,0,0,YES
0,124,0,124,0,124,0,2,0,2,YES
0,131,0,131,0,131,0,2,0,2,YES
0,513,0,513,0,513,0,2,0,2,YES
0,461,0,13,0,32,0,100,0,72,YES
0,36,0,3,0,9,0,24,0,2,NO
0,74,0,4,0,8,0,44,0,16,YES
0,173,0,173,0,173,0,2,0,2,NO
0,69,0,5,0,16,0,26,0,6,YES
0,119,0,11,0,31,0,27,0,6,YES
0,40,0,5,0,6,0,16,0,2,NO
0,602,0,16,0,48,0,74,0,68,YES
0,245,0,81,0,87,0,6,0,12,YES
0,52,0,26,0,26,0,4,0,6,NO
0,31,0,3,0,4,0,16,0,2,NO
1,862,9,19,14,63,2,113,6,84,YES
0,310,0,9,0,36,0,64,0,46,YES
1,135,0,9,1,15,2,30,6,42,YES
0,62,0,5,0,9,0,24,0,4,NO
0,30,0,15,0,15,0,4,0,6,NO
1,56,0,28,1,28,2,4,6,8,YES
0,62,0,62,0,62,0,2,0,2,NO
0,473,0,74,0,76,0,19,0,0,NO
0,80,0,14,0,14,0,17,0,0,NO
0,750,0,132,0,132,0,17,0,0,NO
0,29,0,4,0,4,0,19,0,2,NO
0,84,0,13,0,14,0,19,0,2,NO
0,102,0,16,0,16,0,19,0,2,NO
