@relation dataset-3-training
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {YES,NO}
@data
1,56,56,56,56,56,1,1,0,0,NO
1,133,66,66,66,66,2,2,0,0,NO
2,35,11,11,13,13,3,3,0,0,YES
2,87,21,21,24,24,4,4,0,0,NO
2,53,26,26,27,27,2,2,0,0,NO
2,28,14,14,14,14,2,2,0,0,NO
2,44,14,14,17,17,3,3,0,0,NO
2,138,69,69,70,70,2,2,0,0,NO
2,124,31,31,54,54,4,4,0,0,NO
3,480,53,53,56,56,9,9,3,3,NO
1,39,39,39,39,39,1,1,0,0,NO
2,89,29,29,31,31,3,3,0,0,NO
1,38,38,38,38,38,1,1,0,0,NO
1,51,51,51,51,51,1,1,0,0,YES
3,149,29,29,33,33,5,5,1,1,YES
3,156,31,31,35,35,5,5,1,1,YES
3,543,54,54,61,61,10,10,5,5,YES
2,82,41,41,43,43,2,2,0,0,NO
2,25,12,12,13,13,2,2,0,0,NO
2,53,26,26,27,27,2,2,0,0,NO
2,33,16,16,19,19,2,2,0,0,YES
2,53,26,26,27,27,2,2,0,0,NO
1,56,56,56,56,56,1,1,0,0,NO
2,117,29,29,32,32,4,4,0,0,YES
2,67,33,33,34,34,2,2,0,0,YES
2,75,25,25,26,26,3,3,0,0,NO
1,67,67,67,67,67,1,1,0,0,NO
2,57,28,28,30,30,2,2,0,0,NO
2,62,31,31,36,36,2,2,0,0,NO
2,64,16,16,17,17,4,4,0,0,NO
2,80,26,26,27,27,3,3,0,0,NO
2,135,67,67,69,69,2,2,0,0,NO
2,146,73,73,73,73,2,2,0,0,NO
2,5731,2865,2865,5563,5563,2,2,2,2,YES
1,39,39,39,39,39,1,1,0,0,YES
3,347,58,58,60,60,6,6,2,2,YES
2,69,34,34,35,35,2,2,0,0,NO
2,70,35,35,36,36,2,2,0,0,NO
2,634,211,211,223,223,3,3,0,0,YES
2,93,15,15,19,19,6,6,4,4,YES
1,71,71,71,71,71,1,1,1,1,YES
2,165,41,41,45,45,4,4,0,0,YES
2,330,66,66,70,70,5,5,0,0,YES
2,79,26,26,26,26,3,3,0,0,YES
2,93,47,47,60,60,2,2,0,0,NO
1,32,32,32,32,32,1,1,0,0,YES
2,89,44,44,45,45,2,2,0,0,NO
2,36,9,9,11,11,4,4,0,0,NO
2,57,28,28,30,30,2,2,0,0,NO
1,34,34,34,34,34,1,1,0,0,NO
2,58,29,29,29,29,2,2,0,0,NO
3,261,100,100,103,103,6,6,7,7,YES
2,35,17,17,18,18,2,2,0,0,NO
1,134,67,67,67,67,2,2,0,0,YES
1,37,37,37,37,37,1,1,0,0,NO
2,60,30,30,36,36,2,2,0,0,NO
1,48,48,48,48,48,1,1,0,0,NO
3,63,15,15,22,22,4,4,1,1,NO
2,139,46,46,50,50,3,3,0,0,NO
2,214,107,107,116,116,2,2,0,0,NO
2,103,25,25,28,28,4,4,0,0,YES
3,303,50,50,62,62,6,6,4,4,YES
2,52,26,26,28,28,2,2,0,0,NO
2,94,47,47,50,50,2,2,0,0,YES
2,37,18,18,19,19,2,2,0,0,NO
2,77,25,25,26,26,3,3,0,0,NO
2,29,14,14,16,16,2,2,0,0,YES
2,36,18,18,18,18,2,2,0,0,NO
2,68,34,34,37,37,2,2,0,0,YES
1,100,100,100,100,100,1,1,0,0,NO
1,26,26,26,26,26,1,1,0,0,NO
2,67,33,33,35,35,2,2,0,0,NO
2,47,23,23,24,24,2,2,0,0,YES
1,29,29,29,29,29,1,1,0,0,YES
2,144,48,48,49,49,3,3,0,0,NO
2,32,16,16,16,16,2,2,0,0,NO
2,65,32,32,33,33,2,2,0,0,NO
2,76,19,19,21,21,4,4,0,0,NO
2,90,22,22,24,24,4,4,0,0,YES
2,205,68,68,84,84,3,3,0,0,NO
2,387,129,129,152,152,3,3,0,0,YES
3,72,39,39,42,42,4,4,1,1,NO
0,95,0,31,0,47,0,3,0,0,YES
3,57,5,15,6,15,3,7,4,6,NO
1,551,35,68,42,74,4,8,6,7,YES
1,181,4,36,4,38,1,5,2,3,NO
3,255,7,42,8,44,4,6,9,12,NO
0,36,0,36,0,36,0,1,0,0,NO
1,33,33,33,33,33,1,1,2,2,NO
1,126,2,18,11,35,1,7,1,3,NO
1,61,3,20,3,25,1,3,0,0,NO
1,194,64,64,68,68,3,3,2,2,NO
1,123,3,30,3,32,1,4,1,1,YES
1,127,4,25,4,28,1,5,1,1,NO
1,171,12,43,14,44,1,4,1,1,YES
0,42,0,21,0,21,0,2,0,0,NO
1,244,122,122,128,128,2,2,1,1,NO
3,406,81,81,96,96,5,5,4,4,NO
1,254,10,42,10,44,1,6,2,3,NO
1,25,25,25,25,25,1,1,0,0,NO
1,80,40,40,40,40,2,2,0,0,YES
1,213,213,213,213,213,1,1,0,0,YES
3,688,-12,19,26,47,20,35,32,43,YES
2,46,23,23,24,24,2,2,1,1,NO
0,95,0,19,0,27,0,5,0,2,YES
2,205,14,18,15,21,3,11,5,10,YES
2,135,26,22,29,28,2,6,3,4,NO
2,28,14,14,15,15,2,2,1,1,NO
2,155,5,19,6,20,3,8,5,6,NO
2,457,11,21,15,27,9,21,16,24,NO
1,81,81,81,81,81,1,1,0,0,YES
1,53,53,53,53,53,1,1,0,0,NO
1,195,3,24,6,26,3,8,4,5,YES
3,524,5,32,23,67,6,16,11,16,YES
2,720,16,72,20,92,4,10,6,11,NO
0,83,0,20,0,28,0,4,0,0,YES
0,119,0,30,0,31,0,4,0,1,NO
1,816,51,136,62,165,3,6,4,4,YES
1,83,0,10,2,93,1,8,1,2,NO
0,162,0,32,0,35,0,5,0,1,NO
0,41,0,41,0,41,0,1,0,0,NO
0,67,0,33,0,34,0,2,0,0,NO
0,85,0,28,0,29,0,3,0,0,NO
0,43,0,21,0,23,0,2,0,0,NO
0,165,0,41,0,46,0,4,0,1,NO
0,27,0,13,0,14,0,2,0,0,NO
1,77,4,38,4,38,1,2,1,1,YES
0,112,0,56,0,57,0,2,0,0,NO
0,38,0,38,0,38,0,1,0,0,NO
0,53,0,17,0,19,0,3,0,0,NO
2,146,16,36,17,37,4,11,4,11,YES
0,45,0,45,0,45,0,1,0,0,NO
1,117,6,23,7,25,1,5,2,2,NO
1,65,8,22,8,22,1,3,0,0,NO
1,177,88,88,91,91,2,2,3,3,NO
1,50,5,12,9,14,1,4,1,1,NO
0,25,0,25,0,25,0,1,0,0,NO
0,26,0,26,0,26,0,1,0,0,NO
1,33,3,8,3,8,2,4,3,3,YES
2,166,-1,18,2,21,3,9,4,4,NO
1,59,3,11,12,14,1,5,2,2,NO
0,45,0,45,0,45,0,1,0,0,NO
3,426,0,19,27,41,12,22,19,25,NO
1,36,36,36,36,36,1,1,3,3,NO
0,20,0,20,0,20,0,1,0,0,NO
0,91,0,30,0,45,0,3,0,0,NO
1,517,4,86,5,92,2,6,1,3,YES
1,230,11,23,28,30,4,10,8,10,YES
3,342,85,85,90,90,4,4,6,6,NO
0,89,0,44,0,45,0,2,0,0,NO
2,158,-8,52,6,62,2,3,5,6,NO
3,459,65,65,70,70,7,7,11,11,YES
1,29,29,29,29,29,1,1,1,1,NO
1,60,30,30,34,34,2,2,3,3,NO
0,34,0,17,0,18,0,2,0,0,NO
1,598,299,299,300,300,2,2,3,3,NO
2,360,120,120,122,122,3,3,4,4,YES
1,149,34,25,54,29,1,6,0,1,NO
0,65,0,97,0,100,0,4,0,0,NO
1,327,-5,1,5,9,1,2,2,2,NO
1,383,191,191,193,193,2,2,1,1,YES
1,937,469,469,476,476,2,2,1,1,YES
0,44,0,22,0,23,0,2,0,0,NO
0,54,0,27,0,27,0,2,0,0,YES
1,78,15,19,17,21,1,4,1,1,NO
1,34,34,34,34,34,1,1,0,0,NO
1,25,25,25,25,25,1,1,0,0,NO
1,44,44,44,44,44,1,1,0,0,NO
1,155,5,25,9,28,2,6,3,3,NO
1,218,10,36,11,38,1,6,2,2,NO
1,129,5,65,5,65,1,2,1,1,NO
1,614,21,76,27,86,4,8,7,7,NO
2,457,-2,91,7,98,4,5,11,12,NO
0,71,0,35,0,37,0,2,0,0,YES
1,77,19,25,21,26,1,3,2,2,YES
2,169,42,42,48,48,4,4,5,5,YES
0,34,0,34,0,34,0,1,0,0,NO
1,50,50,50,50,50,1,1,1,1,NO
1,83,83,83,83,83,1,1,0,0,NO
2,519,173,173,177,177,3,3,3,3,YES
1,143,47,47,48,48,3,3,4,4,YES
2,42,-57,2,14,42,8,16,11,16,YES
1,25,12,12,36,36,2,2,2,2,NO
3,710,101,101,108,108,7,7,14,14,YES
1,54,54,54,54,54,1,1,0,0,NO
1,135,-3,12,12,19,2,11,3,8,NO
0,73,0,14,0,16,0,5,0,1,NO
1,56,-16,5,13,20,5,11,9,11,YES
1,80,40,40,53,53,2,2,3,3,YES
1,47,23,23,25,25,2,2,3,3,YES
0,76,0,19,0,29,0,4,0,0,NO
2,147,3,24,4,26,2,6,2,3,NO
3,815,14,37,22,69,9,22,13,20,YES
0,157,0,39,0,41,0,4,0,0,NO
1,189,5,94,5,94,1,2,1,2,NO
1,133,3,66,5,67,1,2,2,3,NO
1,89,0,44,1,45,1,2,1,2,NO
3,281,11,21,12,25,5,13,7,10,YES
1,154,2,14,5,19,1,11,2,8,YES
0,134,0,33,0,36,0,4,0,0,NO
3,138,-7,10,4,18,6,13,10,13,NO
1,82,82,82,82,82,1,1,2,2,YES
2,231,6,23,13,44,3,10,5,7,NO
1,433,24,86,28,90,2,5,2,2,NO
1,76,15,12,24,15,1,6,1,2,NO
0,49,0,12,0,13,0,4,0,1,NO
0,56,0,56,0,56,0,1,0,0,NO
0,133,0,66,0,66,0,2,0,0,NO
0,35,0,11,0,13,0,3,0,0,YES
0,87,0,21,0,24,0,4,0,0,NO
0,53,0,26,0,27,0,2,0,0,NO
0,28,0,14,0,14,0,2,0,0,NO
0,44,0,14,0,17,0,3,0,0,NO
0,138,0,69,0,70,0,2,0,0,NO
0,124,0,31,0,54,0,4,0,0,NO
1,46,23,23,23,23,2,2,1,1,NO
1,28,28,28,28,28,1,1,0,0,NO
1,477,-1,36,2,39,4,13,2,5,YES
0,39,0,39,0,39,0,1,0,0,NO
0,89,0,29,0,31,0,3,0,0,YES
0,38,0,38,0,38,0,1,0,0,NO
1,51,0,25,3,27,1,2,1,1,NO
2,153,2,21,2,24,2,7,3,4,YES
2,171,5,21,5,23,3,8,7,8,YES
3,625,8,31,18,39,10,20,15,20,YES
1,85,3,28,3,30,1,3,1,1,NO
0,25,0,12,0,13,0,2,0,0,NO
0,53,0,26,0,27,0,2,0,0,NO
1,33,0,11,2,13,1,3,1,1,NO
0,53,0,26,0,27,0,2,0,0,NO
0,56,0,56,0,56,0,1,0,0,NO
1,119,2,24,4,26,1,5,2,2,NO
1,67,0,22,1,23,1,3,2,2,NO
0,75,0,25,0,26,0,3,0,0,NO
0,67,0,67,0,67,0,1,0,0,NO
0,57,0,28,0,30,0,2,0,0,YES
1,70,9,23,9,27,1,3,0,0,NO
0,64,0,16,0,17,0,4,0,0,NO
0,80,0,26,0,27,0,3,0,0,NO
1,134,0,45,9,49,1,3,1,1,YES
0,146,0,73,0,73,0,2,0,0,YES
1,5871,141,1957,5786,5637,1,3,1,3,YES
1,39,0,19,1,20,1,2,1,1,NO
1,393,15,43,23,48,3,9,3,5,NO
1,70,70,70,70,70,1,1,0,0,YES
1,57,57,57,57,57,1,1,0,0,NO
0,69,0,34,0,35,0,2,0,0,NO
0,70,0,35,0,36,0,2,0,0,NO
1,670,12,111,13,118,3,6,2,2,NO
1,58,58,58,58,58,1,1,0,0,YES
1,41,41,41,41,41,1,1,0,0,NO
2,115,4,10,11,15,5,11,8,12,NO
1,72,1,36,2,36,1,2,1,2,YES
1,320,160,160,161,161,2,2,1,1,YES
1,320,51,45,76,58,3,7,5,5,NO
1,330,0,55,1,59,1,6,2,2,NO
1,81,3,20,21,25,1,4,2,2,NO
0,93,0,47,0,60,0,2,0,0,NO
1,32,0,16,1,16,1,2,1,1,NO
0,89,0,44,0,45,0,2,0,0,NO
0,36,0,9,0,11,0,4,0,0,NO
0,57,0,28,0,30,0,2,0,0,NO
0,34,0,34,0,34,0,1,0,0,NO
0,58,0,29,0,29,0,2,0,0,NO
2,270,20,54,22,57,8,14,12,19,NO
0,35,0,17,0,18,0,2,0,0,NO
1,172,86,76,87,77,2,4,1,1,YES
1,119,119,119,119,119,1,1,3,3,NO
0,37,0,37,0,37,0,1,0,0,NO
0,60,0,30,0,36,0,2,0,0,NO
0,48,0,48,0,48,0,1,0,0,NO
0,63,0,15,0,22,0,4,0,1,NO
1,152,13,38,13,40,1,4,0,0,YES
2,287,24,57,26,62,3,5,4,4,YES
1,103,0,20,13,25,1,5,2,2,NO
1,308,5,44,38,59,1,7,1,5,NO
0,52,0,26,0,28,0,2,0,0,NO
1,98,4,32,4,35,1,3,2,2,NO
0,37,0,18,0,19,0,2,0,0,NO
0,77,0,25,0,26,0,3,0,0,NO
1,29,0,9,1,11,1,3,1,1,NO
0,36,0,18,0,18,0,2,0,0,NO
1,72,5,24,5,26,1,3,2,2,NO
0,100,0,100,0,100,0,1,0,0,NO
0,26,0,26,0,26,0,1,0,0,NO
0,67,0,33,0,35,0,2,0,0,NO
1,52,5,17,5,18,1,3,2,2,NO
1,29,0,14,1,15,1,2,1,1,NO
1,144,1,36,1,37,1,4,0,0,NO
0,32,0,16,0,16,0,2,0,0,NO
1,73,8,24,9,25,1,3,0,0,NO
0,76,0,19,0,21,0,4,0,0,NO
1,93,4,18,5,20,1,5,2,2,NO
0,205,0,68,0,84,0,3,0,0,NO
1,402,8,80,8,94,2,5,3,3,NO
0,72,0,39,0,42,0,4,0,1,NO
