@relation dataset-10-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
10,1,94,94,94,94,94,2,2,2,2,0
10,1,41,41,41,41,41,2,2,2,2,0
10,1,405,405,405,405,405,2,2,2,2,0
10,1,169,169,169,169,169,2,2,2,2,0
10,0,48,0,6,0,7,0,21,0,4,0
10,1,36,36,36,36,36,2,2,2,2,0
10,1,30,30,30,30,30,2,2,2,2,0
10,1,33,33,33,33,33,2,2,2,2,0
10,1,52,11,12,11,17,2,31,2,12,0
10,0,74,0,11,0,12,0,19,0,2,0
10,0,872,0,34,0,142,0,50,0,18,1
10,1,58,58,58,58,58,2,2,2,2,0
10,0,45,0,45,0,45,0,2,0,2,1
10,1,120,120,120,120,120,2,2,2,2,0
10,1,123,123,123,123,123,2,2,2,2,0
10,1,159,159,159,159,159,2,2,2,2,0
10,1,42,42,42,42,42,2,2,2,2,0
10,0,118,0,15,0,15,0,23,0,6,1
10,0,132,0,15,0,17,0,23,0,2,0
10,1,215,10,43,11,50,2,10,4,12,0
10,0,483,0,53,0,66,0,18,0,22,1
10,1,93,93,93,93,93,2,2,2,2,0
10,0,161,0,26,0,93,0,12,0,14,0
10,0,73,0,73,0,73,0,2,0,2,0
10,0,68,0,23,0,29,0,6,0,6,0
10,0,188,0,31,0,40,0,12,0,12,1
10,0,184,0,184,0,184,0,2,0,2,0
10,1,369,9,36,9,123,2,20,2,20,0
10,1,82,82,82,82,82,2,2,2,2,0
10,0,52,0,52,0,52,0,2,0,2,0
10,2,663,331,331,333,333,4,4,4,4,0
10,1,686,686,686,686,686,2,2,2,2,0
10,0,152,0,76,0,76,0,4,0,4,0
10,0,65,0,11,0,12,0,17,0,0,1
10,1,41,41,41,41,41,2,2,2,2,0
10,1,67,67,67,67,67,2,2,2,2,0
10,1,84,84,84,84,84,2,2,2,2,0
10,1,43,43,43,43,43,2,2,2,2,0
10,1,167,167,167,167,167,2,2,2,2,0
10,0,117,0,11,0,13,0,26,0,4,1
10,1,27,27,27,27,27,2,2,2,2,0
10,1,73,73,73,73,73,2,2,2,2,0
10,1,112,112,112,112,112,2,2,2,2,0
10,1,53,53,53,53,53,2,2,2,2,0
10,2,1029,-27,22,52,62,12,123,18,104,1
10,1,139,139,139,139,139,2,2,0,0,1
10,1,287,287,287,287,287,2,2,0,0,1
10,1,134,134,134,134,134,2,2,2,2,0
10,0,36,0,11,0,13,0,6,0,4,1
10,1,171,1,10,1,25,2,48,2,20,1
10,0,27,0,3,0,4,0,16,0,2,0
10,1,45,45,45,45,45,2,2,2,2,0
10,1,110,110,110,110,110,2,2,2,2,0
10,1,155,-1,9,6,13,2,32,2,24,1
10,0,89,0,9,0,10,0,18,0,4,0
10,1,58,58,58,58,58,2,2,2,2,0
10,0,113,0,13,0,14,0,23,0,4,1
10,0,45,0,45,0,45,0,2,0,2,0
10,0,81,0,81,0,81,0,2,0,0,1
10,1,43,43,43,43,43,2,2,2,2,0
10,0,48,0,48,0,48,0,2,0,2,0
10,0,188,0,26,0,27,0,21,0,4,0
10,0,135,0,17,0,18,0,23,0,4,0
10,0,36,0,36,0,36,0,2,0,2,0
10,0,153,0,8,0,13,0,45,0,20,1
10,0,117,0,117,0,117,0,2,0,0,0
10,1,1075,9,28,9,39,2,92,2,42,1
10,1,55,-8,5,1,10,2,22,2,6,0
10,0,43,0,5,0,7,0,16,0,2,0
10,0,525,0,131,0,135,0,8,0,6,0
10,1,25,25,25,25,25,2,2,2,2,0
10,1,26,26,26,26,26,2,2,2,2,0
10,1,27,27,27,27,27,2,2,2,2,0
10,1,125,0,11,2,27,2,31,2,10,0
10,1,146,0,73,2,74,2,4,2,4,0
10,0,281,0,281,0,281,0,2,0,2,0
10,1,55,0,27,1,28,2,4,2,4,0
10,1,45,45,45,45,45,2,2,2,2,0
10,0,25,0,2,0,3,0,22,0,6,0
10,1,65,65,65,65,65,2,2,2,2,0
10,0,439,0,219,0,226,0,4,0,4,0
10,0,90,0,45,0,45,0,4,0,4,0
10,1,40,40,40,40,40,2,2,2,2,0
10,1,20,20,20,20,20,2,2,2,2,0
10,1,90,90,90,90,90,2,2,2,2,0
10,1,758,2,19,129,52,4,76,4,76,1
10,0,114,0,114,0,114,0,2,0,0,0
10,1,505,505,505,505,505,2,2,2,2,0
10,0,112,0,56,0,56,0,4,0,4,0
10,1,54,54,54,54,54,2,2,2,2,0
10,0,225,0,22,0,27,0,20,0,34,1
10,1,549,5,34,6,50,2,32,4,50,1
10,0,267,0,17,0,20,0,30,0,32,1
10,1,88,88,88,88,88,2,2,2,2,0
10,1,20,20,20,20,20,2,2,2,2,0
10,1,68,68,68,68,68,2,2,2,2,0
10,1,118,118,118,118,118,2,2,2,2,0
10,1,339,-4,10,5,25,2,82,2,50,1
10,1,152,-1,8,4,58,2,74,2,44,1
10,0,45,0,2,0,6,0,16,0,2,0
10,0,37,0,1,0,5,0,16,0,2,0
10,1,99,1,6,1,7,2,46,2,16,1
10,1,147,1,6,2,12,2,67,2,32,0
10,1,63,63,63,63,63,2,2,2,2,0
10,1,76,76,76,76,76,2,2,2,2,0
10,1,63,63,63,63,63,2,2,2,2,0
10,1,34,34,34,34,34,2,2,2,2,0
10,1,115,115,115,115,115,2,2,2,2,0
10,1,324,324,324,324,324,2,2,2,2,0
10,1,44,44,44,44,44,2,2,2,2,0
10,1,54,54,54,54,54,2,2,2,2,0
10,1,63,63,63,63,63,2,2,2,2,0
10,1,144,144,144,144,144,2,2,2,2,0
10,1,202,202,202,202,202,2,2,2,2,0
10,1,125,125,125,125,125,2,2,2,2,0
10,1,527,527,527,527,527,2,2,2,2,0
10,1,46,46,46,46,46,2,2,2,2,0
10,1,46,46,46,46,46,2,2,2,2,0
10,1,79,79,79,79,79,2,2,2,2,0
10,0,35,0,5,0,5,0,19,0,2,0
10,1,71,71,71,71,71,2,2,2,2,0
10,1,58,58,58,58,58,2,2,2,2,0
10,0,39,0,6,0,6,0,19,0,2,0
10,1,34,34,34,34,34,2,2,2,2,0
10,1,106,0,13,3,15,2,23,2,4,1
10,0,52,0,7,0,8,0,21,0,2,0
10,0,65,0,65,0,65,0,2,0,2,0
10,0,45,0,5,0,5,0,24,0,4,0
10,0,96,0,12,0,13,0,23,0,6,0
