@relation dataset-3-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
0,41,0,7,0,8,0,17,0,0,0
1,34,34,34,34,34,2,2,2,2,0
0,47,0,7,0,8,0,19,0,0,1
1,74,1,11,2,12,2,19,2,2,0
1,803,-6,42,9,175,2,38,2,6,1
0,119,0,18,0,18,0,19,0,0,1
0,135,0,17,0,18,0,21,0,0,0
1,117,117,117,117,117,2,2,2,2,1
1,309,309,309,309,309,2,2,2,2,0
1,308,308,308,308,308,2,2,2,2,1
1,225,225,225,225,225,2,2,2,2,1
1,63,63,63,63,63,2,2,2,2,1
1,162,162,162,162,162,2,2,2,2,0
1,631,631,631,631,631,2,2,2,2,1
0,65,0,11,0,12,0,17,0,0,0
0,80,0,10,0,11,0,22,0,0,1
2,309,152,152,154,154,4,4,4,4,1
1,101,101,101,101,101,2,2,2,2,0
3,963,4,34,7,82,10,77,16,40,1
0,36,0,11,0,13,0,6,0,4,1
1,168,-2,12,1,30,4,40,6,10,1
1,27,0,3,1,4,2,16,2,2,0
2,109,3,9,10,12,4,22,6,8,1
1,62,0,7,1,8,2,16,2,2,1
0,75,0,11,0,12,0,19,0,0,1
0,81,0,81,0,81,0,2,0,0,1
0,189,0,33,0,33,0,17,0,0,0
0,136,0,19,0,19,0,21,0,2,0
2,118,2,8,13,12,4,37,4,14,1
0,117,0,117,0,117,0,2,0,0,0
3,963,49,34,56,39,10,70,12,24,1
1,63,-16,6,17,11,2,20,2,4,0
1,43,1,5,9,7,2,16,2,2,0
2,525,0,175,7,179,4,6,4,4,0
1,116,1,13,5,33,2,25,2,2,1
0,24,0,2,0,3,0,20,0,2,1
0,90,0,90,0,90,0,2,0,2,0
1,27,27,27,27,27,2,2,2,2,0
3,589,6,25,26,56,8,46,6,24,1
1,114,114,114,114,114,2,2,0,0,0
1,168,12,24,13,26,4,14,8,24,1
1,439,2,87,3,89,2,10,4,20,1
1,249,9,35,9,37,6,14,10,16,1
3,242,1,13,5,33,6,52,6,16,1
2,363,11,20,83,82,4,50,4,12,1
1,45,-9,2,17,6,2,16,2,2,0
2,367,5,21,10,53,4,49,4,10,1
1,37,-10,1,14,5,2,16,2,2,0
2,96,-1,7,1,8,4,38,4,8,1
0,77,0,10,0,12,0,21,0,0,1
0,31,0,16,0,16,0,4,0,4,0
3,221,15,10,17,13,8,55,10,18,0
1,63,2,8,4,10,2,21,2,2,0
0,36,0,6,0,6,0,17,0,0,0
0,41,0,7,0,7,0,17,0,0,0
1,106,2,14,4,16,2,21,2,2,1
0,56,0,8,0,9,0,19,0,0,0
0,39,0,5,0,6,0,20,0,0,0
0,97,0,17,0,17,0,17,0,0,0
0,32,0,5,0,5,0,17,0,0,0
0,50,0,8,0,8,0,17,0,0,0
0,37,0,6,0,6,0,17,0,0,0
0,90,0,15,0,16,0,17,0,0,0
0,68,0,10,0,11,0,19,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,32,0,5,0,5,0,17,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,91,0,16,0,16,0,17,0,0,0
0,458,0,54,0,56,0,25,0,0,1
0,43,0,7,0,7,0,17,0,0,0
0,128,0,22,0,22,0,17,0,0,0
0,96,0,15,0,15,0,19,0,0,0
1,560,129,46,240,66,4,27,6,6,1
2,575,2,36,38,46,4,46,4,14,1
1,48,22,6,25,7,2,16,2,2,0
1,174,-1,14,4,35,2,37,2,8,1
1,38,-1,4,3,6,2,16,2,2,0
1,28,-3,3,2,4,2,16,2,2,0
1,33,9,4,11,5,2,16,2,2,0
2,139,20,9,21,11,6,38,8,12,1
1,139,139,139,139,139,2,2,2,2,1
1,57,57,57,57,57,2,2,2,2,1
1,315,315,315,315,315,2,2,2,2,1
1,192,192,192,192,192,2,2,2,2,0
1,59,59,59,59,59,2,2,2,2,0
1,94,94,94,94,94,2,2,2,2,0
1,148,148,148,148,148,2,2,2,2,1
1,62,62,12,62,13,2,18,2,4,1
1,58,58,11,58,12,2,16,2,2,1
1,65,0,8,1,9,2,23,2,4,1
1,50,50,50,50,50,2,2,2,2,1
2,65,32,32,33,33,4,4,4,4,1
2,175,9,17,19,20,4,20,6,6,1
1,124,124,124,124,124,2,2,2,2,0
3,864,8,39,16,96,16,63,22,32,1
1,479,479,479,479,479,2,2,2,2,1
0,44,0,7,0,7,0,19,0,0,0
0,189,0,33,0,33,0,17,0,0,0
1,252,252,252,252,252,2,2,2,2,1
3,431,3,19,6,47,10,64,10,22,1
1,36,0,3,1,9,2,24,2,2,0
1,68,-1,6,0,9,2,32,2,6,1
0,71,0,6,0,17,0,24,0,2,1
1,119,34,11,48,31,2,27,4,6,1
1,40,0,5,7,6,2,16,2,2,0
2,526,6,29,29,79,6,36,4,8,1
1,239,239,239,239,239,2,2,2,2,0
1,31,1,3,2,4,2,16,2,2,0
1,447,447,447,447,447,2,2,2,2,0
2,585,10,23,22,92,10,69,12,26,1
1,199,-1,10,2,47,2,38,2,10,1
1,111,8,22,9,24,2,10,2,12,1
1,61,-13,5,9,10,2,22,2,2,1
1,62,62,62,62,62,2,2,2,2,0
0,473,0,74,0,76,0,19,0,0,0
0,80,0,14,0,14,0,17,0,0,0
0,750,0,132,0,132,0,17,0,0,0
1,35,35,35,35,35,2,2,2,2,0
1,32,32,32,32,32,2,2,2,2,0
0,30,0,5,0,5,0,17,0,0,0
0,89,0,15,0,15,0,17,0,0,0
0,106,0,18,0,18,0,17,0,0,0
1,41,0,5,1,6,2,16,2,2,1
1,30,0,3,1,4,2,16,2,2,1
