@relation dataset-4-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
0,83,0,83,0,83,0,1,0,0,0
0,25,0,25,0,25,0,1,0,0,0
0,26,0,26,0,26,0,1,0,0,0
0,83,0,9,0,10,0,9,0,6,0
0,172,0,17,0,20,0,10,0,4,0
0,152,0,76,0,77,0,2,0,3,0
0,81,0,11,0,15,0,7,0,2,0
0,45,0,45,0,45,0,1,0,0,0
0,70,0,70,0,70,0,1,0,2,0
1,498,2,17,5,35,1,29,3,34,1
0,36,0,36,0,36,0,1,0,3,0
1,23,23,23,23,23,1,1,0,0,0
0,20,0,20,0,20,0,1,0,0,0
1,151,1,50,3,51,1,3,3,4,0
1,91,0,22,2,34,1,4,3,3,0
1,854,21,37,63,51,3,23,7,27,1
2,333,4,22,4,27,2,15,6,21,1
1,351,2,50,3,54,1,7,3,12,0
0,89,0,44,0,45,0,2,0,0,0
0,63,0,31,0,32,0,2,0,0,0
0,138,0,17,0,29,0,8,0,9,1
0,83,0,21,0,22,0,4,0,0,0
0,46,0,46,0,46,0,1,0,0,0
0,520,0,37,0,43,0,14,0,19,0
0,29,0,29,0,29,0,1,0,1,0
0,60,0,30,0,34,0,2,0,3,1
0,34,0,17,0,18,0,2,0,0,0
1,600,2,200,9,203,1,3,3,6,0
0,49,0,49,0,49,0,1,0,0,0
1,254,-2,84,1,85,1,3,3,3,0
0,334,0,334,0,334,0,1,0,0,0
0,144,0,144,0,144,0,1,0,0,0
1,495,1,49,3,67,1,10,3,11,0
0,149,0,25,0,29,0,6,0,1,0
0,65,0,97,0,100,0,4,0,0,0
0,113,0,-20,0,10,0,11,0,4,0
0,394,0,131,0,132,0,3,0,2,0
1,58,58,58,58,58,1,1,0,0,0
1,148,148,148,148,148,1,1,0,0,0
2,935,2,85,4,100,2,11,6,12,0
0,44,0,22,0,23,0,2,0,0,0
0,67,0,22,0,24,0,3,0,2,0
0,78,0,19,0,21,0,4,0,1,0
1,96,96,96,96,96,1,1,0,0,0
1,30,30,30,30,30,1,1,0,0,0
0,34,0,34,0,34,0,1,0,0,0
0,25,0,25,0,25,0,1,0,0,0
0,44,0,44,0,44,0,1,0,0,0
2,562,281,281,282,282,2,2,3,3,0
0,160,0,20,0,22,0,8,0,4,0
0,136,0,11,0,28,0,12,0,4,0
0,129,0,65,0,65,0,2,0,1,0
1,380,1,21,1,52,1,18,3,12,0
1,420,0,38,1,55,1,11,3,18,0
0,84,0,21,0,22,0,4,0,0,0
0,146,0,146,0,146,0,1,0,0,0
0,117,0,58,0,59,0,2,0,1,1
0,98,0,98,0,98,0,1,0,0,1
0,70,0,-3,0,9,0,1,0,0,0
0,85,0,-4,0,4,0,1,0,0,1
0,304,0,-3,0,24,0,1,0,0,0
0,113,0,16,0,19,0,7,0,2,0
0,180,0,20,0,22,0,9,0,4,0
1,170,0,13,1,17,1,13,3,17,0
1,162,162,162,162,162,1,1,0,0,0
0,34,0,34,0,34,0,1,0,0,0
0,80,0,40,0,40,0,2,0,1,1
1,94,3,31,9,34,1,3,3,4,0
1,1014,1014,1014,1014,1014,1,1,0,0,0
0,524,0,58,0,62,0,9,0,10,0
1,144,2,29,3,30,1,5,3,10,0
0,45,0,2,0,40,0,17,0,19,0
0,25,0,12,0,36,0,2,0,2,0
2,831,-2,43,4,50,3,19,9,32,0
0,54,0,54,0,54,0,1,0,0,0
0,246,0,61,0,64,0,4,0,1,1
0,124,0,8,0,15,0,15,0,9,0
0,72,0,9,0,12,0,8,0,3,0
0,56,0,4,0,18,0,12,0,14,0
0,79,0,26,0,37,0,3,0,6,0
0,47,0,15,0,17,0,3,0,6,0
0,242,0,80,0,81,0,3,0,4,1
0,74,0,14,0,23,0,5,0,0,0
0,147,0,24,0,26,0,6,0,3,0
0,133,0,26,0,30,0,5,0,2,0
0,380,0,95,0,116,0,4,0,4,1
1,882,1,25,5,52,1,35,3,38,1
0,157,0,39,0,41,0,4,0,0,0
0,220,0,31,0,37,0,7,0,3,0
0,173,0,43,0,62,0,4,0,3,1
1,227,2,32,6,43,1,7,3,5,0
2,423,12,18,17,25,2,24,6,21,1
0,171,0,12,0,19,0,14,0,10,1
0,134,0,33,0,36,0,4,0,0,0
1,138,13,9,33,16,1,16,3,17,1
0,99,0,49,0,50,0,2,0,5,0
0,99,0,33,0,33,0,3,0,2,0
1,236,2,17,4,32,1,14,3,11,1
1,442,2,49,3,51,1,9,3,5,0
1,58,58,58,58,58,1,1,0,0,0
1,94,94,94,94,94,1,1,0,0,0
1,104,104,104,104,104,1,1,0,0,0
1,78,2,11,3,13,1,7,3,5,0
0,49,0,12,0,13,0,4,0,1,0
1,266,266,266,266,266,1,1,0,0,0
0,56,0,56,0,56,0,1,0,0,0
0,67,0,67,0,67,0,1,0,0,0
0,133,0,66,0,66,0,2,0,0,0
0,44,0,11,0,13,0,4,0,1,1
0,106,0,15,0,23,0,7,0,1,0
0,51,0,17,0,21,0,3,0,0,0
1,67,67,67,67,67,1,1,0,0,0
0,45,0,-18,0,3,0,1,0,0,0
0,111,0,111,0,111,0,1,0,2,0
0,44,0,14,0,17,0,3,0,0,0
0,138,0,69,0,70,0,2,0,0,0
1,785,785,785,785,785,1,1,0,0,0
1,106,106,106,106,106,1,1,0,0,0
1,400,400,400,400,400,1,1,0,0,0
1,379,379,379,379,379,1,1,0,0,0
0,192,0,48,0,54,0,4,0,2,0
1,147,147,147,147,147,1,1,0,0,0
0,72,0,72,0,72,0,1,0,0,0
0,23,0,23,0,23,0,1,0,0,0
0,76,0,76,0,76,0,1,0,0,0
0,31,0,31,0,31,0,1,0,0,0
0,30,0,30,0,30,0,1,0,0,0
0,94,0,94,0,94,0,1,0,0,0
0,155,0,155,0,155,0,1,0,0,1
0,63,0,63,0,63,0,1,0,0,0
0,126,0,126,0,126,0,1,0,0,0
0,121,0,30,0,36,0,4,0,0,0
1,318,1,106,2,107,1,3,2,3,1
0,193,0,193,0,193,0,1,0,0,0
0,541,0,270,0,338,0,2,0,0,0
1,781,1,390,6,393,1,2,3,3,0
0,288,0,96,0,96,0,3,0,2,0
0,117,0,39,0,196,0,3,0,2,0
0,45,0,45,0,45,0,1,0,0,0
1,55,55,55,55,55,1,1,0,0,0
1,91,91,91,91,91,1,1,0,0,0
1,125,1,25,5,44,1,5,3,3,0
0,43,0,14,0,17,0,3,0,2,0
0,28,0,28,0,28,0,1,0,0,0
1,199,2,40,2,40,1,5,3,4,0
0,43,0,43,0,43,0,1,0,0,0
0,31,0,31,0,31,0,1,0,1,0
1,152,152,152,152,152,1,1,0,0,0
0,39,0,39,0,39,0,1,0,0,0
0,126,0,25,0,26,0,5,0,5,1
0,38,0,38,0,38,0,1,0,0,0
0,51,0,25,0,27,0,2,0,1,0
0,164,0,13,0,18,0,12,0,14,1
1,323,2,15,18,28,1,21,3,27,1
2,622,-11,20,24,31,3,30,8,37,0
0,90,0,22,0,23,0,4,0,1,0
0,25,0,12,0,13,0,2,0,0,0
0,54,0,18,0,19,0,3,0,0,0
0,65,0,32,0,37,0,2,0,0,0
1,461,461,461,461,461,1,1,0,0,0
0,63,0,63,0,63,0,1,0,0,0
0,33,0,11,0,13,0,3,0,1,0
0,53,0,26,0,27,0,2,0,0,0
0,56,0,56,0,56,0,1,0,0,0
0,119,0,24,0,26,0,5,0,2,0
0,67,0,22,0,23,0,3,0,2,0
1,78,3,19,5,20,1,4,3,3,0
0,67,0,67,0,67,0,1,0,0,0
0,81,0,20,0,21,0,4,0,1,0
0,81,0,16,0,19,0,5,0,1,0
0,64,0,10,0,14,0,6,0,0,0
0,85,0,17,0,19,0,5,0,0,0
0,162,0,27,0,29,0,6,0,6,0
0,229,0,28,0,30,0,8,0,6,0
0,15195,0,893,0,1767,0,17,0,9,0
0,62,0,12,0,13,0,5,0,1,0
1,473,0,25,1,29,1,19,2,15,0
0,75,0,38,0,38,0,2,0,1,0
0,57,0,57,0,57,0,1,0,0,0
0,69,0,34,0,35,0,2,0,0,0
1,76,76,76,76,76,1,1,0,0,0
0,70,0,35,0,36,0,2,0,0,0
0,762,0,58,0,75,0,13,0,10,0
0,58,0,19,0,20,0,3,0,4,0
0,41,0,41,0,41,0,1,0,0,0
0,114,0,8,0,12,0,14,0,15,1
0,53,0,26,0,27,0,2,0,2,0
0,40,0,40,0,40,0,1,0,2,0
0,96,0,24,0,25,0,4,0,5,0
1,299,1,60,2,69,1,5,3,6,0
0,137,0,69,0,69,0,2,0,0,0
0,320,0,35,0,48,0,9,0,5,0
0,51,0,51,0,51,0,1,0,1,0
0,67,0,22,0,24,0,3,0,0,0
1,324,2,36,2,46,1,9,0,3,0
2,43,21,21,23,23,2,2,4,4,0
0,98,0,24,0,25,0,4,0,3,0
0,31,0,31,0,31,0,1,0,2,0
0,99,0,16,0,22,0,6,0,2,0
0,93,0,47,0,60,0,2,0,0,0
0,32,0,16,0,16,0,2,0,1,0
0,89,0,44,0,45,0,2,0,0,0
0,36,0,9,0,11,0,4,0,0,0
0,96,0,98,0,98,0,1,0,0,1
0,57,0,28,0,30,0,2,0,0,0
0,49,0,25,0,25,0,2,0,2,0
0,58,0,29,0,29,0,2,0,0,0
1,169,169,169,169,169,1,1,0,0,0
1,51,51,51,51,51,1,1,0,0,0
1,36,36,36,36,36,1,1,0,0,0
3,536,6,31,8,33,6,38,14,45,0
0,43,0,43,0,43,0,1,0,0,0
0,35,0,17,0,18,0,2,0,0,0
1,182,-45,39,0,46,1,7,3,6,0
2,1809,904,904,910,910,2,2,3,3,0
0,323,0,80,0,82,0,4,0,5,0
0,250,0,50,0,135,0,5,0,3,0
0,45,0,22,0,22,0,2,0,0,0
0,118,0,59,0,60,0,2,0,3,0
0,37,0,37,0,37,0,1,0,0,0
0,60,0,30,0,36,0,2,0,0,0
0,48,0,48,0,48,0,1,0,0,0
1,162,162,162,162,162,1,1,0,0,0
1,677,677,677,677,677,1,1,0,0,0
0,43,0,43,0,43,0,1,0,2,0
0,117,0,19,0,24,0,6,0,2,0
0,201,0,16,0,28,0,12,0,5,0
0,342,0,43,0,46,0,8,0,6,0
0,165,0,11,0,40,0,14,0,6,0
0,193,0,64,0,70,0,3,0,2,0
0,144,0,48,0,57,0,3,0,0,0
0,45,0,45,0,45,0,1,0,0,0
0,52,0,26,0,28,0,2,0,0,0
0,40,0,40,0,40,0,1,0,0,0
0,111,0,22,0,24,0,5,0,2,0
0,90,0,30,0,30,0,3,0,0,0
0,77,0,25,0,26,0,3,0,0,0
0,29,0,9,0,11,0,3,0,1,0
1,122,122,122,122,122,1,1,0,0,0
0,39,0,39,0,39,0,1,0,2,0
0,36,0,18,0,18,0,2,0,0,0
1,72,8,20,8,21,1,4,2,4,1
0,100,0,100,0,100,0,1,0,0,0
0,26,0,26,0,26,0,1,0,0,0
0,90,0,45,0,47,0,2,0,1,0
0,87,0,43,0,45,0,2,0,1,0
2,204,102,102,102,102,2,2,3,3,0
1,69,69,69,69,69,1,1,0,0,0
0,67,0,33,0,35,0,2,0,0,0
1,291,291,291,291,291,1,1,0,0,0
1,235,235,235,235,235,1,1,0,0,0
1,52,1,13,2,14,1,4,2,4,0
1,140,0,20,3,23,1,7,3,4,0
1,66,66,66,66,66,1,1,0,0,0
1,59,59,59,59,59,1,1,0,0,0
0,32,0,16,0,16,0,2,0,0,0
0,97,0,19,0,21,0,5,0,1,0
0,77,0,12,0,18,0,6,0,0,0
1,141,2,70,3,71,1,2,3,3,0
1,297,297,297,297,297,1,1,0,0,0
0,24,0,24,0,24,0,1,0,0,0
0,56,0,8,0,17,0,2,0,1,0
0,41,0,41,0,41,0,1,0,0,0
0,38,0,19,0,19,0,2,0,1,0
0,100,0,11,0,14,0,9,0,3,0
1,278,2,92,5,95,1,3,3,3,1
1,509,0,36,1,40,1,14,3,8,1
2,758,0,84,5,91,2,9,6,9,0
2,308,1,38,4,68,2,8,5,8,1
1,106,0,32,1,37,1,10,3,6,1
0,63,0,31,0,33,0,2,0,1,0
1,88,3,44,3,44,1,2,3,4,0
