@relation dataset-5-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {YES,NO}
@data
2,48,4,6,5,7,4,21,4,4,NO
2,47,36,12,37,13,4,23,4,4,YES
0,74,0,11,0,12,0,19,0,2,NO
2,862,19,39,64,160,6,44,6,12,YES
2,118,-1,15,1,15,4,23,6,6,YES
1,132,-3,15,3,17,2,23,2,2,NO
2,97,49,49,49,49,4,4,4,4,NO
1,147,15,49,15,49,4,6,4,6,YES
2,326,3,54,7,57,10,12,14,16,NO
3,397,22,79,45,97,8,10,10,12,YES
1,73,73,73,73,73,2,2,2,2,NO
3,334,22,55,46,75,10,12,12,14,YES
1,69,6,34,7,35,2,4,2,4,YES
2,180,6,45,7,46,6,8,6,8,NO
3,555,-13,79,45,129,12,14,12,14,YES
0,65,0,11,0,12,0,17,0,0,NO
1,82,3,10,14,11,2,24,2,2,YES
2,309,3,33,13,41,16,20,16,20,YES
3,125,4,20,9,24,10,12,12,14,NO
2,1027,11,31,17,74,12,89,12,52,YES
0,36,0,11,0,13,0,6,0,4,YES
1,169,-1,11,2,27,2,44,2,14,YES
0,27,0,3,0,4,0,16,0,2,NO
0,109,0,9,0,12,0,22,0,8,YES
0,62,0,7,0,8,0,16,0,2,YES
1,78,3,10,14,12,2,21,2,2,YES
0,81,0,81,0,81,0,2,0,0,YES
1,188,-2,29,2,30,2,19,2,2,NO
1,135,-1,17,3,18,2,23,2,4,NO
2,120,0,7,6,11,6,43,4,18,YES
0,117,0,117,0,117,0,2,0,0,NO
2,1001,8,30,20,36,10,80,10,34,YES
0,63,0,6,0,11,0,20,0,4,NO
0,43,0,5,0,7,0,16,0,2,NO
0,525,0,175,0,179,0,6,0,4,NO
1,125,9,13,14,31,2,27,4,6,NO
0,24,0,2,0,3,0,20,0,2,YES
1,90,0,45,1,45,2,4,2,4,NO
2,623,5,21,26,50,12,58,16,40,YES
0,114,0,114,0,114,0,2,0,0,NO
1,213,45,26,66,31,2,16,4,28,YES
2,454,2,50,79,77,6,18,4,26,YES
2,259,2,21,8,24,8,24,6,24,YES
2,258,2,11,5,27,12,66,12,30,YES
2,387,4,18,7,70,8,60,10,24,YES
0,45,0,2,0,6,0,16,0,2,NO
2,404,4,17,8,42,14,65,14,26,YES
0,37,0,1,0,5,0,16,0,2,NO
2,99,1,6,2,7,6,44,6,14,YES
1,81,4,10,5,11,2,23,4,4,NO
0,31,0,16,0,16,0,4,0,4,NO
1,224,1,10,1,12,4,59,4,22,NO
1,35,-1,5,0,5,2,19,2,2,NO
