@relation dataset-3-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
1,30,30,30,30,30,1,1,0,0,0
1,94,94,94,94,94,1,1,0,0,0
1,155,155,155,155,155,1,1,0,0,1
1,63,63,63,63,63,1,1,0,0,0
1,126,126,126,126,126,1,1,0,0,0
1,121,30,30,36,36,4,4,0,0,0
1,318,159,159,159,159,2,2,1,1,1
1,193,193,193,193,193,1,1,0,0,0
2,541,270,270,338,338,2,2,0,0,0
1,780,780,780,780,780,1,1,0,0,1
1,288,96,96,96,96,3,3,2,2,0
1,117,39,39,196,196,3,3,2,2,0
1,45,45,45,45,45,1,1,0,0,0
0,124,0,31,0,54,0,4,0,0,1
1,43,-4,14,5,17,1,3,1,2,0
0,28,0,28,0,28,0,1,0,0,0
2,198,49,49,50,50,4,4,1,1,1
2,503,13,33,15,36,2,15,3,8,0
1,43,43,43,43,43,1,1,0,0,0
1,31,31,31,31,31,1,1,1,1,0
0,39,0,39,0,39,0,1,0,0,0
2,126,19,25,19,26,2,5,5,5,1
0,38,0,38,0,38,0,1,0,0,0
0,51,0,25,0,27,0,2,0,1,0
3,164,2,13,11,18,5,12,10,14,1
3,323,12,16,33,29,12,20,16,24,1
3,655,4,24,11,32,7,27,9,29,1
1,90,5,22,5,23,1,4,0,1,0
0,25,0,12,0,13,0,2,0,0,0
1,54,1,18,4,19,1,3,0,0,0
1,65,32,32,37,37,2,2,0,0,0
1,63,63,63,63,63,1,1,0,0,0
0,33,0,11,0,13,0,3,0,1,0
0,53,0,26,0,27,0,2,0,0,0
0,56,0,56,0,56,0,1,0,0,0
0,119,0,24,0,26,0,5,0,2,0
0,67,0,22,0,23,0,3,0,2,0
0,75,0,25,0,26,0,3,0,0,1
0,67,0,67,0,67,0,1,0,0,0
1,81,12,20,13,21,2,4,1,1,0
1,81,6,16,8,19,2,5,1,1,0
2,64,0,10,8,14,2,6,0,0,0
1,85,2,17,6,19,2,5,0,0,0
2,162,9,27,10,29,3,6,5,6,0
2,229,14,28,16,30,6,8,6,6,0
2,15195,666,893,938,1767,14,17,6,9,0
2,62,8,12,8,13,3,5,0,1,0
3,473,9,26,13,30,9,18,8,13,0
1,75,6,38,7,38,1,2,1,1,0
0,57,0,57,0,57,0,1,0,0,0
0,69,0,34,0,35,0,2,0,0,0
0,70,0,35,0,36,0,2,0,0,0
2,762,13,58,38,75,7,13,8,10,0
1,58,0,19,1,20,2,3,4,4,0
0,41,0,41,0,41,0,1,0,0,0
2,114,-1,8,3,12,3,14,3,15,1
1,53,26,26,27,27,2,2,2,2,0
1,40,40,40,40,40,1,1,2,2,0
1,96,12,24,14,25,2,4,3,5,0
1,298,-11,74,11,86,2,4,2,3,1
1,137,69,69,69,69,2,2,0,0,0
1,320,0,35,10,48,2,9,0,5,0
1,51,51,51,51,51,1,1,1,1,0
2,67,22,22,24,24,3,3,0,0,0
1,322,40,40,52,52,8,8,3,3,0
1,98,24,24,25,25,4,4,3,3,0
1,31,31,31,31,31,1,1,2,2,0
1,99,8,16,16,22,2,6,0,2,0
0,93,0,47,0,60,0,2,0,0,0
0,32,0,16,0,16,0,2,0,1,0
0,89,0,44,0,45,0,2,0,0,0
0,36,0,9,0,11,0,4,0,0,0
1,96,96,96,96,96,1,1,0,0,1
0,57,0,28,0,30,0,2,0,0,0
1,49,16,25,16,25,1,2,2,2,0
0,58,0,29,0,29,0,2,0,0,0
3,526,21,36,23,38,18,32,12,31,0
1,43,43,43,43,43,1,1,0,0,0
0,35,0,17,0,18,0,2,0,0,0
2,182,6,53,7,53,2,6,2,3,1
1,323,80,80,82,82,4,4,5,5,0
1,250,50,50,135,135,5,5,3,3,0
1,45,22,22,22,22,2,2,0,0,0
1,118,-1,59,2,60,1,2,0,3,0
0,37,0,37,0,37,0,1,0,0,0
0,60,0,30,0,36,0,2,0,0,0
0,48,0,48,0,48,0,1,0,0,0
1,43,43,43,43,43,1,1,2,2,0
2,117,27,19,29,24,2,6,1,2,0
2,201,6,16,21,28,8,12,5,5,0
2,342,19,43,19,46,3,8,2,6,0
2,165,-21,11,21,40,7,14,1,6,0
2,193,64,64,70,70,3,3,2,2,0
1,144,48,48,57,57,3,3,0,0,0
1,45,45,45,45,45,1,1,0,0,0
0,52,0,26,0,28,0,2,0,0,0
1,40,40,40,40,40,1,1,0,0,0
1,111,7,22,8,24,2,5,0,2,0
1,90,54,30,54,30,1,3,0,0,0
0,77,0,25,0,26,0,3,0,0,0
0,29,0,9,0,11,0,3,0,1,0
1,39,39,39,39,39,1,1,2,2,0
0,36,0,18,0,18,0,2,0,0,0
0,72,0,24,0,26,0,3,0,2,1
0,100,0,100,0,100,0,1,0,0,0
0,26,0,26,0,26,0,1,0,0,0
1,90,45,45,47,47,2,2,1,1,0
1,87,43,43,45,45,2,2,1,1,0
0,67,0,33,0,35,0,2,0,0,0
0,52,0,17,0,18,0,3,0,2,0
2,140,-3,23,5,26,2,6,1,1,1
0,32,0,16,0,16,0,2,0,0,0
2,97,12,19,15,21,2,5,1,1,0
2,77,0,12,12,18,2,6,0,0,0
1,139,139,139,139,139,1,1,0,0,1
1,24,24,24,24,24,1,1,0,0,0
1,56,8,8,17,17,2,2,1,1,0
1,41,41,41,41,41,1,1,0,0,0
2,38,19,19,19,19,2,2,1,1,0
2,100,2,11,6,14,4,9,1,3,0
2,276,137,137,140,140,2,2,0,0,1
3,509,39,39,43,43,13,13,5,5,1
1,757,108,108,115,115,7,7,3,3,1
1,306,-95,51,69,90,1,6,0,3,1
2,106,34,36,40,41,5,9,2,3,1
1,63,31,31,33,33,2,2,1,1,0
1,85,85,85,85,85,1,1,1,1,1
