@relation dataset-8-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
8,0,96,0,24,0,36,0,4,0,1,0
8,0,57,0,16,0,17,0,13,0,11,0
8,1,128,0,64,1,64,1,2,1,3,0
8,0,562,0,281,0,281,0,2,0,0,0
8,0,141,0,141,0,141,0,1,0,0,0
8,0,340,0,113,0,121,0,3,0,5,0
8,0,724,0,38,0,46,0,19,0,15,0
8,0,283,0,35,0,41,0,8,0,6,0
8,1,433,-1,21,0,31,1,20,2,27,0
8,0,344,0,115,0,118,0,3,0,3,0
8,0,68,0,23,0,25,0,3,0,0,0
8,0,33,0,33,0,33,0,1,0,2,0
8,0,136,0,17,0,32,0,8,0,5,0
8,0,501,0,33,0,46,0,15,0,19,0
8,1,348,23,31,27,39,1,11,0,12,0
8,1,267,11,19,13,21,1,14,0,11,0
8,0,61,0,20,0,25,0,3,0,0,0
8,0,191,0,31,0,36,0,6,0,3,0
8,0,127,0,21,0,22,0,6,0,5,0
8,0,134,0,16,0,19,0,8,0,5,0
8,0,172,0,34,0,36,0,5,0,2,0
8,0,42,0,21,0,21,0,2,0,0,0
8,0,247,0,49,0,52,0,5,0,5,0
8,1,415,0,41,1,50,1,10,1,9,0
8,0,166,0,166,0,166,0,1,0,0,0
8,0,46,0,46,0,46,0,1,0,0,0
8,0,328,0,27,0,28,0,12,0,7,0
8,0,25,0,25,0,25,0,1,0,0,0
8,0,81,0,27,0,28,0,3,0,2,0
8,0,224,0,112,0,112,0,2,0,1,0
8,4,1234,12,15,19,33,7,82,1,92,0
8,0,46,0,23,0,24,0,2,0,1,0
8,0,95,0,11,0,17,0,8,0,4,0
8,1,323,-2,14,9,22,1,23,2,28,0
8,0,41,0,41,0,41,0,1,0,0,0
8,0,142,0,17,0,22,0,8,0,7,0
8,0,122,0,24,0,26,0,5,0,4,0
8,0,28,0,14,0,15,0,2,0,1,0
8,0,180,0,22,0,26,0,8,0,7,0
8,0,312,0,28,0,30,0,11,0,10,0
8,1,297,122,74,148,83,1,4,2,6,0
8,1,81,-2,11,4,42,1,7,2,6,0
8,1,174,-64,34,38,76,2,5,2,4,0
8,3,366,11,7,12,17,3,47,0,47,0
8,0,74,0,14,0,17,0,5,0,6,0
8,0,48,0,24,0,26,0,2,0,3,0
8,3,1538,54,81,58,87,5,19,4,18,0
8,0,25,0,25,0,25,0,1,0,2,0
8,0,90,0,90,0,90,0,1,0,0,0
8,0,50,0,25,0,30,0,2,0,1,0
8,0,293,0,17,0,24,0,17,0,18,0
8,0,819,0,24,0,45,0,33,0,36,0
8,1,820,10,24,11,41,2,34,2,32,0
8,0,85,0,14,0,19,0,6,0,4,0
8,0,39,0,19,0,19,0,2,0,1,0
8,1,47,7,16,7,16,1,3,1,3,0
8,0,134,0,19,0,20,0,7,0,3,0
8,0,1137,0,63,0,89,0,18,0,19,0
