@relation dataset-3-training
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
3,251,39,39,39,39,19,19,2,2,1
3,108,9,9,19,19,24,24,0,0,1
2,71,5,5,10,10,26,26,0,0,0
4,63,5,5,8,8,22,22,6,6,0
1,73,36,36,37,37,4,4,0,0,0
2,97,10,10,14,14,23,23,4,4,0
3,102,9,9,11,11,29,29,0,0,0
2,226,39,39,40,40,17,17,0,0,0
3,227,35,35,36,36,19,19,0,0,0
2,33,4,4,5,5,14,14,0,0,0
3,101,11,11,12,12,26,26,2,2,0
6,927,36,36,94,94,73,73,24,24,1
2,209,35,35,37,37,12,12,8,8,0
2,55,8,8,9,9,14,14,0,0,0
2,69,9,9,11,11,14,14,0,0,0
6,549,28,28,159,159,62,62,12,12,1
3,106,13,13,14,14,16,16,2,2,1
2,72,36,36,38,38,4,4,4,4,0
2,67,9,9,10,10,14,14,0,0,0
3,83,8,8,17,17,20,20,2,2,0
0,41,0,7,0,8,0,17,0,0,0
0,47,0,7,0,8,0,19,0,0,0
0,73,0,12,0,13,0,17,0,0,0
0,809,0,44,0,185,0,36,0,4,0
0,119,0,18,0,18,0,19,0,0,0
0,135,0,17,0,18,0,21,0,0,0
0,65,0,11,0,12,0,17,0,0,0
0,80,0,10,0,11,0,22,0,0,0
1,941,13,39,89,94,2,67,6,24,0
0,36,0,11,0,13,0,6,0,4,0
0,171,0,13,0,33,0,36,0,4,1
0,27,0,3,0,4,0,14,0,0,0
0,101,0,11,0,12,0,18,0,2,1
0,62,0,8,0,9,0,14,0,0,0
0,35,0,5,0,6,0,14,0,0,0
0,75,0,11,0,12,0,19,0,0,0
0,81,0,81,0,81,0,2,0,0,0
0,189,0,33,0,33,0,17,0,0,0
0,136,0,19,0,19,0,21,0,2,0
1,113,0,9,1,11,2,33,4,10,0
0,117,0,117,0,117,0,2,0,0,0
0,719,0,31,0,36,0,60,0,12,0
0,80,0,8,0,10,0,18,0,2,0
0,42,0,6,0,6,0,14,0,0,0
0,48,0,6,0,8,0,14,0,0,0
0,524,0,524,0,524,0,2,0,0,0
0,115,0,14,0,35,0,23,0,0,0
0,24,0,2,0,3,0,20,0,2,0
1,90,90,90,90,90,2,2,2,2,0
0,27,0,4,0,4,0,14,0,0,0
0,564,0,29,0,62,0,38,0,18,0
0,144,0,28,0,31,0,10,0,16,1
0,437,0,109,0,110,0,8,0,16,1
0,222,0,55,0,57,0,8,0,6,1
0,239,0,15,0,36,0,46,0,10,0
0,341,0,21,0,82,0,46,0,8,0
0,26,0,3,0,4,0,14,0,0,0
0,356,0,22,0,57,0,45,0,6,0
0,24,0,3,0,4,0,14,0,0,0
0,97,0,8,0,9,0,34,0,4,0
0,77,0,10,0,12,0,21,0,0,0
0,31,0,16,0,16,0,4,0,4,0
0,160,0,9,0,13,0,47,0,8,1
0,61,0,9,0,10,0,19,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,41,0,7,0,7,0,17,0,0,0
0,104,0,16,0,17,0,19,0,0,0
0,56,0,8,0,9,0,19,0,0,0
0,39,0,5,0,6,0,20,0,0,0
0,97,0,17,0,17,0,17,0,0,0
0,32,0,5,0,5,0,17,0,0,0
0,50,0,8,0,8,0,17,0,0,0
0,37,0,6,0,6,0,17,0,0,0
0,90,0,15,0,16,0,17,0,0,0
0,68,0,10,0,11,0,19,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,32,0,5,0,5,0,17,0,0,0
0,36,0,6,0,6,0,17,0,0,0
0,91,0,16,0,16,0,17,0,0,0
0,458,0,54,0,56,0,25,0,0,0
0,43,0,7,0,7,0,17,0,0,0
0,128,0,22,0,22,0,17,0,0,0
0,96,0,15,0,15,0,19,0,0,0
0,303,0,31,0,36,0,23,0,0,1
0,570,0,39,0,47,0,42,0,10,0
0,27,0,3,0,4,0,14,0,0,0
0,175,0,15,0,37,0,35,0,6,0
0,39,0,5,0,6,0,14,0,0,0
0,31,0,4,0,5,0,14,0,0,0
0,24,0,3,0,4,0,14,0,0,0
0,80,0,7,0,9,0,32,0,4,1
0,48,0,6,0,7,0,16,0,2,0
0,31,0,4,0,5,0,14,0,0,0
0,65,0,9,0,10,0,21,0,2,0
0,203,0,18,0,26,0,22,0,6,0
1,124,5,24,6,30,2,10,4,10,0
0,113,0,11,0,16,0,20,0,4,0
1,78,7,19,8,21,2,8,4,8,0
0,158,0,19,0,20,0,16,0,0,1
1,800,14,49,17,123,2,47,2,10,1
0,31,0,4,0,5,0,14,0,0,0
0,104,0,13,0,14,0,16,0,2,0
0,71,0,10,0,11,0,14,0,0,0
0,50,0,6,0,7,0,16,0,2,0
0,74,0,10,0,11,0,14,0,0,0
0,50,0,6,0,7,0,16,0,2,0
0,77,0,11,0,12,0,14,0,0,0
0,104,0,9,0,13,0,22,0,6,0
0,51,0,5,0,7,0,20,0,4,0
0,86,0,12,0,13,0,14,0,0,0
0,44,0,7,0,7,0,19,0,0,0
0,189,0,33,0,33,0,17,0,0,0
0,414,0,22,0,54,0,54,0,12,0
0,36,0,3,0,10,0,22,0,0,0
0,69,0,6,0,10,0,30,0,4,0
0,71,0,6,0,17,0,24,0,2,0
0,85,0,9,0,29,0,25,0,2,1
0,40,0,5,0,6,0,14,0,0,0
0,508,0,33,0,89,0,30,0,4,0
0,30,0,4,0,5,0,14,0,0,0
0,531,0,25,0,104,0,59,0,14,1
1,200,-8,11,108,50,2,36,4,8,0
1,104,5,26,6,28,2,8,4,10,0
0,63,0,9,0,10,0,14,0,0,0
0,73,0,7,0,10,0,20,0,0,0
0,473,0,74,0,76,0,19,0,0,0
0,80,0,14,0,14,0,17,0,0,0
0,750,0,132,0,132,0,17,0,0,0
0,30,0,5,0,5,0,17,0,0,0
0,89,0,15,0,15,0,17,0,0,0
0,106,0,18,0,18,0,17,0,0,0
0,41,0,5,0,7,0,14,0,0,0
0,30,0,4,0,5,0,14,0,0,0
0,178,0,14,0,16,0,34,0,6,0
0,34,0,5,0,6,0,17,0,0,0
0,49,0,5,0,7,0,26,0,0,0
0,95,0,95,0,95,0,2,0,2,0
0,281,0,29,0,67,0,27,0,0,0
0,35,0,5,0,6,0,14,0,0,0
1,72,2,8,2,9,2,25,2,2,0
1,61,-2,5,3,12,2,24,4,4,0
0,30,0,4,0,5,0,14,0,0,0
0,35,0,5,0,6,0,14,0,0,0
0,126,0,14,0,15,0,18,0,0,0
0,53,0,8,0,9,0,19,0,0,0
0,198,0,15,0,18,0,37,0,2,0
0,412,0,72,0,72,0,17,0,0,0
0,54,0,27,0,28,0,4,0,4,0
1,130,11,12,16,49,2,37,6,12,0
0,90,0,15,0,16,0,17,0,0,0
0,136,0,24,0,24,0,17,0,0,0
0,108,0,16,0,18,0,19,0,2,0
0,103,0,104,0,104,0,2,0,2,0
0,163,0,163,0,163,0,2,0,0,0
0,30,0,30,0,30,0,2,0,0,0
0,291,0,291,0,291,0,2,0,0,0
0,275,0,91,0,101,0,6,0,8,1
0,251,0,39,0,39,0,19,0,2,1
0,108,0,9,0,19,0,24,0,0,1
0,71,0,5,0,10,0,26,0,0,0
0,63,0,5,0,8,0,22,0,6,0
0,73,0,36,0,37,0,4,0,0,0
0,97,0,10,0,14,0,23,0,4,0
0,102,0,9,0,11,0,29,0,0,0
0,226,0,39,0,40,0,17,0,0,0
0,227,0,35,0,36,0,19,0,0,0
0,33,0,4,0,5,0,14,0,0,0
0,101,0,11,0,12,0,26,0,2,0
1,936,5,34,6,89,4,77,8,32,1
0,209,0,35,0,37,0,12,0,8,0
0,55,0,8,0,9,0,14,0,0,0
0,69,0,9,0,11,0,14,0,0,0
1,555,6,27,8,155,2,64,2,14,1
0,106,0,13,0,14,0,16,0,2,1
1,78,6,26,8,28,2,6,4,8,0
0,67,0,9,0,10,0,14,0,0,0
0,83,0,8,0,17,0,20,0,2,0
