@relation dataset-11-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {YES,NO}
@data
0,94,0,94,0,94,0,2,0,2,NO
0,41,0,41,0,41,0,2,0,2,NO
0,405,0,405,0,405,0,2,0,2,NO
0,169,0,169,0,169,0,2,0,2,NO
0,48,0,6,0,7,0,21,0,4,NO
0,36,0,36,0,36,0,2,0,2,NO
0,30,0,30,0,30,0,2,0,2,NO
0,33,0,33,0,33,0,2,0,2,NO
0,52,0,12,0,17,0,31,0,12,NO
0,74,0,11,0,12,0,19,0,2,NO
1,877,6,33,88,140,2,52,2,20,YES
0,58,0,58,0,58,0,2,0,2,NO
0,45,0,45,0,45,0,2,0,2,YES
0,120,0,120,0,120,0,2,0,2,NO
0,123,0,123,0,123,0,2,0,2,NO
0,159,0,159,0,159,0,2,0,2,NO
0,42,0,42,0,42,0,2,0,2,NO
0,118,0,15,0,15,0,23,0,6,YES
0,132,0,15,0,17,0,23,0,2,NO
1,225,10,37,10,44,2,12,2,14,NO
1,491,9,49,9,60,2,20,2,24,NO
0,93,0,93,0,93,0,2,0,2,NO
0,161,0,26,0,93,0,12,0,14,NO
0,73,0,73,0,73,0,2,0,2,NO
0,68,0,23,0,29,0,6,0,6,NO
1,189,1,27,5,35,2,14,2,14,NO
0,184,0,184,0,184,0,2,0,2,NO
0,369,0,36,0,123,0,20,0,20,NO
0,82,0,82,0,82,0,2,0,2,NO
0,52,0,52,0,52,0,2,0,2,NO
0,663,0,331,0,333,0,4,0,4,NO
1,687,1,343,2,344,2,4,2,4,NO
0,152,0,76,0,76,0,4,0,4,NO
0,65,0,11,0,12,0,17,0,0,YES
0,41,0,41,0,41,0,2,0,2,NO
0,67,0,67,0,67,0,2,0,2,NO
0,84,0,84,0,84,0,2,0,2,NO
0,43,0,43,0,43,0,2,0,2,NO
0,167,0,167,0,167,0,2,0,2,NO
0,117,0,11,0,13,0,26,0,4,YES
0,27,0,27,0,27,0,2,0,2,NO
0,73,0,73,0,73,0,2,0,2,NO
0,112,0,112,0,112,0,2,0,2,NO
0,53,0,53,0,53,0,2,0,2,NO
2,980,-25,21,33,61,4,127,2,106,YES
1,143,4,71,4,71,2,4,0,0,YES
1,287,0,143,4,145,2,4,0,0,YES
0,134,0,134,0,134,0,2,0,2,NO
0,36,0,11,0,13,0,6,0,4,YES
1,171,0,9,2,24,2,50,2,22,YES
0,27,0,3,0,4,0,16,0,2,NO
0,45,0,45,0,45,0,2,0,2,NO
0,110,0,110,0,110,0,2,0,2,NO
0,155,0,9,0,13,0,32,0,24,YES
0,89,0,9,0,10,0,18,0,4,NO
1,79,79,79,79,79,2,2,2,2,NO
0,58,0,58,0,58,0,2,0,2,NO
0,113,0,13,0,14,0,23,0,4,YES
0,45,0,45,0,45,0,2,0,2,NO
0,81,0,81,0,81,0,2,0,0,YES
0,43,0,43,0,43,0,2,0,2,NO
0,48,0,48,0,48,0,2,0,2,NO
0,188,0,26,0,27,0,21,0,4,NO
0,135,0,17,0,18,0,23,0,4,NO
0,36,0,36,0,36,0,2,0,2,NO
0,153,0,8,0,13,0,45,0,20,YES
0,117,0,117,0,117,0,2,0,0,NO
0,1075,0,28,0,39,0,92,0,42,YES
0,55,0,5,0,10,0,22,0,6,NO
0,43,0,5,0,7,0,16,0,2,NO
0,525,0,131,0,135,0,8,0,6,NO
0,25,0,25,0,25,0,2,0,2,NO
0,26,0,26,0,26,0,2,0,2,NO
0,27,0,27,0,27,0,2,0,2,NO
0,125,0,11,0,27,0,31,0,10,NO
1,166,20,55,29,59,2,6,2,6,NO
0,281,0,281,0,281,0,2,0,2,NO
0,55,0,27,0,28,0,4,0,4,NO
0,45,0,45,0,45,0,2,0,2,NO
0,25,0,2,0,3,0,22,0,6,NO
0,65,0,65,0,65,0,2,0,2,NO
0,439,0,219,0,226,0,4,0,4,NO
0,90,0,45,0,45,0,4,0,4,NO
0,40,0,40,0,40,0,2,0,2,NO
0,20,0,20,0,20,0,2,0,2,NO
0,90,0,90,0,90,0,2,0,2,NO
0,758,0,19,0,52,0,76,0,76,YES
0,114,0,114,0,114,0,2,0,0,NO
0,505,0,505,0,505,0,2,0,2,NO
0,112,0,56,0,56,0,4,0,4,NO
0,54,0,54,0,54,0,2,0,2,NO
0,225,0,22,0,27,0,20,0,34,YES
