@relation dataset-7-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
7,0,96,0,24,0,36,0,4,0,1,0
7,0,57,0,16,0,17,0,13,0,11,0
7,0,128,0,128,0,128,0,1,0,2,0
7,0,562,0,281,0,281,0,2,0,0,0
7,0,141,0,141,0,141,0,1,0,0,0
7,0,340,0,113,0,121,0,3,0,5,0
7,0,724,0,38,0,46,0,19,0,15,0
7,1,283,44,35,53,41,1,8,1,6,0
7,1,434,7,23,12,33,1,19,1,25,0
7,0,344,0,115,0,118,0,3,0,3,0
7,0,68,0,23,0,25,0,3,0,0,0
7,0,33,0,33,0,33,0,1,0,2,0
7,0,136,0,17,0,32,0,8,0,5,0
7,2,501,5,33,19,46,7,15,10,19,0
7,1,324,15,32,16,41,2,10,4,12,0
7,3,256,2,19,3,22,4,13,6,11,0
7,0,61,0,20,0,25,0,3,0,0,0
7,1,191,-3,31,11,36,1,6,0,3,0
7,0,127,0,21,0,22,0,6,0,5,0
7,0,134,0,16,0,19,0,8,0,5,0
7,0,172,0,34,0,36,0,5,0,2,0
7,0,42,0,21,0,21,0,2,0,0,0
7,0,247,0,49,0,52,0,5,0,5,0
7,0,415,0,46,0,55,0,9,0,8,0
7,0,166,0,166,0,166,0,1,0,0,0
7,0,46,0,46,0,46,0,1,0,0,0
7,1,328,11,27,11,28,1,12,2,7,0
7,0,25,0,25,0,25,0,1,0,0,0
7,0,81,0,27,0,28,0,3,0,2,0
7,0,224,0,112,0,112,0,2,0,1,0
7,3,1145,4,15,9,34,5,75,5,91,0
7,0,46,0,23,0,24,0,2,0,1,0
7,1,95,-1,11,4,17,1,8,0,4,0
7,2,325,15,14,57,23,3,22,2,26,0
7,0,41,0,41,0,41,0,1,0,0,0
7,0,142,0,17,0,22,0,8,0,7,0
7,1,122,-1,24,4,26,1,5,0,4,0
7,0,28,0,14,0,15,0,2,0,1,0
7,1,180,0,22,1,26,1,8,0,7,0
7,0,312,0,28,0,30,0,11,0,10,0
7,0,175,0,58,0,61,0,3,0,4,0
7,1,82,1,13,2,48,1,6,0,4,0
7,1,302,0,100,2,102,2,3,2,2,0
7,2,333,-1,7,4,17,2,44,1,47,0
7,1,74,-2,14,1,17,1,5,0,6,0
7,0,48,0,24,0,26,0,2,0,3,0
7,2,1266,179,90,212,97,2,14,2,14,0
7,0,25,0,25,0,25,0,1,0,2,0
7,1,90,90,90,90,90,1,1,0,0,0
7,0,50,0,25,0,30,0,2,0,1,0
7,2,293,3,17,17,24,2,17,2,18,0
7,2,819,27,24,50,45,2,33,4,36,0
7,2,801,3,25,21,43,3,32,4,30,0
7,0,85,0,14,0,19,0,6,0,4,0
7,1,39,2,19,2,19,1,2,0,1,0
7,0,41,0,20,0,21,0,2,0,2,0
7,1,134,0,19,2,20,1,7,0,3,0
7,0,1137,0,63,0,89,0,18,0,19,0
7,1,80,-3,8,8,76,1,10,0,2,0
7,0,184,0,20,0,31,0,9,0,5,0
7,0,50,0,50,0,50,0,1,0,0,0
7,0,93,0,93,0,93,0,1,0,0,0
7,0,592,0,592,0,592,0,1,0,0,0
7,0,35,0,17,0,21,0,2,0,0,0
7,1,31,31,31,31,31,1,1,1,1,0
7,0,137,0,137,0,137,0,1,0,2,0
7,0,67,0,33,0,34,0,2,0,0,0
7,0,91,0,18,0,21,0,5,0,2,0
7,0,43,0,21,0,23,0,2,0,0,0
7,0,165,0,41,0,46,0,4,0,1,0
7,0,25,0,25,0,25,0,1,0,2,0
7,0,27,0,13,0,14,0,2,0,0,0
7,0,81,0,27,0,27,0,3,0,4,0
7,0,119,0,40,0,41,0,3,0,0,0
7,0,75,0,37,0,38,0,2,0,4,0
7,0,165,0,83,0,83,0,2,0,2,0
7,1,204,204,204,204,204,1,1,2,2,0
7,0,38,0,38,0,38,0,1,0,0,0
7,0,65,0,16,0,20,0,4,0,0,0
7,1,154,78,28,83,30,1,22,0,22,0
7,0,22,0,22,0,22,0,1,0,0,0
7,0,95,0,95,0,95,0,1,0,0,0
7,0,76,0,76,0,76,0,1,0,0,0
7,0,118,0,59,0,61,0,2,0,3,0
7,0,62,0,62,0,62,0,1,0,1,0
7,0,90,0,90,0,90,0,1,0,1,0
7,0,28,0,28,0,28,0,1,0,2,0
7,0,45,0,45,0,45,0,1,0,0,0
7,0,43,0,43,0,43,0,1,0,2,0
7,0,429,0,429,0,429,0,1,0,0,0
7,0,70,0,70,0,70,0,1,0,0,0
7,0,65,0,22,0,22,0,3,0,0,0
7,2,257,10,28,17,35,2,9,1,9,0
7,0,45,0,45,0,45,0,1,0,1,0
7,0,63,0,63,0,63,0,1,0,1,0
7,0,50,0,12,0,14,0,4,0,1,0
7,0,36,0,36,0,36,0,1,0,1,0
7,0,3680,0,525,0,529,0,7,0,1,0
7,0,63,0,63,0,63,0,1,0,0,0
7,1,84,-1,42,15,50,1,2,0,2,0
7,1,80,80,80,80,80,1,1,0,0,0
7,0,83,0,83,0,83,0,1,0,0,0
7,0,25,0,25,0,25,0,1,0,0,0
7,0,26,0,26,0,26,0,1,0,0,0
7,0,83,0,9,0,10,0,9,0,6,0
7,0,172,0,17,0,20,0,10,0,4,0
7,0,164,0,54,0,64,0,3,0,4,0
7,0,81,0,11,0,15,0,7,0,2,0
7,0,321,0,321,0,321,0,1,0,1,0
7,0,54,0,54,0,54,0,1,0,2,0
7,0,45,0,45,0,45,0,1,0,0,0
7,1,81,-1,40,7,44,1,2,0,2,0
7,0,70,0,35,0,35,0,2,0,2,0
7,0,75,0,75,0,75,0,1,0,1,0
7,1,117,117,117,117,117,1,1,1,1,0
7,0,781,0,22,0,40,0,35,0,40,0
7,1,342,342,342,342,342,1,1,1,1,0
7,0,36,0,36,0,36,0,1,0,3,0
7,0,23,0,23,0,23,0,1,0,0,0
7,0,20,0,20,0,20,0,1,0,0,0
7,0,151,0,50,0,51,0,3,0,4,0
7,0,91,0,22,0,34,0,4,0,3,0
7,0,882,0,36,0,50,0,24,0,28,0
7,0,349,0,18,0,26,0,19,0,25,0
7,0,351,0,43,0,47,0,8,0,12,0
7,0,89,0,44,0,45,0,2,0,0,0
7,0,63,0,31,0,32,0,2,0,0,0
7,0,150,0,13,0,23,0,11,0,14,0
7,1,83,0,16,1,18,1,5,1,1,0
7,0,46,0,46,0,46,0,1,0,0,0
7,0,574,0,26,0,33,0,22,0,26,0
7,0,26,0,26,0,26,0,1,0,1,0
7,0,29,0,29,0,29,0,1,0,1,0
7,0,62,0,20,0,28,0,3,0,4,0
7,0,34,0,17,0,18,0,2,0,0,0
7,0,600,0,200,0,203,0,3,0,6,0
7,0,49,0,49,0,49,0,1,0,0,0
7,0,254,0,84,0,85,0,3,0,3,0
7,0,334,0,334,0,334,0,1,0,0,0
7,0,144,0,144,0,144,0,1,0,0,0
7,0,495,0,49,0,67,0,10,0,11,0
7,0,149,0,25,0,29,0,6,0,1,0
7,0,65,0,97,0,100,0,4,0,0,0
7,0,116,0,-18,0,10,0,12,0,5,0
7,0,394,0,131,0,132,0,3,0,2,0
7,0,58,0,58,0,58,0,1,0,0,0
7,0,148,0,148,0,148,0,1,0,0,0
7,0,935,0,85,0,100,0,11,0,12,0
7,0,44,0,22,0,23,0,2,0,0,0
7,0,67,0,22,0,24,0,3,0,2,0
7,0,78,0,19,0,21,0,4,0,1,0
7,0,96,0,96,0,96,0,1,0,0,0
7,0,30,0,30,0,30,0,1,0,0,0
7,0,34,0,34,0,34,0,1,0,0,0
7,0,25,0,25,0,25,0,1,0,0,0
7,0,44,0,44,0,44,0,1,0,0,0
7,0,562,0,281,0,282,0,2,0,3,0
7,0,164,0,18,0,20,0,9,0,5,0
7,0,136,0,11,0,28,0,12,0,4,0
7,0,129,0,65,0,65,0,2,0,1,0
7,0,380,0,21,0,52,0,18,0,12,0
7,0,429,0,25,0,39,0,17,0,28,0
7,1,84,0,17,1,18,1,5,1,1,0
7,0,70,0,70,0,70,0,1,0,1,0
7,0,146,0,146,0,146,0,1,0,0,0
7,1,124,7,41,8,42,1,3,1,2,0
7,1,112,15,56,15,56,1,2,1,1,0
7,0,493,0,246,0,339,0,2,0,2,0
7,0,510,0,127,0,150,0,4,0,4,0
7,0,70,0,-3,0,9,0,1,0,0,0
7,0,88,0,-1,0,5,0,2,0,3,0
7,1,342,34,12,35,22,1,3,1,2,0
7,0,113,0,16,0,19,0,7,0,2,0
7,0,180,0,20,0,22,0,9,0,4,0
7,1,283,0,13,5,18,1,21,1,26,0
7,0,162,0,162,0,162,0,1,0,0,0
7,0,34,0,34,0,34,0,1,0,0,0
7,1,94,15,31,17,32,1,3,1,2,0
7,0,94,0,31,0,34,0,3,0,4,0
7,0,1014,0,1014,0,1014,0,1,0,0,0
7,1,817,30,40,43,50,2,20,2,19,0
