@relation dataset-21-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
21,0,49,0,6,0,7,0,23,0,6,0
21,0,73,0,73,0,73,0,2,0,2,0
21,0,58,0,58,0,58,0,2,0,2,1
21,1,37,37,37,37,37,2,2,0,0,1
21,1,57,57,57,57,57,2,2,0,0,0
21,0,30,0,30,0,30,0,2,0,2,0
21,0,33,0,33,0,33,0,2,0,2,0
21,1,288,228,16,230,26,2,39,2,18,0
21,1,104,0,52,1,52,2,4,6,8,0
21,1,81,81,81,81,81,2,2,6,6,0
21,0,74,0,11,0,12,0,19,0,2,0
21,2,884,3,26,7,111,6,66,6,38,1
21,1,45,0,22,45,45,2,4,0,2,1
21,0,114,0,13,0,14,0,25,0,12,1
21,0,132,0,14,0,16,0,25,0,6,0
21,1,74,0,10,3,11,2,21,6,10,0
21,0,46,0,23,0,23,0,4,0,6,0
21,0,117,0,11,0,13,0,26,0,4,1
21,1,112,4,56,13,60,2,4,2,4,1
21,1,1398,-3,20,2,52,4,171,6,176,1
21,0,157,0,26,0,27,0,12,0,10,1
21,1,389,5,28,6,36,2,28,4,42,1
21,0,36,0,9,0,10,0,8,0,8,0
21,0,42,0,42,0,42,0,2,0,2,1
21,1,62,62,62,62,62,2,2,0,0,0
21,1,60,60,60,60,60,2,2,0,0,0
21,1,32,32,32,32,32,2,2,0,0,0
21,1,101,101,101,101,101,2,2,0,0,0
21,1,445,222,222,227,227,4,4,2,2,1
21,3,333,7,11,18,26,6,70,12,46,1
21,0,27,0,3,0,4,0,16,0,2,0
21,0,54,0,54,0,54,0,2,0,0,1
21,0,156,0,9,0,12,0,34,0,26,1
21,0,89,0,9,0,10,0,18,0,4,0
21,0,81,0,41,0,42,0,4,0,4,0
21,0,113,0,13,0,14,0,23,0,4,1
21,1,81,3,26,3,28,2,6,2,6,1
21,0,83,0,28,0,29,0,6,0,6,0
21,0,43,0,43,0,43,0,2,0,2,0
21,0,48,0,48,0,48,0,2,0,2,0
21,0,184,0,24,0,25,0,23,0,8,0
21,0,135,0,16,0,17,0,25,0,8,0
21,0,173,0,86,0,91,0,4,0,6,1
21,1,36,0,18,36,36,2,4,0,2,0
21,0,157,0,7,0,12,0,51,0,30,1
21,3,1310,22,21,24,31,6,146,6,104,1
21,0,55,0,5,0,10,0,22,0,6,0
21,0,43,0,5,0,7,0,16,0,2,0
21,0,65,0,65,0,65,0,2,0,2,1
21,1,80,0,40,1,40,2,4,2,4,1
21,0,137,0,137,0,137,0,2,0,2,1
21,0,126,0,10,0,26,0,33,0,12,0
21,0,54,0,55,0,55,0,2,0,0,0
21,0,282,0,141,0,142,0,4,0,4,0
21,1,36,36,36,36,36,2,2,0,0,0
21,0,25,0,2,0,3,0,24,0,8,0
21,0,65,0,65,0,65,0,2,0,2,0
21,1,101,9,14,10,15,2,14,2,12,0
21,0,40,0,40,0,40,0,2,0,2,0
21,1,169,8,85,8,85,2,4,0,4,1
21,3,963,15,17,41,45,10,112,20,128,1
21,0,114,0,114,0,114,0,2,0,0,0
21,0,54,0,27,0,27,0,4,0,4,0
21,0,225,0,20,0,25,0,22,0,36,1
21,2,657,1,22,2,32,4,60,6,92,1
