@relation dataset-5-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
5,0,96,0,24,0,36,0,4,0,1,0
5,1,57,1,16,5,17,1,13,2,11,0
5,1,128,128,128,128,128,1,1,2,2,0
5,0,562,0,281,0,281,0,2,0,0,0
5,0,141,0,141,0,141,0,1,0,0,0
5,0,340,0,113,0,121,0,3,0,5,0
5,0,724,0,38,0,46,0,19,0,15,0
5,0,240,0,34,0,39,0,7,0,5,0
5,1,270,-1,17,6,29,2,16,5,22,0
5,1,344,0,115,9,118,1,3,1,3,0
5,0,68,0,23,0,25,0,3,0,0,0
5,0,33,0,33,0,33,0,1,0,2,0
5,1,136,11,17,11,32,1,8,2,5,0
5,1,466,3,58,17,70,2,8,3,9,0
5,1,295,-1,37,1,47,1,8,2,8,0
5,2,247,0,31,1,33,2,8,2,5,0
5,0,61,0,20,0,25,0,3,0,0,0
5,1,194,0,48,1,51,1,4,1,3,0
5,0,127,0,21,0,22,0,6,0,5,0
5,0,134,0,16,0,19,0,8,0,5,0
5,0,172,0,34,0,36,0,5,0,2,0
5,0,42,0,21,0,21,0,2,0,0,0
5,0,246,0,82,0,86,0,3,0,4,0
5,0,414,0,59,0,71,0,7,0,7,0
5,0,166,0,166,0,166,0,1,0,0,0
5,0,46,0,46,0,46,0,1,0,0,0
5,1,317,24,29,26,30,1,11,1,5,0
5,0,25,0,25,0,25,0,1,0,0,0
5,0,81,0,27,0,28,0,3,0,2,0
5,0,224,0,112,0,112,0,2,0,1,0
5,3,1034,-11,16,15,38,8,62,9,78,0
5,0,46,0,23,0,24,0,2,0,1,0
5,1,96,0,13,1,19,1,7,1,4,0
5,2,258,4,16,5,18,2,16,1,20,0
5,0,142,0,17,0,22,0,8,0,7,0
5,0,123,0,41,0,43,0,3,0,2,0
5,0,28,0,14,0,15,0,2,0,1,0
5,2,167,-2,42,4,45,2,4,1,5,0
5,0,312,0,28,0,30,0,11,0,10,0
5,0,175,0,87,0,92,0,2,0,4,0
5,1,279,5,93,5,93,1,3,0,4,0
5,3,327,1,8,3,19,5,38,5,45,0
5,0,76,0,18,0,21,0,4,0,6,0
5,0,48,0,24,0,26,0,2,0,3,0
5,2,909,8,101,12,104,3,9,3,8,0
5,1,25,25,25,25,25,1,1,2,2,0
5,1,288,0,19,29,25,2,15,4,16,0
5,3,677,23,22,27,43,4,30,6,31,0
5,1,790,25,28,27,46,3,28,4,26,0
5,0,85,0,14,0,19,0,6,0,4,0
5,0,41,0,20,0,21,0,2,0,2,0
5,0,119,0,24,0,25,0,5,0,1,0
5,0,1137,0,63,0,89,0,18,0,19,0
5,0,83,0,10,0,93,0,8,0,2,0
5,1,174,12,29,13,31,1,6,2,3,0
5,0,592,0,592,0,592,0,1,0,0,0
5,0,35,0,17,0,21,0,2,0,0,0
5,1,137,137,137,137,137,1,1,2,2,0
5,0,67,0,33,0,34,0,2,0,0,0
5,0,91,0,18,0,21,0,5,0,2,0
5,0,43,0,21,0,23,0,2,0,0,0
5,0,165,0,41,0,46,0,4,0,1,0
5,0,25,0,25,0,25,0,1,0,2,0
5,0,27,0,13,0,14,0,2,0,0,0
5,0,81,0,27,0,27,0,3,0,4,0
5,0,119,0,40,0,41,0,3,0,0,0
5,1,75,75,75,75,75,1,1,2,2,0
5,0,165,0,83,0,83,0,2,0,2,0
5,0,38,0,38,0,38,0,1,0,0,0
5,0,65,0,16,0,20,0,4,0,0,0
5,1,154,27,23,28,26,1,20,2,21,0
5,0,22,0,22,0,22,0,1,0,0,0
5,0,95,0,95,0,95,0,1,0,0,0
5,0,76,0,76,0,76,0,1,0,0,0
5,1,28,28,28,28,28,1,1,2,2,0
5,0,45,0,45,0,45,0,1,0,0,0
5,1,43,43,43,43,43,1,1,2,2,0
5,0,429,0,429,0,429,0,1,0,0,0
5,0,70,0,70,0,70,0,1,0,0,0
5,0,65,0,22,0,22,0,3,0,0,0
5,0,236,0,39,0,47,0,6,0,8,0
5,0,50,0,12,0,14,0,4,0,1,0
5,0,3680,0,525,0,529,0,7,0,1,0
5,0,63,0,63,0,63,0,1,0,0,0
5,1,85,85,85,85,85,1,1,2,2,0
5,0,83,0,83,0,83,0,1,0,0,0
5,0,25,0,25,0,25,0,1,0,0,0
5,0,26,0,26,0,26,0,1,0,0,0
5,0,83,0,9,0,10,0,9,0,6,0
5,0,172,0,17,0,20,0,10,0,4,0
5,0,152,0,76,0,77,0,2,0,3,0
5,0,81,0,11,0,15,0,7,0,2,0
5,1,321,321,321,321,321,1,1,1,1,0
5,1,54,54,54,54,54,1,1,2,2,0
5,0,45,0,45,0,45,0,1,0,0,0
5,1,81,81,81,81,81,1,1,2,2,0
5,0,70,0,70,0,70,0,1,0,2,0
5,2,575,38,18,51,36,2,31,2,36,0
5,0,36,0,36,0,36,0,1,0,3,0
5,0,23,0,23,0,23,0,1,0,0,0
5,0,20,0,20,0,20,0,1,0,0,0
5,0,151,0,50,0,51,0,3,0,4,0
5,0,91,0,22,0,34,0,4,0,3,0
5,1,882,21,36,26,50,1,24,1,28,0
5,1,337,5,21,36,28,1,16,2,23,0
5,0,351,0,50,0,54,0,7,0,12,0
5,0,89,0,44,0,45,0,2,0,0,0
5,0,63,0,31,0,32,0,2,0,0,0
5,1,150,4,13,9,23,3,11,5,14,0
5,0,83,0,21,0,22,0,4,0,0,0
5,0,46,0,46,0,46,0,1,0,0,0
5,2,522,0,30,2,35,3,17,2,21,0
5,0,29,0,29,0,29,0,1,0,1,0
5,0,60,0,30,0,34,0,2,0,3,0
