@relation dataset-8-testing
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {YES,NO}
@data
0,48,0,6,0,7,0,21,0,4,NO
1,52,18,12,84,18,2,27,2,8,NO
0,74,0,11,0,12,0,19,0,2,NO
1,872,10,34,10,142,2,50,4,18,YES
1,45,45,45,45,45,2,2,2,2,YES
0,118,0,15,0,15,0,23,0,6,YES
0,132,0,15,0,17,0,23,0,2,NO
1,205,58,51,95,60,2,8,2,8,YES
2,479,76,59,120,73,4,16,4,20,YES
1,161,-237,26,74,93,2,12,2,14,NO
0,73,0,73,0,73,0,2,0,2,NO
1,68,0,23,18,29,2,6,2,6,NO
2,188,4,31,28,40,4,12,4,12,YES
1,184,184,184,184,184,2,2,2,2,NO
1,317,-238,39,271,146,2,16,2,16,NO
1,52,52,52,52,52,2,2,2,2,NO
1,142,142,142,142,142,2,2,2,2,NO
0,65,0,11,0,12,0,17,0,0,YES
1,117,35,11,42,13,2,26,2,4,YES
3,1188,12,28,17,63,10,111,18,86,YES
0,36,0,11,0,13,0,6,0,4,YES
0,171,0,10,0,26,0,46,0,18,YES
0,27,0,3,0,4,0,16,0,2,NO
1,156,6,10,11,13,4,30,8,22,YES
0,89,0,9,0,10,0,18,0,4,NO
1,113,35,13,42,14,2,23,2,4,YES
1,45,45,45,45,45,2,2,2,2,NO
0,81,0,81,0,81,0,2,0,0,YES
1,188,0,26,1,27,2,21,2,4,NO
0,135,0,17,0,18,0,23,0,4,NO
1,36,36,36,36,36,2,2,2,2,NO
0,153,0,8,0,13,0,45,0,20,YES
0,117,0,117,0,117,0,2,0,0,NO
2,1067,9,28,13,40,4,90,2,40,YES
0,63,0,6,0,11,0,20,0,4,NO
0,43,0,5,0,7,0,16,0,2,NO
1,525,0,131,1,135,2,8,2,6,NO
1,125,0,12,1,29,2,29,2,8,NO
1,146,146,146,146,146,2,2,2,2,NO
0,281,0,281,0,281,0,2,0,2,NO
1,55,55,55,55,55,2,2,2,2,NO
1,25,1,2,1,3,2,22,4,6,NO
1,238,238,238,238,238,2,2,2,2,NO
0,90,0,45,0,45,0,4,0,4,NO
2,754,42,21,92,49,4,70,6,66,YES
0,114,0,114,0,114,0,2,0,0,NO
1,102,102,102,102,102,2,2,2,2,NO
1,225,6,22,12,27,4,20,6,34,YES
3,544,11,36,12,53,8,30,14,46,YES
2,267,4,17,4,20,4,30,6,32,YES
3,343,3,11,7,25,8,80,10,48,YES
2,153,0,8,1,60,4,72,8,42,YES
0,45,0,2,0,6,0,16,0,2,NO
0,37,0,1,0,5,0,16,0,2,NO
0,99,0,6,0,7,0,44,0,14,YES
1,146,1,6,3,12,4,65,6,30,NO
0,35,0,5,0,5,0,19,0,2,NO
0,39,0,6,0,6,0,19,0,2,NO
0,106,0,14,0,16,0,21,0,2,YES
0,52,0,7,0,8,0,21,0,2,NO
0,65,0,65,0,65,0,2,0,2,NO
0,38,0,5,0,5,0,22,0,2,NO
1,96,0,13,3,14,2,21,2,4,NO
0,31,0,4,0,5,0,19,0,2,NO
